,122021_Coralina_2021_Baya_027_PSTR4_S34,122021_Coralina_2021_Baya_033_PSTR7_S35,122021_Coralina_2021_Baya_035_PSTR_S32,122021_Coralina_2021_Baya_037_PSTR_S33
52133,85.14509941,0,0,0
731,218.9445413,0,0,0
1442553,0,0,0,0
2954046,0,0,0,0
3445778,85.14509941,325.6394551,179.2406713,167.602447
850,136.2321591,186.0796886,179.2406713,227.4604638
59600,94.87596792,0,187.3879746,143.6592403
49319,1646.949494,0,0,0
984,111.9049878,0,89.62033567,179.5740504
3073563,55.9524939,0,0,0
29519,223.8099756,0,130.3568519,0
2100,844.1528428,0,0,0
1638,216.5118242,527.2257844,350.3340394,335.204894
351614,116.7704221,178.3263683,260.7137038,275.3468772
2936682,121.6358563,550.4857455,219.9771876,155.6308436
108981,165.4247646,263.6128922,268.861007,203.5172571
2916755,162.9920474,147.3130868,187.3879746,119.7160336
563996,51.08705965,0,0,0
2781961,177.5883502,131.8064461,97.76763891,191.5456537
1486034,99.74140217,170.5730479,114.0622454,371.1197041
2731377,70.54879666,193.833009,195.5352778,383.0913074
198,189.7519358,162.8197275,89.62033567,143.6592403
1461582,0,124.0531258,130.3568519,167.602447
83219,31.62532264,0,0,0
338192,38.92347402,0,0,0
709868,109.4722707,0,0,0
255247,72.98151378,286.8728533,244.4190973,407.0345141
578920,24.32717126,0,211.8298843,119.7160336
1960881,128.9340077,209.3396497,179.2406713,0
243629,68.11607953,0,0,0
2723088,90.01053367,0,138.5041551,0
2802641,41.35619114,85.28652395,0,0
13690,46.2216254,0,0,0
2048654,160.5593303,162.8197275,162.9460649,0
60137,138.6648762,0,0,0
2775159,155.6938961,147.3130868,0,0
359370,150.8284618,0,0,0
1178825,77.84694803,0,89.62033567,215.4888604
1761016,60.81792815,116.2998054,252.5664005,574.6369611
3035452,0,0,0,0
1501269,197.0500872,209.3396497,391.0705556,299.2900839
1266052,102.1741193,162.8197275,0,0
221350,75.41423091,0,0,0
1111760,48.65434252,0,0,0
2820661,55.9524939,85.28652395,0,0
2746230,46.2216254,589.2523473,733.2572918,802.0974249
53413,82.71238229,333.3927755,244.4190973,419.0061175
1176482,445.1872341,0,97.76763891,0
3039159,51.08705965,0,195.5352778,0
3035694,177.5883502,193.833009,114.0622454,131.6876369
254955,87.57781654,0,431.8070719,0
3237103,75.41423091,248.1062515,244.4190973,419.0061175
2715164,82.71238229,147.3130868,162.9460649,287.3184806
40576,82.71238229,93.03984431,114.0622454,0
659350,0,0,0,0
2745199,55.9524939,0,0,0
1534743,201.9155215,0,0,0
55206,75.41423091,0,0,0
2895286,167.8574817,162.8197275,81.47303243,0
54005,233.5408441,124.0531258,179.2406713,0
1914963,63.25064528,0,0,0
3418997,277.3297524,139.5597665,187.3879746,155.6308436
1166,206.7809557,0,0,0
960,197.0500872,0,0,0
3039158,0,77.53320359,195.5352778,0
574710,167.8574817,178.3263683,138.5041551,143.6592403
3140251,121.6358563,108.546485,0,119.7160336
3026967,72.98151378,0,0,0
76258,38.92347402,116.2998054,130.3568519,215.4888604
382,165.4247646,0,0,251.4036705
2903866,0,310.1328144,0,419.0061175
2806552,0,77.53320359,0,0
46124,143.5303104,263.6128922,105.9149422,251.4036705
1538644,243.2717126,201.5863293,114.0622454,0
201828,85.14509941,0,0,143.6592403
3374194,0,0,0,0
313598,216.5118242,85.28652395,130.3568519,0
3133282,0,0,0,0
2979115,34.05803977,0,0,0
1514074,0,0,0,0
56426,63.25064528,131.8064461,105.9149422,131.6876369
2844358,48.65434252,0,122.2095486,0
3375704,141.0975933,108.546485,0,0
220684,102.1741193,100.7931647,179.2406713,143.6592403
1566358,55.9524939,0,130.3568519,119.7160336
674,68.11607953,186.0796886,138.5041551,0
2303332,111.9049878,263.6128922,179.2406713,131.6876369
1679721,72.98151378,279.1195329,97.76763891,203.5172571
48074,566.8230904,209.3396497,0,0
497724,0,0,0,203.5172571
3415673,41.35619114,0,187.3879746,0
1112103,65.6833624,100.7931647,179.2406713,119.7160336
1903056,124.0685734,310.1328144,187.3879746,263.3752739
2854389,77.84694803,0,122.2095486,0
1710,85.14509941,0,0,0
1054034,102.1741193,0,0,0
1714840,63.25064528,263.6128922,228.1244908,323.2332906
1612,48.65434252,240.3529311,187.3879746,227.4604638
5671,0,364.4060569,301.45022,299.2900839
2704463,41.35619114,139.5597665,195.5352778,167.602447
91604,167.8574817,0,0,0
1749036,97.30868504,0,114.0622454,0
2003365,0,0,0,0
1980674,0,0,0,0
3400631,0,232.5996108,325.8921297,0
155085,150.8284618,186.0796886,89.62033567,0
409322,60.81792815,108.546485,122.2095486,203.5172571
3410791,60.81792815,364.4060569,171.0933681,287.3184806
2520506,133.7994419,209.3396497,219.9771876,155.6308436
188932,177.5883502,224.8462904,203.6825811,119.7160336
77007,0,0,0,0
3391574,102.1741193,108.546485,114.0622454,0
2763672,58.38521103,85.28652395,0,0
1310418,350.3112662,379.9126976,635.4896529,311.2616873
1965571,1267.445623,232.5996108,211.8298843,239.4320671
374106,60.81792815,0,114.0622454,155.6308436
2029983,80.27966516,0,105.9149422,167.602447
669041,48.65434252,155.0664072,0,0
2944914,75.41423091,240.3529311,219.9771876,275.3468772
2041044,172.722916,178.3263683,162.9460649,131.6876369
1618022,158.1266132,496.212503,431.8070719,0
1827580,36.49075689,0,0,0
2507159,150.8284618,116.2998054,105.9149422,119.7160336
2991053,97.30868504,0,0,0
447588,2133.49292,0,0,0
3395317,0,0,0,0
3112958,55.9524939,434.1859401,488.8381946,610.5517712
2294119,695.7570981,232.5996108,89.62033567,167.602447
2931922,124.0685734,224.8462904,285.1556135,299.2900839
160699,172.722916,0,0,0
1378299,82.71238229,519.4724641,350.3340394,562.6653578
2993456,0,341.1460958,228.1244908,2286.576241
954,90.01053367,0,0,0
3065649,82.71238229,0,0,179.5740504
76760,0,85.28652395,179.2406713,0
2749807,0,0,0,0
2715212,155.6938961,93.03984431,89.62033567,0
33069,31.62532264,0,187.3879746,0
585423,0,0,0,0
435912,65.6833624,124.0531258,0,0
1660,0,0,0,0
2590022,70.54879666,0,195.5352778,155.6308436
1193095,172.722916,0,0,0
2735563,160.5593303,193.833009,105.9149422,227.4604638
2880934,0,0,0,0
2123,53.51977677,139.5597665,114.0622454,0
2942204,0,116.2998054,89.62033567,155.6308436
114615,26.75988839,85.28652395,187.3879746,131.6876369
2291,41.35619114,0,0,0
46125,68.11607953,139.5597665,162.9460649,407.0345141
3132300,75.41423091,248.1062515,350.3340394,454.9209276
628,126.5012906,139.5597665,138.5041551,179.5740504
178399,109.4722707,155.0664072,301.45022,167.602447
83561,43.78890827,85.28652395,0,0
3415265,65.6833624,139.5597665,154.7987616,155.6308436
2012495,114.3377049,178.3263683,179.2406713,203.5172571
2819096,532.7650506,170.5730479,203.6825811,167.602447
868131,109.4722707,100.7931647,130.3568519,0
2015316,0,0,0,0
3133307,0,0,0,0
388950,148.3957447,108.546485,162.9460649,0
2744479,1337.994419,100.7931647,122.2095486,203.5172571
3137857,111.9049878,0,138.5041551,0
33039,287.0606209,286.8728533,260.7137038,287.3184806
104663,72.98151378,85.28652395,0,0
3079302,0,186.0796886,277.0083102,287.3184806
2042961,51.08705965,139.5597665,114.0622454,119.7160336
270351,68.11607953,0,0,0
3093872,189.7519358,131.8064461,0,0
2686366,145.9630276,232.5996108,219.9771876,287.3184806
2115978,77.84694803,0,0,0
1276936,63.25064528,310.1328144,456.2489816,347.1764973
1354726,116.7704221,155.0664072,122.2095486,323.2332906
1925020,231.108127,193.833009,211.8298843,263.3752739
1609968,107.0395535,155.0664072,203.6825811,239.4320671
991904,0,186.0796886,130.3568519,490.8357376
859144,114.3377049,0,0,0
3127471,221.3772585,240.3529311,171.0933681,263.3752739
1353147,43.78890827,0,0,0
39486,243.2717126,379.9126976,342.1867362,263.3752739
3023715,36.49075689,0,0,0
48,99.74140217,0,700.6680789,0
2282849,43.78890827,0,162.9460649,227.4604638
1506,80.27966516,193.833009,187.3879746,0
1114861,167.8574817,255.8595719,0,155.6308436
1712261,65.6833624,124.0531258,0,0
2951803,102.1741193,193.833009,114.0622454,131.6876369
2836373,0,0,195.5352778,239.4320671
1642299,53.51977677,0,0,0
1173025,26.75988839,139.5597665,138.5041551,0
650,131.3667248,434.1859401,146.6514584,586.6085645
1622,197.0500872,93.03984431,162.9460649,0
2906443,99.74140217,217.0929701,195.5352778,203.5172571
2980108,0,0,0,0
49338,90.01053367,224.8462904,293.3029167,251.4036705
138851,72.98151378,139.5597665,105.9149422,131.6876369
3066149,0,0,0,1065.472699
256326,70.54879666,77.53320359,81.47303243,155.6308436
574096,51.08705965,232.5996108,171.0933681,0
86106,77.84694803,286.8728533,171.0933681,323.2332906
889268,0,0,0,0
143223,104.6068364,178.3263683,211.8298843,347.1764973
191026,55.9524939,93.03984431,236.271794,263.3752739
220687,72.98151378,263.6128922,244.4190973,419.0061175
549298,85.14509941,124.0531258,138.5041551,131.6876369
715179,167.8574817,147.3130868,0,0
249567,75.41423091,217.0929701,301.45022,574.6369611
3025668,216.5118242,155.0664072,309.5975232,335.204894
2426,104.6068364,0,81.47303243,131.6876369
3115292,46.2216254,108.546485,0,0
2173,165.4247646,0,89.62033567,0
1076626,0,0,0,0
2820710,1213.925846,0,0,0
2937286,124.0685734,224.8462904,179.2406713,0
53461,0,0,0,0
35620,143.5303104,0,0,0
2218628,145.9630276,286.8728533,179.2406713,287.3184806
2803864,65.6833624,0,0,0
84377,133.7994419,217.0929701,179.2406713,275.3468772
359,109.4722707,139.5597665,0,0
2966453,34.05803977,0,0,0
3415674,34.05803977,255.8595719,179.2406713,263.3752739
1715691,0,0,0,0
1239415,80.27966516,674.5388713,301.45022,682.3813913
281093,0,0,0,0
157268,85.14509941,100.7931647,187.3879746,239.4320671
1316596,72.98151378,263.6128922,211.8298843,191.5456537
2746060,85.14509941,348.8994162,342.1867362,251.4036705
391953,0,0,0,0
2714948,0,0,0,0
89059,199.4828043,178.3263683,0,0
2605946,0,0,0,0
2283194,75.41423091,131.8064461,122.2095486,179.5740504
48254,226.2426927,240.3529311,236.271794,167.602447
797291,150.8284618,0,0,0
2881234,0,0,0,0
3379128,102.1741193,0,0,0
2739058,111.9049878,0,0,0
139438,31.62532264,341.1460958,244.4190973,263.3752739
1729720,90.01053367,131.8064461,0,155.6308436
351672,65.6833624,108.546485,0,0
1721091,372.2057203,310.1328144,203.6825811,191.5456537
1510,544.9286362,0,171.0933681,0
3151764,48.65434252,0,130.3568519,131.6876369
2686358,109.4722707,170.5730479,138.5041551,215.4888604
3079014,0,0,0,0
2909587,0,0,0,0
2120,0,527.2257844,195.5352778,263.3752739
57975,51.08705965,0,268.861007,395.0629108
89184,0,85.28652395,0,0
85402,145.9630276,155.0664072,154.7987616,215.4888604
3415683,43.78890827,0,0,0
240139,41.35619114,85.28652395,0,0
3059777,53.51977677,162.8197275,219.9771876,119.7160336
132604,138.6648762,0,0,0
1481923,170.2901988,178.3263683,0,119.7160336
2591634,107.0395535,85.28652395,97.76763891,155.6308436
860,0,410.9259791,342.1867362,359.1481007
3241576,124.0685734,162.8197275,0,143.6592403
2831148,68.11607953,139.5597665,0,155.6308436
2724150,145.9630276,232.5996108,195.5352778,0
1581038,70.54879666,147.3130868,130.3568519,167.602447
682956,46.2216254,77.53320359,97.76763891,131.6876369
3016006,48.65434252,0,0,0
3070660,63.25064528,162.8197275,138.5041551,179.5740504
2026188,491.4088595,240.3529311,203.6825811,562.6653578
3120519,63.25064528,131.8064461,146.6514584,0
488,0,0,0,0
714,90.01053367,100.7931647,0,0
1760811,72.98151378,0,0,0
1751056,250.569864,170.5730479,179.2406713,311.2616873
2789776,24.32717126,0,0,0
1789672,43.78890827,0,0,323.2332906
28118,26.75988839,85.28652395,97.76763891,167.602447
3459125,87.57781654,0,81.47303243,155.6308436
118000,92.44325079,108.546485,114.0622454,143.6592403
227086,36.49075689,100.7931647,81.47303243,0
3032586,111.9049878,155.0664072,0,0
311180,26.75988839,0,0,0
2057025,145.9630276,124.0531258,0,143.6592403
388408,41.35619114,139.5597665,0,0
5888,43.78890827,85.28652395,179.2406713,0
141451,138.6648762,0,0,0
2560057,267.5988839,0,105.9149422,0
290335,114.3377049,418.6792994,114.0622454,395.0629108
1424653,97.30868504,224.8462904,130.3568519,179.5740504
2908210,99.74140217,139.5597665,211.8298843,191.5456537
862126,260.3007325,124.0531258,89.62033567,131.6876369
2352,133.7994419,395.4193383,325.8921297,562.6653578
1281,180.0210673,116.2998054,219.9771876,0
1807691,121.6358563,348.8994162,244.4190973,191.5456537
279826,114.3377049,162.8197275,195.5352778,215.4888604
2954535,53.51977677,155.0664072,122.2095486,0
3383026,138.6648762,124.0531258,195.5352778,215.4888604
32046,43.78890827,100.7931647,187.3879746,119.7160336
696760,34.05803977,100.7931647,0,179.5740504
357808,126.5012906,93.03984431,0,0
2144,0,77.53320359,0,191.5456537
269259,48.65434252,201.5863293,211.8298843,299.2900839
1230998,0,0,0,0
97138,114.3377049,286.8728533,154.7987616,155.6308436
589437,43.78890827,0,0,0
74033,0,0,0,0
3056648,0,0,0,0
1521,153.2611789,201.5863293,179.2406713,215.4888604
357276,235.9735612,186.0796886,0,323.2332906
3402687,160.5593303,248.1062515,293.3029167,131.6876369
112900,53.51977677,0,0,119.7160336
1641,65.6833624,139.5597665,0,0
1348,248.1371469,124.0531258,154.7987616,143.6592403
44577,111.9049878,116.2998054,228.1244908,155.6308436
43948,114.3377049,0,0,0
35754,0,0,114.0622454,0
3119568,0,0,0,0
2714855,51.08705965,116.2998054,138.5041551,143.6592403
1028416,114.3377049,255.8595719,138.5041551,299.2900839
1605,0,0,0,0
197222,379.5038717,232.5996108,162.9460649,0
410072,75.41423091,162.8197275,114.0622454,143.6592403
3413133,51.08705965,217.0929701,252.5664005,215.4888604
144,72.98151378,209.3396497,219.9771876,466.8925309
1381081,51.08705965,0,0,0
573658,24.32717126,186.0796886,105.9149422,131.6876369
94869,235.9735612,209.3396497,342.1867362,179.5740504
2686078,128.9340077,186.0796886,97.76763891,155.6308436
2919322,0,457.4459012,790.2884145,0
61644,0,0,0,0
2865673,162.9920474,0,0,0
44273,0,0,0,0
2789740,175.1556331,0,81.47303243,0
3096992,0,0,0,191.5456537
96241,60.81792815,356.6527365,317.7448265,466.8925309
3242468,82.71238229,0,268.861007,203.5172571
1426,223.8099756,0,0,179.5740504
408,255.4352982,0,0,0
2975965,0,279.1195329,391.0705556,490.8357376
55197,250.569864,155.0664072,219.9771876,143.6592403
3066266,31.62532264,0,0,0
2810512,162.9920474,240.3529311,236.271794,275.3468772
3064705,92.44325079,286.8728533,309.5975232,251.4036705
2979464,116.7704221,77.53320359,0,0
37372,94.87596792,77.53320359,0,0
3045816,29.19260551,100.7931647,317.7448265,119.7160336
2527963,60.81792815,116.2998054,0,0
412710,0,0,0,0
1917215,92.44325079,108.546485,162.9460649,0
29533,253.0025811,255.8595719,260.7137038,347.1764973
1563,68.11607953,155.0664072,0,119.7160336
1137606,150.8284618,162.8197275,81.47303243,0
489910,65.6833624,147.3130868,179.2406713,323.2332906
2921711,51.08705965,170.5730479,0,155.6308436
2704655,58.38521103,232.5996108,219.9771876,191.5456537
3400345,148.3957447,0,0,0
2893202,155.6938961,0,0,191.5456537
3382189,255.4352982,348.8994162,586.6058335,287.3184806
1612173,0,0,0,0
1826727,369.7730032,77.53320359,105.9149422,119.7160336
53344,226.2426927,255.8595719,154.7987616,167.602447
1522,182.4537845,0,130.3568519,251.4036705
2906076,0,0,0,0
3017783,63.25064528,0,0,0
2527979,0,0,0,0
2956784,209.2136728,302.379494,146.6514584,191.5456537
718217,206.7809557,108.546485,162.9460649,0
3243057,94.87596792,0,0,0
68895,107.0395535,193.833009,0,323.2332906
160826,43.78890827,0,0,0
3374109,46.2216254,0,0,0
2304606,80.27966516,155.0664072,122.2095486,0
3072980,97.30868504,155.0664072,0,0
3063533,72.98151378,147.3130868,97.76763891,0
84032,109.4722707,0,146.6514584,0
238836,87.57781654,131.8064461,138.5041551,191.5456537
33935,201.9155215,131.8064461,122.2095486,0
3053613,116.7704221,100.7931647,122.2095486,119.7160336
2900738,124.0685734,100.7931647,97.76763891,155.6308436
563177,90.01053367,162.8197275,81.47303243,0
2058135,92.44325079,294.6261737,0,251.4036705
376,0,0,0,0
3376682,221.3772585,77.53320359,0,0
2201181,184.8865016,93.03984431,211.8298843,299.2900839
293,111.9049878,0,122.2095486,0
1297617,31.62532264,0,0,0
1678728,92.44325079,162.8197275,244.4190973,227.4604638
2918528,68.11607953,0,122.2095486,0
261299,131.3667248,271.3662126,105.9149422,227.4604638
1229909,51.08705965,116.2998054,138.5041551,131.6876369
2093777,131.3667248,356.6527365,277.0083102,478.8641343
84030,80.27966516,0,138.5041551,0
1609966,0,0,0,0
2590020,58.38521103,410.9259791,431.8070719,538.7221511
1479,138.6648762,100.7931647,0,0
56453,0,0,0,0
110662,0,0,0,0
418699,0,100.7931647,89.62033567,0
150120,94.87596792,542.7324252,431.8070719,550.6937544
154981,43.78890827,0,97.76763891,131.6876369
1034889,0,0,0,0
1041504,304.0896408,333.3927755,0,0
2739061,68.11607953,0,0,155.6308436
326320,63.25064528,0,0,0
55209,31.62532264,0,0,0
135487,0,201.5863293,0,0
1580092,116.7704221,0,114.0622454,0
3391823,131.3667248,131.8064461,154.7987616,143.6592403
1185873,36.49075689,209.3396497,130.3568519,0
2578106,111.9049878,0,0,0
2069432,43.78890827,232.5996108,97.76763891,155.6308436
168384,68.11607953,0,0,0
2697030,121.6358563,224.8462904,187.3879746,119.7160336
155892,55.9524939,131.8064461,154.7987616,0
1346319,34.05803977,193.833009,195.5352778,155.6308436
2975981,0,0,0,0
321985,143.5303104,0,162.9460649,0
3447427,0,379.9126976,309.5975232,430.9777208
28903,43.78890827,209.3396497,138.5041551,323.2332906
115551,0,333.3927755,945.0871761,885.8986484
592064,41.35619114,0,0,0
83455,29.19260551,0,0,0
112901,131.3667248,108.546485,0,179.5740504
28200,138.6648762,255.8595719,0,299.2900839
3138177,294.3587723,186.0796886,130.3568519,203.5172571
34018,0,0,0,0
2259622,82.71238229,0,0,0
28038,53.51977677,294.6261737,301.45022,0
3015999,0,0,0,0
265606,55.9524939,100.7931647,114.0622454,131.6876369
1281486,77.84694803,0,244.4190973,359.1481007
56454,99.74140217,0,0,0
1919,218.9445413,0,496.9854978,0
1391654,632.5064528,0,0,0
2576307,121.6358563,147.3130868,97.76763891,167.602447
3034506,58.38521103,0,0,0
758802,0,0,0,0
303541,75.41423091,93.03984431,0,0
1778678,111.9049878,0,0,0
2917965,0,155.0664072,0,239.4320671
3157368,0,0,0,0
2838877,148.3957447,0,0,155.6308436
1435069,111.9049878,108.546485,122.2095486,119.7160336
3241603,26.75988839,0,0,0
3402688,430.5909313,201.5863293,105.9149422,203.5172571
2749049,0,286.8728533,431.8070719,155.6308436
3398614,41.35619114,341.1460958,423.6597686,442.9493242
261302,223.8099756,0,0,0
2789327,0,403.1726587,325.8921297,0
2957203,0,139.5597665,0,0
296,272.4643181,0,0,0
877455,133.7994419,0,0,0
1642646,304.0896408,116.2998054,114.0622454,275.3468772
217203,92.44325079,0,0,0
403957,116.7704221,333.3927755,203.6825811,359.1481007
163,85.14509941,279.1195329,146.6514584,167.602447
183417,131.3667248,0,0,0
544645,65.6833624,333.3927755,187.3879746,407.0345141
1441095,109.4722707,263.6128922,325.8921297,275.3468772
34062,58.38521103,0,154.7987616,155.6308436
2903659,41.35619114,0,1653.902558,395.0629108
1727145,155.6938961,255.8595719,219.9771876,227.4604638
1862145,60.81792815,0,0,0
516051,53.51977677,100.7931647,244.4190973,263.3752739
1315974,0,0,0,0
84590,209.2136728,0,0,0
94132,70.54879666,0,0,0
1442557,38.92347402,0,195.5352778,0
545501,53.51977677,387.666018,244.4190973,203.5172571
90241,72.98151378,0,0,0
1855728,0,0,0,0
2782167,0,0,0,0
3082534,235.9735612,0,0,0
189834,53.51977677,193.833009,228.1244908,0
3233375,0,0,554.0166205,0
1004159,72.98151378,0,0,0
2884263,24.32717126,0,0,0
2730851,316.2532264,0,0,0
1085644,48.65434252,131.8064461,162.9460649,0
2924032,257.8680154,170.5730479,122.2095486,167.602447
2880651,48.65434252,0,0,0
28262,155.6938961,93.03984431,81.47303243,0
1977865,75.41423091,178.3263683,187.3879746,167.602447
274,0,0,0,0
81408,36.49075689,232.5996108,211.8298843,203.5172571
1521768,34.05803977,0,0,0
42906,892.8071853,0,0,119.7160336
554406,0,131.8064461,130.3568519,0
1503925,126.5012906,186.0796886,350.3340394,179.5740504
182640,31.62532264,0,0,0
1197717,0,0,122.2095486,0
2133,72.98151378,0,0,0
3144925,26.75988839,116.2998054,114.0622454,0
2980107,41.35619114,0,130.3568519,203.5172571
1642,209.2136728,77.53320359,146.6514584,131.6876369
291112,141.0975933,131.8064461,171.0933681,215.4888604
827,197.0500872,271.3662126,203.6825811,239.4320671
47885,70.54879666,131.8064461,97.76763891,0
3236840,99.74140217,395.4193383,456.2489816,538.7221511
3422590,136.2321591,0,0,227.4604638
39950,114.3377049,0,0,0
3003261,102.1741193,131.8064461,114.0622454,299.2900839
3096217,0,0,0,0
1699621,65.6833624,0,0,0
299767,194.6173701,0,146.6514584,0
526944,82.71238229,170.5730479,0,0
413888,0,0,0,0
2976343,53.51977677,0,0,0
1548547,38.92347402,0,0,0
1479524,121.6358563,162.8197275,179.2406713,179.5740504
2282419,197.0500872,325.6394551,293.3029167,454.9209276
912,0,0,187.3879746,0
1336794,107.0395535,124.0531258,179.2406713,0
2022337,201.9155215,325.6394551,0,0
1643336,109.4722707,426.4326198,439.9543751,299.2900839
1318,192.184653,116.2998054,0,131.6876369
1280380,97.30868504,0,0,0
2986831,114.3377049,248.1062515,268.861007,359.1481007
2350,360.0421347,170.5730479,179.2406713,119.7160336
1464,206.7809557,155.0664072,236.271794,239.4320671
5741,133.7994419,240.3529311,211.8298843,179.5740504
2705471,65.6833624,93.03984431,244.4190973,179.5740504
1336796,162.9920474,186.0796886,203.6825811,335.204894
2741701,0,0,0,0
1761012,46.2216254,147.3130868,171.0933681,155.6308436
889453,51.08705965,341.1460958,244.4190973,215.4888604
1522758,0,0,0,0
3230968,197.0500872,85.28652395,130.3568519,0
1161942,0,162.8197275,146.6514584,263.3752739
1871053,690.8916638,108.546485,0,0
1812115,85.14509941,0,81.47303243,287.3184806
386891,114.3377049,0,0,0
2968490,128.9340077,147.3130868,260.7137038,239.4320671
2919499,60.81792815,193.833009,171.0933681,323.2332906
2795383,68.11607953,178.3263683,187.3879746,478.8641343
1792508,1172.569655,0,0,0
2859516,51.08705965,162.8197275,0,155.6308436
362787,668.9972097,0,0,0
2932257,58.38521103,217.0929701,0,191.5456537
2675053,328.416812,100.7931647,260.7137038,526.7505477
1971,136.2321591,155.0664072,0,0
3074111,36.49075689,162.8197275,154.7987616,0
487686,43.78890827,0,97.76763891,0
3003256,199.4828043,348.8994162,236.271794,347.1764973
3096994,0,0,0,0
2015076,94.87596792,201.5863293,162.9460649,227.4604638
101070,150.8284618,317.8861347,260.7137038,155.6308436
3071453,143.5303104,100.7931647,179.2406713,0
2921474,162.9920474,0,0,0
187101,63.25064528,224.8462904,130.3568519,227.4604638
3048535,124.0685734,232.5996108,301.45022,323.2332906
1871047,0,85.28652395,154.7987616,167.602447
658643,0,0,0,0
83771,435.4563656,209.3396497,81.47303243,119.7160336
28082,48.65434252,302.379494,154.7987616,191.5456537
1179777,476.8125567,124.0531258,97.76763891,0
2921604,0,0,0,0
2921443,0,0,0,0
319939,97.30868504,0,0,0
1616117,372.2057203,162.8197275,0,0
313588,172.722916,124.0531258,187.3879746,0
767892,199.4828043,147.3130868,0,119.7160336
2762320,48.65434252,0,0,0
171282,87.57781654,0,179.2406713,131.6876369
174587,445.1872341,193.833009,0,0
675281,111.9049878,209.3396497,260.7137038,335.204894
2321403,72.98151378,248.1062515,146.6514584,167.602447
2315862,111.9049878,240.3529311,154.7987616,0
69710,65.6833624,248.1062515,277.0083102,203.5172571
1602,145.9630276,0,81.47303243,0
1010,131.3667248,186.0796886,89.62033567,0
490095,0,0,0,0
29555,53.51977677,178.3263683,415.5124654,167.602447
49283,60.81792815,271.3662126,105.9149422,179.5740504
3445773,65.6833624,0,0,0
2653189,119.2031392,224.8462904,171.0933681,0
1471,255.4352982,356.6527365,211.8298843,347.1764973
332999,165.4247646,209.3396497,130.3568519,299.2900839
2060723,316.2532264,93.03984431,105.9149422,0
3065396,80.27966516,93.03984431,0,0
248907,111.9049878,93.03984431,0,0
1114873,94.87596792,558.2390659,570.311227,299.2900839
387661,116.7704221,0,0,0
29385,289.493338,379.9126976,309.5975232,0
2954748,133.7994419,356.6527365,325.8921297,466.8925309
2823904,0,0,0,0
1267768,0,0,0,0
545,75.41423091,286.8728533,211.8298843,0
2038737,109.4722707,77.53320359,122.2095486,143.6592403
1284,124.0685734,186.0796886,138.5041551,179.5740504
3445772,90.01053367,0,0,119.7160336
1930273,77.84694803,124.0531258,154.7987616,191.5456537
2518645,124.0685734,85.28652395,211.8298843,131.6876369
171279,644.6700384,255.8595719,195.5352778,299.2900839
1844006,65.6833624,131.8064461,0,0
1529058,0,0,0,0
2528008,68.11607953,0,0,0
2217913,51.08705965,0,0,0
2664091,0,0,0,0
290400,0,0,0,0
542,131.3667248,116.2998054,0,0
2901381,68.11607953,325.6394551,293.3029167,227.4604638
39441,111.9049878,93.03984431,97.76763891,131.6876369
1486281,77.84694803,124.0531258,0,215.4888604
3141542,48.65434252,0,81.47303243,0
2610896,0,0,187.3879746,0
3115646,53.51977677,325.6394551,480.6908913,275.3468772
38284,48.65434252,0,0,0
1221500,155.6938961,240.3529311,244.4190973,287.3184806
2975755,0,0,0,0
1318743,48.65434252,93.03984431,0,0
2054173,97.30868504,224.8462904,244.4190973,323.2332906
1789224,65.6833624,426.4326198,317.7448265,191.5456537
1896196,554.6595047,0,0,0
2096,36.49075689,201.5863293,89.62033567,0
3047874,90.01053367,379.9126976,293.3029167,538.7221511
3045146,92.44325079,147.3130868,0,0
2249302,0,0,0,0
2732161,70.54879666,0,0,0
60217,97.30868504,0,81.47303243,119.7160336
748197,0,0,0,0
1099853,94.87596792,0,0,0
3374195,0,0,0,0
2775245,313.8205093,248.1062515,0,0
718286,143.5303104,232.5996108,293.3029167,0
449520,124.0685734,0,81.47303243,0
467262,114.3377049,0,0,0
88688,99.74140217,85.28652395,0,0
3047815,0,0,0,0
2743000,55.9524939,155.0664072,154.7987616,0
2867016,0,0,0,0
1813019,80.27966516,240.3529311,260.7137038,215.4888604
1324864,85.14509941,356.6527365,366.6286459,395.0629108
84022,126.5012906,0,0,0
1789226,0,0,0,0
1302308,0,0,0,0
1033854,0,0,0,0
1328,228.6754099,612.5123084,252.5664005,323.2332906
83453,82.71238229,162.8197275,81.47303243,155.6308436
1796616,128.9340077,0,0,0
3234028,128.9340077,193.833009,0,0
3082521,82.71238229,139.5597665,293.3029167,0
1922226,48.65434252,0,0,0
3022697,87.57781654,0,130.3568519,119.7160336
35703,145.9630276,162.8197275,0,0
1561924,63.25064528,100.7931647,0,0
2594269,724.9497036,0,146.6514584,0
1474,65.6833624,93.03984431,0,0
3388424,34.05803977,0,0,0
990268,104.6068364,85.28652395,0,167.602447
2789856,38.92347402,0,0,0
1892404,0,0,0,0
1637831,141.0975933,0,0,0
2126553,92.44325079,139.5597665,0,0
3342096,48.65434252,248.1062515,179.2406713,299.2900839
2590900,0,100.7931647,146.6514584,0
2975888,0,0,0,0
29559,29.19260551,85.28652395,105.9149422,155.6308436
2419773,55.9524939,0,0,0
1420917,58.38521103,0,0,0
1828,58.38521103,0,236.271794,0
1628248,177.5883502,441.9392605,423.6597686,407.0345141
3093871,128.9340077,0,0,143.6592403
