taxonomy_id,072023_Carolina_2023_Baya_052_DCYL_S9_S_filt.bracken_num,072023_Carolina_2023_Baya_053_MCAV_S3_S_filt.bracken_num,072023_Carolina_2023_Baya_055_MCAV_S4_S_filt.bracken_num,072023_Carolina_2023_Baya_057_SSID_S7_S_filt.bracken_num,072023_Carolina_2023_Baya_059_SSID_S8_S_filt.bracken_num,072023_Carolina_2023_Baya_061_SSID_S5_S_filt.bracken_num,072023_Carolina_2023_Baya_063_SSID_S6_S_filt.bracken_num,072023_Carolina_2023_Baya_065_DCYL_S1_S_filt.bracken_num,072023_Carolina_2023_Baya_066_DCYL_S2_S_filt.bracken_num,122021_Coralina_2021_Baya_001_DCYL_S24_S_filt.bracken_num,122021_Coralina_2021_Baya_003_MCAV_S27_S_filt.bracken_num,122021_Coralina_2021_Baya_005_MCAV_S28_S_filt.bracken_num,122021_Coralina_2021_Baya_007_MCAV_S29_S_filt.bracken_num,122021_Coralina_2021_Baya_009_DCYL_S25_S_filt.bracken_num,122021_Coralina_2021_Baya_010_DCYL_S26_S_filt.bracken_num,122021_Coralina_2021_Baya_013_DLAB_S43_S_filt.bracken_num,122021_Coralina_2021_Baya_015_DLAB_S44_S_filt.bracken_num,122021_Coralina_2021_Baya_017_MCAV_S30_S_filt.bracken_num,122021_Coralina_2021_Baya_019_SSID1_S46_S_filt.bracken_num,122021_Coralina_2021_Baya_021_SSID2_S36_S_filt.bracken_num,122021_Coralina_2021_Baya_023_MCAV_S31_S_filt.bracken_num,122021_Coralina_2021_Baya_025_MMEA_S22_S_filt.bracken_num,122021_Coralina_2021_Baya_027_PSTR4_S34_S_filt.bracken_num,122021_Coralina_2021_Baya_029_MMEA_S23_S_filt.bracken_num,122021_Coralina_2021_Baya_031_MMEA_S45_S_filt.bracken_num,122021_Coralina_2021_Baya_033_PSTR7_S35_S_filt.bracken_num,122021_Coralina_2021_Baya_035_PSTR_S32_S_filt.bracken_num,122021_Coralina_2021_Baya_037_PSTR_S33_S_filt.bracken_num
3125785,0,0,0,32,30,0,0,0,0,0,0,0,0,0,0,0,128,0,0,10,0,0,15,0,0,0,0,0
3230987,0,0,0,31,38,60,55,0,0,0,0,0,0,0,0,0,0,0,0,37,0,0,29,0,0,0,0,0
123899,0,0,0,31,40,51,83,0,38,32,0,0,0,0,0,0,0,0,17,0,0,0,15,0,0,0,0,0
66883,0,0,0,31,32,77,136,0,0,0,0,0,0,0,0,0,23,0,46,0,0,0,32,0,0,0,0,0
370524,0,0,0,31,46,64,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
1749,0,0,0,31,22,0,65,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,18,0,0,0,0,0
2447890,0,0,0,30,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56459,0,0,0,30,56,25,62,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0
33052,0,0,0,30,0,54,152,0,26,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,0,0,0,0
1855617,0,0,0,30,37,15,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,70,0,0,0,0,0
2565554,0,0,0,29,51,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0
261292,0,0,0,29,26,0,21,0,11,0,0,0,0,0,0,0,0,0,0,11,0,0,31,0,0,0,0,0
2590020,0,0,0,29,49,34,0,0,0,0,0,0,0,0,0,0,0,0,0,215,0,0,24,0,0,53,53,45
2903659,0,0,0,29,14,27,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,203,33
139021,0,0,0,29,17,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2920387,0,0,0,28,22,19,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
571124,0,0,0,28,37,18,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
2758442,0,0,0,28,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
2675523,0,0,0,28,36,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53431,0,0,0,28,51,107,117,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,71,0,0,0,0,0
2903584,0,0,0,28,28,28,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3100174,0,0,0,27,21,49,193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0
3017781,0,0,0,27,82,97,433,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,0,0
273677,0,0,0,27,17,14,68,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
2527691,0,0,0,26,0,18,51,0,0,0,0,0,0,0,0,0,104,0,0,39,0,0,11,0,0,16,0,11
451514,0,0,0,26,41,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
3081765,0,0,0,26,16,32,99,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,0
124798,0,0,0,26,19,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0
3049047,0,0,0,26,0,21,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2961599,0,0,0,26,24,26,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0
3122079,0,0,0,25,20,14,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
208216,0,0,0,25,36,82,99,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0,17,0,0,0,0,0
68212,0,0,0,25,26,38,73,0,0,0,0,0,0,0,0,28,173,0,0,0,0,0,19,0,0,0,0,0
1737425,0,0,0,25,41,17,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,0,0,0,0
2778058,0,0,0,24,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
2662363,0,0,0,24,18,22,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,19,0,0,0
2735868,0,0,0,24,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0
2976015,0,0,0,24,24,87,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
2975769,0,0,0,24,21,13,88,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0
3125779,0,0,0,24,32,18,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0
3415677,0,0,0,24,40,47,41,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,64,0,0,0,0,0
1881017,0,0,0,23,21,13,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,11,0,0
2878388,0,0,0,23,13,53,127,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,15,0,0,0,0,0
441501,0,0,0,23,0,0,34,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,23,0,0,0,0,0
2865832,0,0,0,23,0,32,98,0,0,0,0,0,0,0,0,0,51,0,0,23,0,0,0,0,0,12,0,0
33910,0,0,0,23,24,33,88,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0
2840457,0,0,0,23,22,52,134,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,20,0,0,0,0,0
566,0,0,0,22,37,39,65,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,13,0,0,0,21,0
1972068,0,0,0,22,30,39,201,0,0,0,0,0,0,0,0,0,34,0,0,10,0,0,0,0,0,0,0,0
2928154,0,0,0,22,17,0,0,16,28,0,0,0,0,0,0,0,89,0,0,28,0,0,44,0,0,0,0,0
2976809,0,0,0,22,39,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0
2903787,0,0,0,22,20,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
2116510,0,0,0,22,11,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2683590,0,0,0,22,22,65,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
2566013,0,0,0,22,0,21,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
3435883,0,0,0,22,21,20,82,0,17,0,0,0,0,0,0,0,80,0,0,31,0,0,109,0,0,0,0,0
35760,0,0,0,22,15,25,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1280380,0,0,0,22,18,22,30,0,0,17,0,0,38,0,0,25,17,0,155,13,0,13,40,0,0,0,0,0
3077930,0,0,0,22,24,21,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,25,20,0,0,0,0,0
1775910,0,0,0,21,0,102,125,0,0,0,0,0,0,0,0,0,18,0,26,0,0,0,0,0,18,0,0,0
656178,0,0,0,21,42,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0
68192,0,0,0,21,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2654190,0,0,0,21,29,44,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0
3039385,0,0,0,21,19,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3416666,0,0,0,21,0,12,63,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,19,0,0,0,0,0
99653,0,0,0,21,17,14,58,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,13,0,0,0,0,0
3396619,0,0,0,21,46,42,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,0,0,0,0
340268,0,0,0,20,17,57,97,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
2494234,0,0,0,20,37,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0
319501,0,0,0,20,26,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
2507582,0,0,0,20,41,0,40,18,25,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0
38012,0,0,0,20,25,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187,0,0,0,0,0
3422216,0,0,0,19,15,18,94,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,11,0,0
1849581,0,0,0,19,18,26,55,0,0,0,0,0,0,0,0,0,0,0,27,34,0,0,25,0,0,0,0,0
347534,0,0,0,19,26,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
2942908,0,0,0,19,26,18,16,0,0,0,0,0,0,0,23,0,0,0,15,0,0,0,16,0,0,0,0,0
3142977,0,0,0,19,27,0,60,0,0,0,0,0,0,0,0,0,0,0,63,0,0,0,20,0,0,0,0,0
3391614,0,0,0,19,18,36,133,0,18,0,0,0,0,0,0,0,13,0,17,0,0,0,0,0,0,0,0,0
83556,0,0,0,19,23,29,27,0,0,0,0,0,0,0,0,0,0,0,0,20,29,0,13,0,0,0,14,0
2975623,0,0,0,19,0,0,79,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2975672,0,0,0,19,0,0,29,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0
2810513,0,0,0,19,0,15,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3289775,0,0,0,19,21,15,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
84110,0,0,0,19,37,13,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0
1034015,0,0,0,19,25,42,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
3430798,0,0,0,19,44,23,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0
507626,0,0,0,18,13,29,48,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,15,12,12
2183934,0,0,0,18,15,0,32,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,18,0,0,0,0,0
3028314,0,0,0,18,14,38,64,0,0,0,0,0,0,0,0,0,12,0,0,14,0,0,0,0,0,0,0,0
2587808,0,0,0,18,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2697565,0,0,0,18,20,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0
3240027,0,0,0,18,0,31,120,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
2708082,0,0,0,18,17,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
2878391,0,0,0,18,23,40,56,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,11,0,0,0,0,0
3059856,0,0,0,18,16,24,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
3043441,0,0,0,17,22,0,37,0,0,0,0,0,0,0,0,0,72,0,0,0,0,0,10,0,0,0,0,0
2698682,0,0,0,17,16,0,66,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0,70,0,0,0,0,0
2069367,0,0,0,17,16,36,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0
3394356,0,0,0,17,11,24,28,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,15,0,0,0,0,0
2135430,0,0,0,17,0,20,96,0,0,0,0,0,0,0,0,0,13,0,0,16,0,0,0,0,0,0,0,20
67282,0,0,0,17,13,15,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3439530,0,0,0,17,21,21,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98668,0,0,0,17,16,30,63,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,37,36,0
2499145,0,0,0,17,19,19,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0
323415,0,0,0,16,21,46,107,0,13,0,0,0,0,0,0,0,15,0,0,0,0,0,11,0,0,0,0,0
3398208,0,0,0,16,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0
3113984,0,0,0,16,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2743470,0,0,0,16,32,38,127,0,22,0,0,0,0,0,0,0,0,0,0,22,0,0,24,0,0,20,12,0
3119007,0,0,0,16,19,43,254,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3132938,0,0,0,16,0,18,48,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
110319,0,0,0,16,14,31,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
433659,0,0,0,16,15,34,81,0,0,0,0,0,0,0,0,19,42,0,11,0,0,0,0,0,0,0,0,0
2843215,0,0,0,16,0,30,122,0,0,0,0,0,0,0,0,0,12,0,17,21,0,0,0,0,0,10,0,0
3432289,0,0,0,16,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0
2975049,0,0,0,15,25,18,35,0,0,0,0,0,0,0,0,0,33,0,0,21,0,0,0,0,0,0,0,0
2836161,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0
136992,0,0,0,15,11,15,67,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,0,0,0,0,0
1549855,0,0,0,15,19,25,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3036926,0,0,0,15,16,10,12,0,16,0,0,0,0,0,0,0,0,0,0,17,0,0,15,0,0,0,0,0
2047,0,0,0,15,29,31,1655,30,0,0,0,0,0,0,0,41,144,0,79,33,0,0,17,0,14,0,14,0
1772,0,0,0,15,13,27,98,0,32,0,0,0,0,0,0,0,0,0,20,22,0,0,19,0,0,0,0,0
860235,0,0,0,15,23,47,107,0,11,0,0,0,0,0,0,0,11,0,13,0,0,0,16,0,0,0,0,0
3428176,0,0,0,15,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2944234,0,0,0,14,0,25,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0
327160,0,0,0,14,15,46,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1957,0,0,0,14,12,26,64,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,19,0,0,0,0,0
2898796,0,0,0,14,13,50,88,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0
2678260,0,0,0,13,11,30,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2775403,0,0,0,13,26,56,102,0,11,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0
3039156,0,0,0,13,20,55,78,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,14,0,0,0,0,0
2653850,0,0,0,13,0,27,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1267766,0,0,0,13,0,20,56,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
1851544,0,0,0,13,17,28,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,11,0,0
748247,0,0,0,13,40,87,142,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,44,0,0,0,0,0
326320,0,0,0,13,23,20,31,28,41,0,0,0,0,23,13,0,0,0,0,0,0,0,26,0,0,0,0,0
2807512,0,0,0,13,11,28,182,0,14,0,0,0,0,0,0,0,40,0,19,72,0,0,19,0,0,0,0,0
2802971,0,0,0,13,12,40,222,0,11,0,0,13,0,0,0,0,18,0,37,0,0,0,11,0,0,0,0,0
3028710,0,0,0,13,18,14,33,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,12,0,0,0,0,0
1915,0,0,0,13,14,26,56,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
81468,0,0,0,13,15,0,0,0,0,0,0,0,0,0,0,0,176,0,28,22,0,0,35,0,0,0,0,0
2733904,0,0,0,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
116759,0,0,0,13,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0
3415679,0,0,0,12,12,15,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2952527,0,0,0,12,0,32,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318683,0,0,0,12,0,36,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0
2576930,0,0,0,12,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,38,0,0,0,0,0
1472345,0,0,0,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,26,0,0,0,0,0
2940300,0,0,0,12,24,32,24,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,27,0,0,13,0,0
152142,0,0,0,12,19,18,63,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,14,0,0,0,0,0
2690837,0,0,0,12,13,14,41,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,12,0,0,0,0,0
1985176,0,0,0,12,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29442,0,0,0,11,14,39,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0
3423910,0,0,0,11,11,38,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
34061,0,0,0,11,0,13,0,0,0,0,0,0,0,0,0,0,21,0,0,32,0,0,16,0,0,0,11,10
266951,0,0,0,11,0,22,43,0,0,0,0,0,0,0,0,12,54,0,0,12,0,0,0,0,0,17,0,0
234827,0,0,0,11,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,19,0,0,15,10,0
1509244,0,0,0,11,13,30,22,0,0,0,0,0,0,0,0,0,12,0,0,19,0,0,15,0,0,14,0,12
879,0,0,0,11,14,61,39,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,15,0,0,0,0,0
3020900,0,0,0,11,11,21,13,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,20,10,0,29,27,12
459472,0,0,0,11,16,33,30,0,0,0,0,0,0,0,0,0,113,0,16,29,0,27,15,0,13,25,24,0
2498135,0,0,0,11,21,35,92,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,177,0,0,0,0,0
1442557,0,0,0,11,25,14,14,25,34,12,0,0,0,25,0,0,46,0,11,23,0,0,16,0,0,0,24,0
3398776,0,0,0,11,27,10,0,0,0,0,0,0,0,0,0,0,61,0,0,46,0,0,32,0,0,27,0,0
353800,0,0,0,11,11,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2884876,0,0,0,11,12,0,35,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,13,0,0,0,0,0
3433590,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3060801,0,0,0,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2842348,0,0,0,10,0,21,40,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
2991500,0,0,0,10,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3400272,0,0,0,10,10,20,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1192162,0,0,0,10,0,22,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0
28123,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3040201,0,0,0,10,16,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71667,0,0,0,10,23,22,17,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,13,0,0,0,0,0
2927975,0,0,0,10,11,21,49,0,0,0,0,0,0,0,0,0,63,0,11,12,0,0,16,0,0,0,11,0
471827,0,0,0,10,11,0,20,0,0,16,0,0,0,0,19,0,0,0,11,0,0,0,37,0,0,0,0,0
2709403,0,0,0,10,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3038979,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0
3415223,0,0,0,10,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2975625,0,0,0,0,373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1141221,0,0,0,0,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2730851,0,0,0,0,131,361,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0
3133288,0,0,0,0,92,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
857252,0,0,0,0,81,58,121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3075825,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0
3243379,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2921631,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
664683,0,0,0,0,60,178,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0
2953988,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3066292,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0
2420313,0,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3243033,0,0,0,0,53,31,83,0,0,0,0,0,0,0,0,0,13,0,22,0,0,0,0,0,0,0,0,0
1921565,0,0,0,0,52,50,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0
3438963,0,0,0,0,52,46,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3151599,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,47,0
207340,0,0,0,0,51,149,190,0,0,0,0,0,0,0,0,0,0,0,29,26,0,0,24,0,0,0,0,0
363952,0,0,0,0,51,48,136,32,26,0,0,0,34,0,0,47,354,0,22,15,23,0,0,0,0,25,15,0
2921699,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0
3004095,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2855441,0,0,0,0,47,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0
2854261,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2954726,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2107999,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,49,0,0,85,0,0,0,0,0,20,0,29
2057791,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
595468,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0
2742129,0,0,0,0,39,32,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3143936,0,0,0,0,39,24,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0
3394334,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3243376,0,0,0,0,37,136,149,0,421,0,0,0,0,0,0,0,0,0,0,0,0,0,250,0,0,0,0,0
481743,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,0
2975990,0,0,0,0,37,31,49,0,24,0,0,0,0,0,0,0,34,0,0,0,0,0,114,0,0,0,0,0
2917725,0,0,0,0,37,97,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0
1652545,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419476,0,0,0,0,36,89,128,0,0,0,0,0,0,0,0,28,0,0,24,0,0,0,32,0,0,0,0,0
2975948,0,0,0,0,36,0,183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3133287,0,0,0,0,35,0,86,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2879149,0,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0
