taxonomy_id,072023_Carolina_2023_Baya_052_DCYL_S9_S_filt.bracken_num,072023_Carolina_2023_Baya_053_MCAV_S3_S_filt.bracken_num,072023_Carolina_2023_Baya_055_MCAV_S4_S_filt.bracken_num,072023_Carolina_2023_Baya_057_SSID_S7_S_filt.bracken_num,072023_Carolina_2023_Baya_059_SSID_S8_S_filt.bracken_num,072023_Carolina_2023_Baya_061_SSID_S5_S_filt.bracken_num,072023_Carolina_2023_Baya_063_SSID_S6_S_filt.bracken_num,072023_Carolina_2023_Baya_065_DCYL_S1_S_filt.bracken_num,072023_Carolina_2023_Baya_066_DCYL_S2_S_filt.bracken_num,122021_Coralina_2021_Baya_001_DCYL_S24_S_filt.bracken_num,122021_Coralina_2021_Baya_003_MCAV_S27_S_filt.bracken_num,122021_Coralina_2021_Baya_005_MCAV_S28_S_filt.bracken_num,122021_Coralina_2021_Baya_007_MCAV_S29_S_filt.bracken_num,122021_Coralina_2021_Baya_009_DCYL_S25_S_filt.bracken_num,122021_Coralina_2021_Baya_010_DCYL_S26_S_filt.bracken_num,122021_Coralina_2021_Baya_013_DLAB_S43_S_filt.bracken_num,122021_Coralina_2021_Baya_015_DLAB_S44_S_filt.bracken_num,122021_Coralina_2021_Baya_017_MCAV_S30_S_filt.bracken_num,122021_Coralina_2021_Baya_019_SSID1_S46_S_filt.bracken_num,122021_Coralina_2021_Baya_021_SSID2_S36_S_filt.bracken_num,122021_Coralina_2021_Baya_023_MCAV_S31_S_filt.bracken_num,122021_Coralina_2021_Baya_025_MMEA_S22_S_filt.bracken_num,122021_Coralina_2021_Baya_027_PSTR4_S34_S_filt.bracken_num,122021_Coralina_2021_Baya_029_MMEA_S23_S_filt.bracken_num,122021_Coralina_2021_Baya_031_MMEA_S45_S_filt.bracken_num,122021_Coralina_2021_Baya_033_PSTR7_S35_S_filt.bracken_num,122021_Coralina_2021_Baya_035_PSTR_S32_S_filt.bracken_num,122021_Coralina_2021_Baya_037_PSTR_S33_S_filt.bracken_num
669,257,0,144,76,91,351,242,39,78,56,0,47,66,27,25,65,144,29,0,287,41,130,166,0,60,111,80,56
2686077,257,10,57,39,74,85,158,25,40,28,15,0,44,0,0,14,163,0,0,173,16,69,144,42,16,49,48,38
379064,257,24,43,32,63,78,123,29,61,28,23,22,49,0,12,44,342,19,31,147,29,0,157,10,35,60,71,34
35703,256,67,77,0,0,0,50,0,0,0,0,0,0,0,0,32,182,0,0,41,0,0,60,0,0,21,0,0
459529,256,0,0,39,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,0,0,102,0,0,0,45,0
1524460,256,11,23,14,18,21,90,0,0,0,0,0,0,0,0,0,37,0,0,0,0,0,39,0,0,0,0,0
315405,256,96,219,0,30,0,0,0,0,0,0,100,0,0,0,0,0,0,0,91,92,0,34,0,0,67,21,20
656519,256,0,13,17,13,13,10,14,29,10,13,0,29,0,0,0,23,0,0,60,24,0,55,20,13,0,0,0
2787629,255,0,57,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0
51049,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,34
2654325,255,63,72,13,32,24,48,22,34,0,22,29,30,0,0,16,117,17,0,173,17,13,52,0,12,80,64,37
2042961,255,50,56,0,21,17,10,0,0,0,0,10,67,0,0,0,10,11,0,10,0,17,21,0,0,18,14,10
1605,255,28,28,0,0,0,0,42,43,26,0,0,0,16,0,0,17,0,0,17,0,0,0,0,0,0,0,0
33945,255,38,82,23,35,0,0,0,0,0,0,23,21,0,0,32,213,18,0,39,0,13,61,0,0,19,14,15
1507512,255,17,64,20,19,12,23,38,37,27,10,0,19,13,14,164,2094,0,15,139,0,18,112,10,0,34,64,33
3418417,255,42,29,0,0,34,43,0,0,0,0,0,0,0,0,0,19,0,0,14,0,0,0,0,0,0,0,0
40410,255,48,63,31,41,70,59,36,42,30,33,22,22,32,20,25,246,0,144,80,36,44,116,24,59,34,61,36
882626,254,17,39,10,17,35,40,13,12,10,15,0,17,0,0,10,29,13,0,91,17,12,37,0,0,17,14,0
738,254,27,44,11,17,41,37,108,275,134,0,17,0,138,94,12,175,0,0,45,0,29,129,19,29,17,36,13
2745563,254,87,125,0,0,83,80,0,0,0,44,33,37,0,0,0,0,35,0,0,48,0,0,0,0,0,0,0
198,254,0,17,27,41,34,21,0,15,0,0,0,0,0,0,0,80,0,0,75,0,24,78,12,15,21,11,12
57863,254,111,107,0,0,0,0,0,0,0,44,38,77,0,0,0,0,45,0,0,55,0,49,0,0,0,0,0
1286,254,35,81,131,216,271,226,44,43,0,20,27,0,19,0,0,60,13,29,71,16,14,803,0,16,45,26,37
200991,254,69,110,0,0,0,32,0,0,0,37,27,38,0,0,0,50,32,0,59,46,0,0,0,0,0,0,0
1303,254,48,55,62,79,121,5206,54,46,81,0,0,34,23,0,18,164,0,174,184,19,28,648,45,36,57,68,55
1304,254,29,49,17,29,52,275,53,97,46,0,27,89,29,0,57,419,0,26,157,29,37,95,0,33,38,27,38
158847,254,33,61,0,21,12,19,0,0,0,0,12,36,0,0,17,69,0,0,81,0,0,32,12,25,30,12,14
2951803,254,20,39,0,0,18,18,0,16,0,0,0,21,0,0,0,39,0,187,84,0,13,42,0,16,25,14,11
750,253,0,16,12,12,26,51,42,64,27,0,0,31,20,0,20,216,0,0,160,11,39,67,15,45,74,56,78
3151764,253,18,53,0,0,21,34,0,13,0,0,18,34,0,0,0,117,13,0,70,21,0,20,0,0,0,16,11
2049305,253,44,95,14,19,22,68,0,21,24,0,23,86,0,20,13,109,15,0,54,44,18,45,14,10,23,42,23
1609531,253,0,97,0,0,0,0,0,0,0,0,0,121,0,0,0,0,0,0,0,104,0,89,0,0,52,0,43
1983719,253,41,52,11,36,33,18,14,26,0,0,12,20,0,0,16,20,0,0,88,24,0,50,0,0,27,47,30
1737571,253,18,44,24,22,25,19,11,14,0,10,0,15,0,0,0,0,10,0,142,16,28,38,0,16,45,28,28
1515,253,18,32,51,96,81,59,13,22,0,16,0,29,0,0,12,68,0,11,114,19,0,92,0,0,18,22,13
460519,253,25,26,34,51,29,16,31,35,12,14,0,18,19,0,10,16,19,0,93,12,14,125,0,22,37,32,22
1080223,252,13,760,18,31,28,19,22,24,0,0,0,0,25,11,36,251,0,0,150,13,20,33,19,18,33,35,20
691,251,17,104,26,38,76,99,0,49,0,0,0,19,0,0,0,158,0,23,64,0,0,136,0,0,53,43,28
5679,251,0,0,19,27,21,29,0,0,14,0,0,0,0,0,24,214,0,37,150,0,0,114,0,0,76,53,52
158849,250,58,105,0,17,59,73,18,36,0,19,37,35,28,0,0,94,0,17,54,44,0,44,0,0,48,47,49
1737490,250,0,22,20,34,0,28,0,12,0,0,0,0,0,0,19,90,0,0,122,20,0,32,12,15,67,29,16
2589888,250,0,0,0,0,20,53,20,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0
2713573,250,15,14,10,19,20,22,28,39,0,0,0,14,14,0,0,10,0,0,66,30,0,38,42,12,41,18,32
3137178,250,31,29,46,91,51,32,0,0,0,0,0,53,0,0,0,75,0,0,63,33,0,58,0,0,25,27,0
2954672,250,0,13,11,14,32,20,0,0,0,0,0,0,0,0,0,51,0,0,29,0,42,51,30,36,0,0,0
1936,250,57,36,0,0,0,86,0,0,0,41,50,0,0,0,0,0,36,0,23,0,0,0,0,0,0,0,0
196914,250,0,0,0,0,30,108,0,12,0,0,0,0,0,0,0,0,0,13,0,0,0,37,0,0,0,0,0
3440143,250,13,41,20,24,135,102,0,63,0,13,11,18,0,0,15,158,26,163,89,13,0,85,0,0,27,34,31
446679,250,37,48,22,21,143,145,0,74,18,14,25,14,0,0,19,230,14,100,73,0,13,117,13,21,29,28,18
5866,250,57,91,0,14,44,29,0,14,0,22,16,96,0,0,0,27,15,0,46,11,15,68,0,0,14,33,19
2930213,249,12,13,0,11,27,23,0,21,0,0,0,50,0,0,0,48,0,0,55,32,0,28,0,12,11,11,0
1855875,249,51,51,0,0,12,74,0,0,0,21,21,92,0,0,0,0,15,0,0,68,0,0,0,0,0,0,0
2994319,249,58,89,17,40,30,33,0,24,0,17,30,21,0,0,38,103,23,0,83,24,16,85,0,0,29,19,37
373,248,47,81,91,106,273,361,0,49,28,0,20,22,0,0,0,54,0,28,51,19,0,123,32,26,14,16,0
2488810,248,0,36,39,49,64,55,41,40,17,0,0,32,19,0,0,17,0,0,145,0,0,88,0,0,61,72,40
381046,248,24,49,20,32,38,25,13,22,10,0,0,29,13,0,13,33,14,0,101,21,15,35,0,0,34,22,11
190893,247,16,195,57,91,36,78,67,75,36,0,33,26,35,0,87,425,0,0,181,0,24,133,0,30,56,48,35
3344876,247,42,62,25,58,50,40,25,36,12,20,26,34,13,0,0,20,0,0,96,35,0,92,0,31,16,11,12
2995161,247,0,16,0,0,10,17,0,29,0,0,0,0,0,0,0,83,0,0,34,0,10,101,0,0,0,16,0
195,247,0,0,65,75,51,47,44,39,52,0,0,0,0,0,43,54,0,0,39,0,0,99,0,0,48,38,40
3058398,247,28,34,0,12,0,12,0,0,0,0,13,25,0,0,0,0,0,22,34,17,0,20,0,0,27,19,0
3375704,247,36,62,39,32,0,0,0,0,0,0,14,27,23,0,0,0,0,0,39,0,0,58,0,0,14,0,0
28172,246,0,40,0,0,17,36,0,0,0,0,0,0,0,0,0,12,0,0,36,0,21,20,0,0,14,16,16
2010992,246,34,72,20,21,71,58,0,16,12,13,12,35,0,0,16,251,47,0,39,39,0,72,0,0,36,16,13
2672567,246,28,38,23,49,16,18,10,19,0,0,16,28,0,0,14,46,0,0,50,24,15,113,11,25,33,36,22
3070677,246,27,45,29,40,12,24,48,50,0,11,0,54,16,21,0,0,14,0,52,43,25,51,12,19,10,11,10
2499688,246,55,58,0,0,21,18,0,0,0,22,17,90,0,0,16,98,26,0,75,35,28,72,0,22,39,45,53
549687,246,31,70,0,0,18,14,11,14,0,0,16,38,0,0,23,347,18,0,149,22,13,49,0,0,130,67,45
489910,246,24,20,0,0,0,0,0,0,0,0,0,18,0,0,15,116,0,0,29,0,0,27,14,11,19,22,27
392416,246,27,30,0,0,0,13,21,19,0,0,24,0,0,0,20,196,16,0,24,14,0,59,0,0,22,0,14
58343,246,37,47,17,41,185,484,30,70,78,0,35,35,0,0,44,28,0,49,85,18,0,122,0,0,43,0,0
87791,245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1493872,245,95,48,46,56,41,58,17,14,0,0,123,77,0,0,18,151,15,0,97,43,0,89,0,21,64,49,23
1742359,245,31,42,14,28,35,49,13,19,0,33,13,148,0,0,13,82,40,0,103,15,0,370,0,0,126,111,74
2665645,244,42,59,0,14,30,48,0,0,0,17,18,74,0,0,0,31,15,0,61,10,0,93,0,15,23,32,22
76832,244,50,62,38,71,0,0,0,0,0,23,0,83,0,0,0,247,0,0,89,0,0,43,0,0,55,34,50
3141462,244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2552947,244,14,33,0,0,21,17,0,0,0,0,0,43,0,0,0,0,0,0,42,30,0,20,0,0,16,10,0
746691,244,15,11,11,28,19,0,0,18,0,0,0,0,0,0,0,14,0,0,63,0,0,71,0,15,19,21,0
1906,244,69,83,0,0,85,237,0,0,0,41,74,67,0,0,0,77,0,46,44,40,0,43,0,0,25,26,0
339,243,20,41,108,126,262,492,0,30,0,0,0,0,0,0,92,464,0,25,141,0,0,177,0,0,121,110,98
3455945,243,0,0,0,0,169,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0
152682,243,0,0,0,0,75,189,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0
1382466,243,47,84,55,87,39,83,37,84,34,15,26,71,39,19,19,115,18,0,57,52,0,114,0,12,0,10,0
248906,243,47,53,0,16,31,89,14,25,10,10,19,10,0,0,0,97,19,0,31,0,20,72,0,0,18,0,0
2703787,243,32,54,39,55,33,23,0,12,16,0,20,51,0,0,25,319,25,0,12,29,0,54,0,0,0,0,0
2877527,243,0,0,34,35,48,31,0,37,0,0,0,16,0,0,0,0,0,0,50,0,0,68,0,0,20,14,0
3109366,243,33,83,0,21,26,18,0,0,0,0,15,43,0,0,34,88,13,0,85,23,0,46,0,0,55,26,29
135577,242,44,92,19,35,0,53,0,22,0,0,19,29,0,0,19,93,20,0,59,0,0,121,0,0,0,32,0
1660076,242,56,86,0,12,30,25,41,28,0,17,27,13,0,0,0,0,16,0,32,12,13,43,0,0,14,0,16
65058,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,35,0,0,0,0,0
1028416,241,26,32,0,0,13,14,0,13,0,0,23,14,0,0,0,0,12,0,37,13,0,47,0,0,33,17,25
454,241,16,23,14,22,19,26,17,24,0,0,12,17,0,23,0,86,0,0,60,0,0,68,0,13,33,10,11
213,241,20,31,12,17,23,30,0,0,0,0,11,28,0,0,0,30,12,0,46,11,22,53,11,12,54,29,24
97138,241,0,31,12,25,47,38,0,0,0,0,0,24,0,0,0,52,0,0,108,22,13,47,0,11,37,19,13
216932,241,0,11,0,17,29,29,0,0,0,0,0,27,0,0,0,67,0,0,48,0,0,33,0,0,49,25,22
28087,240,34,35,0,0,35,30,19,29,12,15,23,37,0,0,10,105,0,0,238,27,16,68,0,20,26,26,11
263,240,0,0,16,36,82,38,0,0,0,0,0,0,0,0,75,111,0,0,116,0,63,135,0,0,60,57,25
255507,240,0,230,21,32,33,29,25,29,0,0,0,20,0,0,25,244,0,15,101,14,14,144,27,157,71,56,39
3387407,240,0,11,0,16,14,0,0,0,0,0,0,10,0,0,13,20,0,0,25,10,0,40,0,0,0,0,0
1723361,240,36,114,16,26,43,42,0,25,0,27,13,30,0,0,12,50,0,0,61,40,0,58,0,0,26,32,17
39488,240,72,121,19,41,67,52,36,16,0,0,0,38,0,0,0,46,0,0,82,48,36,174,20,26,0,44,38
116718,239,11,10,17,27,0,13,0,12,0,0,0,0,0,0,0,34,0,0,75,0,0,31,0,0,30,26,18
44009,239,28,40,0,0,0,0,0,0,0,0,0,44,0,0,0,0,12,0,0,13,0,24,0,0,0,0,0
1424294,239,24,56,10,29,37,41,0,10,0,0,0,37,0,0,0,12,0,0,52,26,101,376,12,24,33,10,11
61435,239,17,38,0,0,0,19,0,0,0,14,14,16,0,0,0,19,0,0,0,14,0,55,0,0,0,0,0
158877,238,0,0,0,0,0,34,0,0,0,0,0,0,0,0,13,50,0,0,10,0,0,16,0,0,0,0,0
645,238,0,31,14,0,80,1843,0,13,0,0,0,0,0,0,0,18,0,18,15,0,0,29,0,0,0,10,0
1888890,238,0,14,0,0,0,50,0,29,0,0,0,19,0,0,20,87,0,0,76,0,0,0,0,0,38,37,19
574376,238,35,64,0,28,60,51,0,0,0,15,26,27,0,0,0,0,29,11,30,24,0,259,0,0,18,12,35
2975934,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165435,237,49,40,21,20,55,43,22,32,0,0,19,0,16,0,0,47,0,0,105,0,13,74,0,0,58,31,23
2818493,237,53,92,23,26,46,58,38,76,0,0,20,35,12,0,0,138,0,0,138,16,0,77,0,0,33,32,21
2708117,237,0,0,0,0,48,34,0,0,0,0,0,0,0,0,0,36,0,0,39,0,0,55,0,0,0,0,0
2745197,237,33,55,0,24,19,38,10,19,0,14,0,64,0,0,0,100,15,0,49,30,0,23,0,13,25,14,14
56146,237,0,11,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,20,0,17
28262,237,14,23,0,0,20,14,0,12,0,0,12,38,0,0,0,18,14,0,71,32,0,64,0,0,12,10,0
2026193,237,36,47,0,14,0,0,0,0,0,0,16,13,0,0,0,0,13,0,46,0,0,102,0,0,0,13,12
29378,237,45,104,12,17,55,38,13,30,0,28,32,118,0,0,24,156,26,0,33,56,0,89,0,0,35,0,14
1597,237,41,31,0,34,147,89,32,38,0,0,15,44,19,0,0,61,0,11,194,29,48,102,20,24,71,61,44
1982626,237,45,65,24,32,41,37,0,0,0,0,20,0,0,0,22,232,0,0,113,20,15,104,0,0,31,23,11
907,237,67,71,0,0,14,0,0,0,0,0,0,16,0,0,0,0,12,0,65,0,0,111,0,0,0,0,0
2903889,237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37329,237,0,0,0,0,69,164,15,0,0,0,0,0,0,0,0,0,0,20,25,0,18,37,0,0,0,0,0
200415,237,0,0,0,0,14,11,10,0,0,0,0,12,0,10,56,612,0,0,75,10,0,57,0,0,37,17,13
754423,236,70,126,17,41,59,83,10,56,17,22,30,43,15,0,24,268,16,0,60,25,19,112,0,23,28,11,0
984,236,36,49,18,43,19,22,0,0,0,0,21,0,0,0,0,35,0,0,23,0,16,46,16,0,0,11,15
1421,236,50,82,112,78,188,189,55,76,34,0,0,63,29,0,49,239,25,36,119,55,44,161,33,33,114,109,63
2419841,236,41,81,0,47,0,0,56,64,0,23,39,65,25,18,21,72,13,0,95,69,0,24,0,27,0,25,0
1076,235,53,132,48,63,489,846,33,76,40,11,30,47,15,11,35,94,10,96,55,15,12,84,16,38,33,21,27
1177574,235,19,25,0,0,21,82,32,42,55,0,0,16,24,24,14,84,0,29,58,0,0,17,0,16,0,16,19
2714927,235,35,64,0,0,0,0,0,0,0,19,14,109,0,0,0,138,17,0,71,82,0,33,0,0,36,19,19
575378,235,33,52,22,33,31,34,14,29,0,0,10,36,11,0,11,88,13,0,39,30,0,120,0,0,19,25,21
39486,235,16,29,13,31,35,46,0,0,0,0,0,0,0,0,23,126,0,0,84,0,0,100,0,0,49,42,22
2183896,234,19,41,52,60,41,38,0,25,0,34,0,65,0,0,0,18,25,56,92,47,19,116,0,20,40,23,29
28188,234,30,52,23,26,44,44,19,16,17,0,0,18,0,0,0,43,19,12,99,10,27,53,40,33,27,39,16
689904,234,18,41,0,0,0,0,0,0,0,21,11,53,0,0,10,113,11,0,63,33,0,81,0,0,30,29,18
747522,234,0,0,0,14,60,64,0,55,0,0,0,0,0,0,0,25,0,113,33,0,0,41,0,0,0,0,0
2845508,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1404443,233,0,0,0,22,38,101,0,0,21,35,23,34,17,35,484,1742,24,920,103,0,37,100,72,370,32,219,95
2520506,233,0,17,16,24,31,42,0,0,0,0,0,29,0,0,15,143,0,45,60,28,0,55,0,11,27,27,13
999,233,50,61,26,32,31,32,16,34,0,0,12,22,17,0,0,210,0,15,116,16,33,143,18,0,52,51,35
1315211,233,34,348,17,15,15,16,12,29,0,15,25,24,0,0,0,16,29,0,100,23,0,52,0,0,30,31,26
2745198,233,44,66,0,0,0,0,28,46,0,0,0,65,22,0,0,47,0,0,0,0,0,135,0,0,0,0,0
2068654,233,14,25,13,27,95,90,0,0,0,0,0,30,0,10,0,116,0,1646,71,0,13,60,0,15,36,33,16
853,233,59,82,20,42,57,135,34,41,0,0,27,0,0,0,0,141,0,36,155,0,0,210,0,17,37,26,19
638,232,0,23,0,0,29,26,12,0,0,23,0,0,0,0,105,564,0,0,74,13,24,46,0,17,18,0,36
3367288,232,14,13,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,24,0,0,11,0,0,0,0,0
596095,232,30,31,0,0,11,13,0,0,0,0,0,39,0,0,0,0,11,0,0,45,0,0,0,0,0,0,0
3141581,232,52,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2583587,232,26,46,0,16,10,70,0,0,0,0,16,27,0,0,0,70,0,0,15,0,0,20,0,0,0,0,0
2070463,232,36,44,23,42,29,15,0,0,0,17,15,11,0,0,26,55,0,0,41,0,44,216,17,50,35,25,22
3070678,232,22,43,14,21,27,11,0,0,0,10,25,36,0,0,0,30,26,0,56,42,0,32,15,0,14,23,0
2966586,232,0,0,0,0,16,18,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,17,0,0,0,0,0
1640,232,17,29,20,22,20,30,11,14,0,0,12,16,0,0,0,0,0,0,51,32,0,15,0,0,11,0,11
1328,232,0,0,0,0,30,61,0,0,0,0,0,0,0,0,0,0,0,88,106,0,0,94,0,0,79,31,27
587753,231,32,68,693,619,622,956,27,64,91,0,44,128,0,0,56,281,0,48,157,0,253,1109,192,148,99,75,56
3423948,231,0,15,15,37,0,15,0,0,0,0,0,0,0,0,14,18,0,0,212,0,0,94,0,39,47,68,42
29533,231,0,0,26,25,46,48,18,34,0,0,0,0,0,0,12,20,0,0,47,0,0,104,0,0,33,32,29
326329,231,17,36,25,26,21,41,18,78,22,0,16,0,18,0,23,112,0,0,38,0,0,43,0,0,43,28,19
1566358,231,23,29,41,46,22,15,0,0,0,13,0,12,0,0,0,109,10,0,55,11,11,23,0,0,0,16,10
1653478,231,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54291,230,74,113,0,96,0,117,0,0,0,25,0,49,0,0,0,0,0,0,64,38,99,124,0,0,44,38,0
3003623,230,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67,100,0,0,0,0,0
328515,230,0,12,19,40,71,79,0,19,0,0,0,18,0,0,17,100,0,0,42,38,13,109,16,29,36,24,26
3045158,230,16,51,15,18,20,54,0,11,0,11,15,31,0,0,0,47,12,0,121,0,0,65,0,0,62,36,24
2719912,230,0,51,0,0,0,60,0,0,0,0,0,0,0,0,0,119,0,0,24,0,0,27,0,0,0,0,0
1912897,230,0,20,0,15,0,0,0,0,0,0,0,14,0,0,0,0,0,0,76,12,0,44,0,0,16,27,11
39441,230,20,37,21,48,15,11,0,0,0,0,0,20,0,0,12,21,10,0,22,13,0,46,0,0,12,12,11
290110,229,0,26,32,38,30,21,0,0,0,0,0,0,0,0,0,20,0,0,22,0,0,63,0,0,0,0,0
29497,229,0,47,37,80,50,58,0,31,23,0,0,0,0,0,24,125,0,0,89,0,26,54,0,0,106,60,27
1774273,229,63,103,12,18,22,51,50,60,0,21,26,94,18,0,12,47,35,0,37,55,14,107,0,20,20,31,38
202747,229,58,71,0,0,23,14,0,0,0,28,21,53,0,0,0,64,32,46,10,31,0,51,0,41,0,0,0
97084,229,14,27,15,36,61,47,28,32,13,0,11,14,0,0,28,163,0,0,126,14,0,56,0,14,29,27,20
1604,229,25,69,0,0,85,70,27,26,35,27,26,48,0,0,0,0,39,0,106,0,0,99,0,85,22,22,12
357441,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,0,78,53,0,0,0,0,0
236753,229,0,18,24,38,11,0,0,0,0,0,0,0,0,0,0,0,0,0,54,11,0,33,0,0,0,0,12
46163,229,0,0,0,0,34,93,0,0,0,0,0,29,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
2546366,229,43,39,34,45,138,387,0,29,13,0,32,11,0,0,23,189,23,70,25,0,0,20,12,0,13,18,0
43658,228,34,79,17,28,57,103,21,53,26,33,21,11,10,0,18,69,34,15,80,0,212,72,37,235,15,28,20
2739062,228,48,70,0,0,28,37,63,86,14,14,18,16,41,13,19,67,12,0,112,12,13,101,0,28,55,47,25
2772483,228,25,59,21,34,37,62,21,27,0,19,0,32,14,0,0,28,10,0,74,34,13,71,13,0,28,37,13
45656,228,57,94,16,29,52,61,0,12,13,17,21,31,0,0,0,77,20,0,107,22,11,117,0,11,45,35,18
2976982,228,46,47,0,19,18,22,78,86,34,0,18,10,37,25,0,39,0,0,71,28,33,68,0,16,28,10,0
1581038,228,16,28,0,0,12,11,18,28,0,0,0,44,0,0,0,12,0,0,57,17,20,29,0,14,19,16,14
1336,228,38,56,31,40,24,28,15,17,0,0,24,28,14,0,0,48,0,0,72,28,14,108,0,13,27,14,10
2934315,228,21,45,0,0,20,29,0,0,0,18,14,39,0,0,11,27,15,18,69,0,147,170,21,190,55,51,19
39664,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,17,0,0,0,0,0,0,0,0
2827233,227,0,0,21,29,0,0,0,0,0,0,0,12,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0
1945658,227,0,0,0,73,0,0,0,41,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0
3391574,227,10,35,0,14,0,61,0,47,0,0,0,11,0,0,0,28,10,0,48,16,11,42,18,0,14,14,0
28135,227,28,24,0,0,0,17,0,0,0,0,0,0,0,0,0,14,0,14,43,14,0,44,0,0,10,12,0
290335,227,0,10,20,28,0,0,0,0,0,0,0,0,0,0,25,270,0,0,98,0,0,47,0,0,54,14,33
2583452,227,35,60,28,41,0,0,27,29,0,13,0,17,17,19,25,134,19,0,126,16,160,44,24,238,58,21,21
3134896,227,66,62,14,68,132,76,0,67,0,26,27,83,0,0,0,26,39,31,48,79,17,65,19,19,21,17,0
1639133,226,33,101,0,37,69,145,0,38,0,0,47,23,0,0,0,0,0,0,105,0,71,113,0,68,61,35,99
2986823,226,20,38,0,0,21,30,50,75,23,0,11,27,29,28,0,247,0,0,35,17,0,46,0,0,21,29,17
2126553,226,15,25,0,0,13,60,17,20,0,0,0,18,12,0,0,58,0,0,194,0,0,38,0,0,18,0,0
191579,226,149,192,17,25,38,47,37,53,0,36,80,70,10,0,0,0,56,0,49,25,20,50,0,11,21,15,0
674529,226,34,53,0,23,22,32,0,0,0,19,0,0,0,0,0,0,16,58,54,33,0,56,21,0,15,21,0
279826,226,37,33,0,17,20,34,0,10,0,10,13,24,0,0,0,0,0,0,23,11,0,47,0,12,21,24,18
44250,226,0,0,15,29,41,27,0,12,0,0,0,82,0,0,0,21,0,0,37,0,0,31,0,0,11,15,0
101070,226,12,29,51,65,37,27,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,62,0,0,41,32,13
1816218,225,17,26,23,43,54,40,17,29,0,0,0,0,13,0,0,13,0,0,139,0,0,76,0,0,110,96,49
781,225,20,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3077926,225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,119,0,0,143,0,0,0,71,0
3342640,225,0,30,0,0,63,112,16,25,23,0,0,0,0,0,0,0,0,15,0,0,0,45,0,0,0,0,0
104268,225,69,91,51,104,74,110,0,29,0,21,24,48,0,0,0,22,0,0,67,36,110,93,31,211,46,42,16
1807691,225,18,31,0,14,39,55,15,35,0,0,0,13,0,0,0,86,12,0,21,0,0,50,0,0,45,30,16
1580,225,0,12,24,44,17,14,24,43,0,0,0,0,12,0,0,16,0,0,174,0,0,69,0,0,55,52,48
2562282,224,0,15,0,12,19,40,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,222,0,0,0,0,0
28251,224,24,47,36,56,51,77,19,38,18,0,0,35,0,20,0,32,0,0,109,24,21,63,12,0,15,22,18
336810,224,10,0,19,31,20,36,15,21,17,0,0,0,0,0,15,46,52,0,92,24,16,46,0,0,55,39,34
1398,224,0,0,36,54,62,53,87,87,0,0,0,0,38,0,0,0,0,0,220,0,0,114,0,0,65,41,0
72026,224,0,42,0,18,24,21,18,33,14,0,0,35,12,0,0,43,21,11,60,19,18,53,18,16,17,24,0
996801,223,23,47,15,18,25,47,65,107,14,0,0,34,38,42,21,143,0,0,97,20,21,95,12,11,35,19,17
2781961,223,0,38,16,26,47,60,24,35,0,0,0,0,19,0,0,81,0,23,69,0,0,73,0,0,17,12,16
28199,223,0,303,35,35,61,45,12,18,0,0,0,0,19,0,0,68,0,0,51,0,31,59,0,52,19,16,28
