,072023_Carolina_2023_Baya_053_MCAV_S3,072023_Carolina_2023_Baya_055_MCAV_S4,122021_Coralina_2021_Baya_003_MCAV_S27,122021_Coralina_2021_Baya_005_MCAV_S28,122021_Coralina_2021_Baya_007_MCAV_S29,122021_Coralina_2021_Baya_017_MCAV_S30,122021_Coralina_2021_Baya_023_MCAV_S31
485898,0,0,0,0,0,0,0
2714941,0,0,0,0,0,0,0
3049543,0,47.10810586,0,0,0,0,0
3382192,0,0,0,0,0,0,0
2739433,0,39.86070495,0,0,0,0,0
2978392,0,0,0,0,0,0,0
187491,0,0,0,0,0,0,0
945844,0,0,0,0,0,0,0
3238798,0,0,0,0,0,0,0
3058394,0,0,0,0,0,0,0
2903643,0,0,0,0,0,0,0
3133285,0,0,0,0,0,0,0
2004644,0,0,0,0,0,0,0
1819725,0,0,0,0,0,0,0
3233335,0,79.72140991,0,0,0,0,0
2575923,0,0,0,0,0,0,0
2698684,0,0,0,0,0,0,0
54297,0,0,0,0,0,0,0
1849967,0,0,0,0,0,0,0
699041,0,0,0,0,0,0,0
1670831,0,0,0,0,0,0,0
1792846,0,0,0,0,0,0,0
475662,0,39.86070495,0,0,0,0,0
2678259,0,0,0,0,0,0,226.4915132
2937800,0,0,0,0,0,0,0
35768,0,0,0,0,0,0,0
1432056,0,0,0,0,0,0,0
47878,0,0,0,0,0,0,0
2921379,0,0,0,0,0,0,0
1854057,0,0,0,0,0,0,0
2587844,0,0,0,0,0,0,0
1216297,0,0,0,0,0,0,0
1690220,0,0,0,0,0,0,0
50339,0,0,0,0,0,0,0
2509457,0,0,0,0,0,0,0
2567934,0,0,0,0,0,0,0
68278,0,0,0,0,0,0,0
1429914,0,0,0,0,0,0,0
2058133,0,199.3035248,0,0,0,0,0
2675772,0,0,0,0,0,0,0
1938607,0,0,0,0,0,0,0
3236805,0,0,0,0,0,0,0
129958,0,0,0,0,0,0,0
618,0,36.2370045,0,0,95.47367964,0,0
370405,0,0,0,0,0,0,0
2714937,0,0,0,0,0,0,0
1325564,0,0,0,0,0,0,0
2742602,0,0,0,0,0,0,0
3139329,0,0,0,0,0,0,0
3427229,0,0,0,0,0,0,0
76862,0,0,0,0,0,0,0
134536,0,47.10810586,0,0,0,0,0
1545835,0,0,0,0,0,0,0
1704044,92.40513773,39.86070495,0,0,0,0,0
2734193,0,0,0,0,0,0,0
2903704,0,0,0,0,0,0,0
391905,0,0,0,0,0,0,0
3040201,0,0,0,0,0,0,0
29468,0,0,0,0,0,0,0
3096079,0,170.3139212,0,0,0,0,0
1884907,0,0,0,0,0,0,0
886343,0,0,0,0,0,0,0
1756988,0,0,0,0,0,0,0
47879,0,0,0,0,95.47367964,0,0
2026194,0,57.97920721,0,0,0,0,0
700274,0,0,0,0,0,0,0
3108822,0,0,0,0,0,0,0
631362,0,61.60290766,0,0,0,0,0
2710756,0,0,0,0,0,0,0
2493681,0,0,0,0,0,0,0
2857060,0,0,0,0,0,0,0
2952527,0,0,0,0,0,0,0
2985511,0,0,0,0,0,0,0
2994495,0,0,0,0,0,0,0
1056807,0,0,0,0,0,0,0
1982042,0,39.86070495,0,0,95.47367964,0,0
83555,0,0,0,0,0,0,0
3046383,0,0,0,0,0,0,0
2867410,0,0,0,0,0,0,0
682798,0,0,0,0,0,0,0
2860237,0,47.10810586,0,0,0,0,0
3406419,0,0,0,0,0,0,0
2715735,0,0,0,0,0,0,0
2999067,0,50.73180631,0,0,0,0,0
1911,0,0,0,0,0,0,0
312285,0,0,0,0,0,0,0
75294,0,0,0,0,0,0,0
36822,0,0,0,0,0,0,0
2560058,0,0,0,0,0,0,0
3417741,0,0,0,0,0,0,0
241368,0,0,0,0,0,0,0
2736649,0,0,0,0,0,0,0
3056733,0,0,0,0,0,0,0
3050126,126.007006,68.85030856,0,0,0,0,0
35701,0,0,0,0,0,0,0
3158972,0,0,0,0,0,0,0
525917,0,0,0,0,0,0,0
39691,0,0,0,0,0,0,0
2995166,0,0,0,0,0,0,0
754429,0,101.4636126,0,0,0,0,0
3073271,0,0,0,0,0,0,0
3089814,0,72.47400901,0,0,0,0,0
40318,0,0,0,0,0,0,0
1763828,0,50.73180631,0,0,0,0,0
2280,84.00467066,72.47400901,0,0,0,0,0
2774190,0,54.35550676,0,0,0,0,0
2923375,0,0,0,0,0,0,0
29288,0,0,0,0,0,0,0
142649,0,0,0,0,0,0,0
1505596,0,39.86070495,0,0,0,0,0
3058419,0,0,0,0,0,0,0
2820002,0,0,0,0,0,0,0
3060313,0,0,0,0,0,0,0
3036128,0,0,0,0,0,0,0
1544730,0,0,0,0,0,0,0
1643322,0,0,0,0,0,0,0
1436133,0,0,0,0,0,0,0
1198456,0,0,0,0,0,0,0
2057791,0,0,0,0,0,0,0
3452799,0,0,0,0,0,0,0
1849580,0,0,0,0,0,0,0
53409,0,0,0,0,0,0,0
48221,0,0,0,0,0,0,0
1679444,0,0,0,0,0,0,0
2903651,0,54.35550676,0,0,0,0,0
2978974,0,0,0,0,0,0,0
337191,0,0,0,0,0,0,0
1385715,0,76.09770946,0,0,0,0,0
3432289,0,0,0,0,0,0,0
116759,0,0,0,0,0,0,0
84405,0,0,0,0,0,0,0
345370,0,0,0,0,0,0,0
3402868,0,0,0,0,0,0,0
446860,0,0,0,0,0,0,0
33914,0,0,0,0,0,0,0
2591109,0,0,0,0,0,0,0
348043,0,0,0,0,0,0,0
3403457,0,0,0,0,0,0,0
2674997,0,0,0,0,0,0,0
3035514,0,0,0,0,0,0,0
1286180,0,0,0,0,0,0,0
2676077,0,0,0,0,0,0,0
237612,0,0,0,0,0,0,0
2764186,0,0,0,0,0,0,0
546871,0,0,0,0,0,0,0
3061286,0,0,0,0,0,0,0
2966552,0,0,0,0,86.79425422,0,0
2654218,0,0,0,0,0,0,0
3062783,0,0,0,0,0,0,0
381829,0,0,0,0,0,0,0
1416806,0,0,0,0,0,0,0
3051092,0,0,0,0,0,0,0
307486,0,0,0,0,0,0,0
3389872,0,0,0,0,0,0,0
2709403,0,0,0,0,0,0,0
33865,0,0,0,0,0,0,0
1620215,0,0,0,0,0,0,0
3435000,0,0,0,0,0,0,0
521720,0,0,0,0,0,0,0
1903186,0,0,0,0,0,0,0
43771,0,0,0,0,0,0,0
491950,0,0,0,0,0,0,0
2654248,0,0,0,0,0,0,0
3456954,0,0,0,0,0,0,0
180400,92.40513773,57.97920721,0,0,0,0,0
2975809,0,0,0,0,0,0,0
1141883,0,0,0,0,0,0,0
1404799,0,0,0,0,0,0,0
2998080,0,0,0,0,0,0,0
1664560,0,0,0,0,0,0,0
712633,0,0,0,0,0,0,0
362257,0,61.60290766,0,0,0,0,0
39689,0,0,0,0,0,0,0
2493678,0,0,0,0,0,0,0
3457357,0,0,0,0,0,0,0
2806442,0,0,0,0,0,0,0
68192,0,0,0,0,0,0,0
1376,0,0,0,0,0,0,0
3069105,0,0,0,0,0,0,0
1821625,0,0,0,0,0,0,0
3064349,0,0,0,0,0,0,0
3239931,0,0,0,0,0,0,0
2482769,0,0,0,0,0,0,0
1016987,0,0,0,0,0,0,0
3341793,0,0,0,0,0,0,0
2939413,0,0,0,0,0,0,0
1045317,0,39.86070495,0,0,0,0,0
1076550,0,0,0,0,0,0,0
665007,0,0,0,0,0,0,0
3069708,0,0,0,0,0,0,0
92404,0,0,0,0,0,0,0
166935,0,0,0,0,0,0,0
2811227,0,57.97920721,0,0,0,0,0
3430558,0,0,0,0,0,0,0
712122,0,0,0,0,0,0,0
1653478,0,0,0,0,0,0,0
3344655,0,0,0,0,0,0,0
3110539,0,0,0,0,0,0,0
2991715,0,0,0,0,0,0,0
1944,0,0,0,0,0,0,0
3003483,0,54.35550676,0,0,95.47367964,0,0
3073268,0,0,0,0,0,0,0
2975987,0,0,0,0,0,0,0
3016103,0,0,0,0,0,0,0
338188,0,0,0,0,0,0,0
2840180,0,0,0,0,0,0,0
649841,0,39.86070495,0,0,0,0,0
3040605,0,0,0,0,0,0,0
3388492,168.0093413,50.73180631,0,0,0,0,0
2733867,0,0,0,0,0,0,0
870,0,0,0,0,0,0,0
2903574,0,0,0,0,0,0,0
3040935,0,47.10810586,0,0,0,0,0
28091,0,0,0,0,0,0,0
607711,0,0,0,0,86.79425422,0,0
278153,0,0,0,0,0,0,0
28047,0,0,0,0,0,0,0
1470200,0,0,0,0,0,0,0
955,0,0,0,0,0,0,0
3047737,0,0,0,0,0,0,0
100225,0,0,0,0,130.1913813,0,0
2011015,0,0,0,0,0,0,0
1936990,0,0,0,0,0,0,0
3120520,0,0,0,0,0,0,0
2949637,0,54.35550676,0,0,0,0,0
357233,0,0,0,0,0,0,0
1562974,0,0,0,0,0,0,0
3062779,0,0,0,0,0,0,0
3453405,0,0,0,0,0,0,0
1806891,0,0,0,0,0,0,0
3133329,0,0,0,0,0,0,0
2714938,0,0,0,0,0,0,0
2831895,0,0,0,0,0,0,0
3240934,0,0,0,0,0,0,0
416273,0,0,0,0,0,0,0
3400272,0,0,0,0,0,0,0
80852,0,0,0,0,0,0,253.1375736
511746,0,0,0,0,0,0,0
2493673,0,0,0,0,0,0,0
1607,0,43.48440541,0,0,121.5119559,0,0
3110231,0,39.86070495,0,0,0,0,0
575200,109.2060719,43.48440541,0,0,0,0,0
1803865,0,0,0,0,147.5502322,0,0
2975896,0,0,0,0,0,0,0
86173,0,0,0,0,0,0,0
3042152,0,0,0,0,0,0,0
301585,0,0,0,0,0,0,0
2006110,0,0,0,0,0,0,0
2059672,0,0,0,0,0,0,0
2806553,0,0,0,0,0,0,0
2724527,0,0,0,0,0,0,0
3101273,0,0,0,0,0,0,0
3395918,0,0,0,0,0,0,0
3424769,0,0,0,0,0,0,0
2742603,0,0,0,0,0,0,0
2497989,0,0,0,0,0,0,0
2903652,0,0,0,0,0,0,0
1415657,0,0,0,0,0,0,0
2980557,0,0,0,0,0,0,0
1389020,134.4074731,61.60290766,0,0,0,0,0
1930622,0,0,0,0,0,0,0
2819979,0,0,0,0,0,0,0
1565,0,65.22660811,0,0,0,0,0
3391424,0,0,0,0,0,0,0
2898276,0,0,0,0,0,0,0
2584940,0,0,0,0,0,0,0
1192162,0,0,0,0,0,0,0
65700,0,0,0,0,0,0,0
1578165,0,0,0,0,182.2679339,0,0
3024400,0,36.2370045,0,0,0,0,0
1871025,0,0,0,0,0,0,0
3081984,0,0,0,0,0,0,0
767452,0,0,0,0,0,0,0
623,0,0,0,0,0,0,0
2954025,0,0,0,0,0,0,0
3028374,0,0,0,0,0,0,0
2138101,0,0,0,0,0,0,0
1967782,0,0,0,0,0,0,0
370324,0,0,0,0,0,0,0
299146,0,0,0,0,0,0,0
3133089,0,0,0,0,0,0,0
3137398,0,0,0,0,138.8708068,0,0
220927,0,0,0,0,0,0,0
553510,0,0,0,0,0,0,0
2293567,0,36.2370045,0,0,0,0,0
428712,0,0,0,0,0,0,0
2126346,0,0,0,0,0,0,0
2954012,0,0,0,0,0,0,0
1266771,0,0,0,0,0,0,0
2885078,0,0,0,0,0,0,0
2034769,0,0,0,0,0,0,0
152500,0,0,0,0,0,0,0
3404048,0,0,0,0,0,0,0
3238807,0,0,0,0,0,0,0
2487887,0,0,0,0,104.1531051,0,0
2758572,0,0,0,0,0,0,0
3023518,0,65.22660811,0,0,0,0,0
2963406,0,0,0,0,0,0,0
1526572,0,65.22660811,0,0,0,0,0
3230989,0,0,0,0,0,0,0
3389970,0,0,0,0,0,0,0
2942909,0,0,0,0,0,0,0
1641402,0,0,0,0,0,0,0
85693,0,0,0,0,0,0,0
2872646,0,0,0,0,0,0,0
3075837,0,0,0,0,0,0,0
3445771,0,0,0,0,0,0,0
2978127,0,0,0,0,0,0,0
3076764,0,0,0,0,0,0,0
1924941,0,72.47400901,0,0,0,0,0
2016596,0,0,0,0,0,0,0
2879149,0,0,0,0,0,0,0
2729725,0,130.4532162,0,0,0,0,0
2962064,0,0,0,0,0,0,0
769,0,0,0,0,0,0,0
3239891,0,0,0,0,0,0,0
2994951,0,0,0,0,0,0,0
1515595,0,0,0,0,0,0,0
67332,0,0,0,0,0,0,0
2905879,0,0,0,0,0,0,0
2487928,0,0,0,0,0,0,0
75659,0,0,0,0,0,0,0
3114999,0,0,0,0,0,0,0
2547601,0,0,0,0,0,0,0
28094,0,0,0,0,0,0,0
2884264,0,0,0,0,0,0,0
90245,0,0,0,0,0,0,0
2953881,0,0,0,0,0,0,0
3405419,0,0,0,0,0,0,0
55510,0,0,0,0,0,0,0
3459196,0,0,0,0,0,0,0
2903822,0,0,0,0,0,0,0
57497,0,0,0,0,0,0,0
2705472,0,0,0,0,0,0,0
164393,0,0,0,0,0,0,0
454662,0,0,0,0,0,0,0
212663,0,0,0,0,0,0,0
68909,0,0,0,0,0,0,0
2850562,0,0,0,0,0,0,0
2811415,0,0,0,0,0,0,0
487698,0,0,0,0,0,0,0
2989732,0,0,0,0,0,0,0
451876,0,57.97920721,0,0,0,0,0
1176646,0,0,0,0,0,0,0
2851959,0,0,0,0,0,0,0
2871688,0,0,0,0,0,0,0
1586233,0,0,0,0,0,0,0
3133336,0,0,0,0,0,0,0
2930091,0,0,0,0,0,0,0
3384159,0,0,0,0,156.2296576,0,0
2964606,0,0,0,0,0,0,0
1804990,0,0,0,0,0,0,0
1534348,0,0,0,0,0,0,0
2971264,84.00467066,43.48440541,0,0,86.79425422,0,0
2109328,0,0,0,0,0,0,0
3060064,84.00467066,0,0,0,0,0,0
1536775,0,0,0,0,0,0,0
2903663,0,0,0,0,0,0,0
2675794,0,0,0,0,0,0,0
2597769,0,0,0,0,0,0,0
2078691,0,0,0,0,0,0,0
2382165,0,0,0,0,0,0,0
402297,0,0,0,0,0,0,0
2819978,0,0,0,0,0,0,0
3409994,0,0,0,0,0,0,0
3131933,0,0,0,0,0,0,0
391613,0,0,0,0,0,0,0
2870339,0,0,0,0,0,0,0
2055892,0,90.59251126,0,0,0,0,0
2921677,0,0,0,0,0,0,0
2657486,0,50.73180631,0,0,0,0,0
1069221,0,0,0,0,0,0,0
2822847,0,0,0,0,0,0,0
2587808,0,0,0,0,0,0,0
1472,0,0,0,0,0,0,0
3042028,0,0,0,0,0,0,0
2742135,0,0,0,0,0,0,0
1670455,0,0,0,0,0,0,0
3108176,0,36.2370045,0,0,0,0,0
710648,0,0,0,0,0,0,0
622,0,0,0,0,0,0,0
2759954,0,0,0,0,0,0,0
2912242,109.2060719,94.21621171,0,0,0,0,0
128,0,0,0,0,0,0,0
136857,0,0,0,0,0,0,0
1071679,0,0,0,0,0,0,0
1914461,142.8079401,0,0,0,0,0,0
3243373,0,0,0,0,0,0,0
1545702,0,0,0,0,0,0,0
265960,0,0,0,0,0,0,0
74329,0,0,0,0,0,0,0
1795032,0,0,0,0,0,0,0
63561,92.40513773,43.48440541,0,0,0,0,0
1173586,0,0,0,0,0,0,0
2903747,0,0,0,0,0,0,0
2590021,0,0,0,0,0,0,0
3239963,0,0,0,0,0,0,0
2829499,0,0,0,0,0,0,0
1859,0,0,0,0,0,0,0
3057122,0,0,0,0,0,0,0
3056444,0,61.60290766,0,0,0,0,0
219314,0,0,0,0,0,0,0
2954741,0,0,0,0,0,0,0
29489,0,0,0,0,0,0,0
2975903,0,0,0,0,0,0,0
2548456,0,0,0,0,0,0,0
2742137,0,0,0,0,0,0,0
2917724,0,0,0,0,0,0,0
2867264,0,0,0,0,0,0,0
2812647,0,0,0,0,0,0,0
666685,0,0,0,0,0,0,0
2483403,0,0,0,0,0,0,0
2563897,0,0,0,0,0,0,0
3394334,0,0,0,0,0,0,0
321984,0,0,0,0,0,0,0
563,0,0,0,0,0,0,0
3123041,0,0,0,0,0,0,0
3042320,0,0,0,0,0,0,0
3388843,0,0,0,0,0,0,0
882824,0,0,0,0,130.1913813,0,0
2051957,0,0,0,0,0,0,0
1653839,0,0,0,0,0,0,0
285562,0,0,0,0,0,0,0
271865,0,0,0,0,0,0,0
61592,0,0,0,0,0,0,0
2903769,0,0,0,0,0,0,0
2675781,0,0,0,0,0,0,0
1268041,0,47.10810586,0,0,0,0,0
2964610,0,0,0,0,0,0,0
1743174,0,0,0,0,0,0,0
3113984,0,0,0,0,0,0,0
2994661,0,43.48440541,0,0,0,0,0
2903589,0,0,0,0,0,0,0
3004094,0,0,0,0,0,0,0
2185142,0,0,0,0,0,0,0
36818,0,0,0,0,0,0,0
2100821,0,0,0,0,0,0,0
3057057,0,0,0,0,0,0,0
3453032,0,0,0,0,0,0,0
1985176,0,0,0,0,0,0,0
67258,0,0,0,0,0,0,0
2675877,0,0,0,0,0,0,0
2230878,0,0,0,0,0,0,0
1796620,0,0,0,0,0,0,0
188770,0,0,0,0,0,0,0
3421955,0,0,0,0,0,0,0
34095,0,47.10810586,0,0,0,0,0
44742,0,0,0,0,0,0,0
251701,0,0,0,0,0,0,0
3072977,0,0,0,0,0,0,0
2020,0,0,0,0,0,0,0
217,0,0,0,0,0,0,0
2755400,0,0,0,0,0,0,0
1907575,0,0,0,0,0,0,0
3415676,0,0,0,0,0,0,0
255519,126.007006,76.09770946,0,0,0,0,0
3060070,0,0,0,0,0,0,0
2932249,0,0,0,0,0,0,0
3446363,0,0,0,0,0,0,0
2796140,0,0,0,0,0,0,0
3122054,0,0,0,0,0,0,0
3040076,0,0,0,0,0,0,0
486698,0,0,0,0,0,0,0
2579791,0,0,0,0,0,0,0
227605,0,0,0,0,0,0,0
3039157,0,0,0,0,0,0,0
1094,0,0,0,0,0,0,0
1047172,0,0,0,0,0,0,0
1353889,0,0,0,0,0,0,0
2942996,0,0,0,0,0,0,0
2482763,0,0,0,0,0,0,0
873,0,39.86070495,0,0,0,0,0
2711156,0,0,0,0,0,0,0
2903960,0,0,0,0,0,0,0
3385497,0,0,0,0,0,0,0
720,0,0,0,0,0,0,0
2565926,0,0,0,0,0,0,0
120,0,0,0,0,0,0,0
3453033,0,0,0,0,0,0,0
2967972,0,0,0,0,0,0,0
2059264,0,0,0,0,0,0,0
2903790,0,0,0,0,0,0,0
664662,0,90.59251126,0,0,0,0,0
3096006,0,0,0,0,0,0,0
1307761,0,61.60290766,0,0,0,0,0
1230341,0,0,0,0,0,0,0
2026,0,0,0,0,0,0,0
2874846,0,0,0,0,0,0,0
3239979,0,0,0,0,0,0,0
2844242,109.2060719,0,0,0,95.47367964,0,0
38322,0,0,0,0,0,0,0
2975964,0,0,0,0,0,0,0
2878150,0,61.60290766,0,0,0,0,0
3240036,0,0,0,0,0,0,0
1232428,0,0,0,0,121.5119559,0,0
2592655,0,0,0,0,0,0,0
1389223,0,90.59251126,0,0,0,0,0
3420932,0,0,0,0,0,0,0
1102,0,0,0,0,0,0,0
2867005,0,61.60290766,0,0,0,0,0
2975642,0,0,0,0,0,0,0
280,0,0,0,0,0,0,0
63363,0,0,0,0,0,0,0
589382,0,0,0,0,0,0,0
2341112,0,0,0,0,0,0,0
3373598,0,0,0,0,0,0,0
370526,0,0,0,0,0,0,0
2975940,0,0,0,0,0,0,0
3133697,0,0,0,0,0,0,0
1395951,0,0,0,0,0,0,0
1071080,0,0,0,0,0,0,0
1894969,0,0,0,0,0,0,0
2994496,0,0,0,0,0,0,0
3144669,0,0,0,0,0,0,0
3241166,0,61.60290766,0,0,0,0,0
3066239,0,0,0,0,0,0,0
2903582,0,0,0,0,0,0,0
3366811,100.8056048,0,0,0,0,0,0
2714844,0,0,0,0,0,0,0
2493677,0,0,0,0,0,0,0
2654282,0,0,0,0,0,0,0
3019934,0,0,0,0,0,0,0
2903649,0,0,0,0,0,0,0
2919917,0,0,0,0,0,0,0
2975985,0,0,0,0,0,0,0
2219057,0,0,0,0,0,0,0
1224749,0,0,0,0,0,0,0
214851,0,0,0,0,0,0,0
415996,0,0,0,0,0,0,0
2975923,0,0,0,0,0,0,0
477976,0,0,0,0,0,0,0
2029117,0,0,0,0,0,0,0
3133279,0,0,0,0,0,0,0
3400273,0,0,0,0,0,0,0
1866,0,0,0,0,0,0,0
169292,0,0,0,0,0,0,0
33995,0,0,0,0,0,0,0
3243370,0,0,0,0,0,0,0
3404117,0,0,0,0,0,0,0
83265,0,0,0,0,0,0,0
2975972,0,0,0,0,0,0,0
29485,0,0,0,0,0,0,0
1652545,0,0,0,0,0,0,0
3048622,0,0,0,0,0,0,0
68274,0,0,0,0,0,0,0
53522,0,0,0,0,0,0,0
2986947,0,0,0,0,0,0,0
400770,0,68.85030856,0,0,0,0,0
152260,0,0,0,0,0,0,0
372663,0,0,0,0,0,0,0
2831894,0,97.83991216,0,0,0,0,0
2937433,0,0,0,0,0,0,0
3079556,0,0,0,0,0,0,0
2726989,0,0,0,0,0,0,0
2738867,0,0,0,0,0,0,0
785,0,0,0,0,0,0,0
3378087,0,0,0,0,0,0,0
1606,0,39.86070495,0,0,0,0,0
1027966,0,0,0,0,0,0,0
2949093,0,36.2370045,0,0,0,0,0
2057800,0,0,0,0,147.5502322,0,0
1004901,0,0,0,0,0,0,0
2979324,0,0,0,0,0,0,0
3388313,0,0,0,0,0,0,0
2499144,0,0,0,0,0,0,0
2508307,0,0,0,0,0,0,0
163011,0,0,0,0,0,0,0
568869,0,0,0,0,0,0,0
1751046,0,72.47400901,0,0,0,0,0
1968775,0,0,0,0,0,0,0
2806262,0,0,0,0,0,0,0
3384452,0,0,0,0,0,0,0
49118,0,0,0,0,0,0,0
3052810,151.2084072,47.10810586,0,0,0,0,0
2931976,0,0,0,0,0,0,0
948,0,76.09770946,0,0,0,0,0
2614538,0,0,0,0,0,0,0
2752475,0,0,0,0,0,0,0
47854,0,0,0,0,0,0,0
2975712,0,0,0,0,0,0,0
1720083,0,0,0,0,0,0,0
1049,0,0,0,0,0,0,0
108010,0,0,0,0,0,0,0
2052484,0,0,0,0,0,0,0
2420509,0,0,0,0,0,0,0
447217,0,0,0,0,0,0,0
2003121,0,0,0,0,0,0,0
1400865,0,0,0,0,0,0,0
55208,0,0,0,0,0,0,0
46677,0,0,0,0,0,0,0
518,0,0,0,0,0,0,0
2714934,0,0,0,0,0,0,0
2304190,0,0,0,0,0,0,0
3417757,0,0,0,0,0,0,0
81479,0,0,0,0,0,0,0
2498704,0,0,0,0,0,0,0
2789425,0,0,0,0,0,0,0
2683193,0,0,0,0,0,0,0
436397,117.6065389,0,0,0,0,0,0
1736306,0,0,0,0,0,0,0
3133304,0,0,0,0,0,0,0
3177515,0,0,0,0,0,0,0
2798804,0,0,0,0,0,0,0
2917691,0,0,0,0,0,0,0
1891094,0,0,0,0,0,0,0
2955235,0,97.83991216,0,0,0,0,0
2871820,0,0,0,0,0,0,0
2864205,0,0,0,0,0,0,0
3433152,0,0,0,0,0,0,0
2975783,0,0,0,0,0,0,0
3066314,0,0,0,0,156.2296576,0,0
2591145,0,0,0,0,0,0,0
2867014,0,0,0,0,0,0,0
3110772,0,0,0,0,0,0,0
3064529,0,0,0,0,0,0,0
2005885,0,0,0,0,0,0,0
2975991,0,0,0,0,0,0,0
412963,0,0,0,0,0,0,0
187880,0,47.10810586,0,0,0,0,0
2067960,0,0,0,0,0,0,0
3457761,0,0,0,0,0,0,0
2740185,0,57.97920721,0,0,0,0,0
3240070,0,0,0,0,0,0,0
2752515,0,0,0,0,0,0,0
2173853,0,0,0,0,0,0,0
2692125,92.40513773,0,0,0,86.79425422,0,0
2975784,0,0,0,0,0,0,0
3015152,0,0,0,0,0,0,0
3426242,0,0,0,0,0,0,186.5224227
87791,0,0,0,0,0,0,0
3078441,0,0,0,0,0,0,0
3239995,0,0,0,0,0,0,0
3075430,0,0,0,0,0,0,0
1331682,0,47.10810586,0,0,0,0,0
2282738,0,0,0,0,0,0,0
256821,0,0,0,0,0,0,0
2903835,0,0,0,0,0,0,0
2758724,0,0,0,0,0,0,0
3141462,0,0,0,0,0,0,0
2716226,0,0,0,0,0,0,0
2962047,0,0,0,0,0,0,0
686309,0,0,0,0,0,0,0
77125,0,112.334714,0,0,0,0,0
2795387,0,39.86070495,0,0,0,0,0
3377529,0,0,0,0,0,0,0
165096,0,0,0,0,0,0,0
2493093,0,0,0,0,0,0,0
3026161,0,39.86070495,0,0,0,0,0
117567,0,0,0,0,0,0,0
2668067,0,0,0,0,0,0,0
2907343,0,0,0,0,0,0,0
3410987,0,0,0,0,0,0,0
6035,0,0,0,0,0,0,0
322095,0,0,0,0,95.47367964,0,0
136996,0,0,0,0,0,0,0
3015167,0,0,0,0,0,0,0
2973977,0,0,0,0,0,0,0
1842537,0,0,0,0,0,0,0
3020906,210.0116766,0,0,0,0,0,0
3153928,0,39.86070495,0,0,0,0,0
2498452,0,0,0,0,0,0,0
3133302,0,0,0,0,0,0,0
1735038,0,50.73180631,0,0,0,0,0
2589074,0,0,0,0,0,0,0
1628392,0,0,0,0,0,0,0
2028345,0,0,0,0,0,0,0
483545,0,0,0,0,0,0,0
2849093,0,0,0,0,0,0,0
3019889,0,0,0,0,0,0,0
2704468,0,0,0,0,0,0,0
3133976,0,0,0,0,0,0,0
1331258,0,0,0,0,0,0,0
676208,0,0,0,0,0,0,0
2842355,0,0,0,0,0,0,0
2982615,0,0,0,0,0,0,0
2903885,0,0,0,0,0,0,0
2952525,0,0,0,0,0,0,0
76021,0,0,0,0,0,0,0
2918527,0,0,0,0,0,0,0
2864211,0,83.34511036,0,0,0,0,0
2751170,0,68.85030856,0,0,0,0,0
2996004,0,0,0,0,0,0,0
2202000,0,0,0,0,0,0,0
1962974,0,0,0,0,0,0,0
1860122,0,0,0,0,0,0,0
3428176,0,0,0,0,0,0,0
2762323,0,0,0,0,0,0,0
2576928,0,0,0,0,0,0,0
59748,0,0,0,0,0,0,0
33992,0,0,0,0,0,0,0
1612435,0,0,0,0,0,0,0
3080983,0,0,0,0,0,0,0
1842532,0,0,0,0,0,0,0
2587846,0,0,0,0,0,0,0
3084920,0,0,0,0,0,0,0
2820884,0,39.86070495,0,0,0,0,0
3342249,0,79.72140991,0,0,0,0,0
39688,0,0,0,0,0,0,0
2654189,0,0,0,0,0,0,0
2898,0,0,0,0,0,0,0
2486855,0,0,0,0,0,0,0
227318,0,0,0,0,0,0,0
28117,0,0,0,0,0,0,0
3240912,0,0,0,0,0,0,0
1046114,0,0,0,0,0,0,0
546114,0,0,0,0,0,0,0
3404063,0,0,0,0,0,0,0
2975702,0,0,0,0,0,0,0
3120264,0,0,0,0,0,0,0
2975934,0,0,0,0,0,0,0
3158143,0,0,0,0,0,0,0
2949090,0,47.10810586,0,0,0,0,0
2708079,0,0,0,0,0,0,0
3394234,0,0,0,0,0,0,0
3229851,0,101.4636126,0,0,0,0,0
76853,0,0,0,0,0,0,0
797277,0,0,0,0,0,0,0
1867408,0,0,0,0,0,0,0
2567881,0,0,0,0,0,0,0
604088,0,50.73180631,0,0,0,0,0
2975756,0,0,0,0,0,0,0
76731,0,0,0,0,0,0,0
3095075,0,0,0,0,0,0,0
46189,0,0,0,0,0,0,0
1911587,0,0,0,0,0,0,0
2903889,0,0,0,0,0,0,0
2816956,0,0,0,0,0,0,0
1582356,0,54.35550676,0,0,0,0,0
3078264,0,0,0,0,0,0,0
2674991,0,0,0,0,0,0,0
2756133,0,0,0,0,0,0,0
1175444,0,0,0,0,0,0,0
67367,0,0,0,0,0,0,0
3060047,0,0,0,0,0,0,0
329,0,0,0,0,0,0,0
1703340,0,0,0,0,0,0,0
3350175,0,0,0,0,0,0,0
1561005,0,0,0,0,0,0,0
1961713,0,0,0,0,0,0,0
3003272,0,0,0,0,0,0,0
637971,0,0,0,0,0,0,0
569860,0,68.85030856,0,0,0,0,0
302484,0,0,0,0,0,0,0
2845508,0,0,0,0,0,0,0
2762325,0,0,0,0,0,0,0
332657,0,0,0,0,0,0,0
92947,0,50.73180631,0,0,0,0,0
712471,0,0,0,0,0,0,0
1907662,84.00467066,54.35550676,0,0,0,0,0
3034025,0,0,0,0,156.2296576,0,0
2921437,0,0,0,0,0,0,0
