,072023_Carolina_2023_Baya_053_MCAV_S3,072023_Carolina_2023_Baya_055_MCAV_S4,122021_Coralina_2021_Baya_003_MCAV_S27,122021_Coralina_2021_Baya_005_MCAV_S28,122021_Coralina_2021_Baya_007_MCAV_S29,122021_Coralina_2021_Baya_017_MCAV_S30,122021_Coralina_2021_Baya_023_MCAV_S31
29552,445.2247545,210.1746261,445.2784581,342.7812413,277.7416135,641.3545408,386.3678755
60890,0,641.3949797,0,0,0,0,0
1936080,117.6065389,123.2058153,0,0,164.909083,0,0
853,495.6275569,297.1434369,0,578.4433447,0,0,0
2714927,294.0163473,231.9168288,604.3064788,299.9335861,946.057371,545.1513597,1092.488476
2597771,268.8149461,130.4532162,508.8896664,342.7812413,416.6124203,513.0836326,426.3369661
2024843,193.2107425,94.21621171,0,0,425.2918457,0,452.9830265
1592897,142.8079401,57.97920721,0,0,0,0,0
187304,294.0163473,340.6278423,0,749.8339653,0,0,0
2487063,268.8149461,79.72140991,0,0,460.0095474,0,213.168483
2951137,0,148.5717185,0,0,0,0,0
272131,168.0093413,97.83991216,413.4728539,0,225.665061,0,146.5533321
3049772,0,54.35550676,0,0,182.2679339,0,253.1375736
52764,0,43.48440541,0,0,260.3827627,0,0
202747,487.2270898,257.282732,890.5569161,449.9003792,460.0095474,1026.167265,413.0139359
2875539,0,0,0,0,0,0,0
754417,235.2130778,144.948018,0,0,121.5119559,352.7449974,146.5533321
301,184.8102755,264.5301329,0,0,381.8947186,0,226.4915132
5207,0,0,0,0,95.47367964,0,0
29430,218.4121437,130.4532162,0,0,234.3444864,416.8804515,333.0757547
212667,0,242.7879302,0,706.9863102,0,0,0
246,193.2107425,173.9376216,604.3064788,578.4433447,251.7033372,0,306.4296944
1191459,0,170.3139212,0,0,0,0,0
2605747,336.0186826,213.7983266,445.2784581,385.6288965,312.4593152,0,266.4606038
2904245,159.6088743,289.896036,445.2784581,235.6621034,156.2296576,0,146.5533321
1061,302.4168144,300.7671374,0,685.5624826,433.9712711,0,266.4606038
343,0,0,0,0,0,0,0
1416779,117.6065389,97.83991216,0,214.2382758,121.5119559,320.6772704,213.168483
3051121,0,97.83991216,0,0,0,0,0
2151,394.8219521,242.7879302,349.8616456,514.1718619,269.0621881,0,812.7048416
553239,168.0093413,206.5509257,349.8616456,342.7812413,138.8708068,0,0
2546356,117.6065389,79.72140991,0,407.052724,251.7033372,448.9481786,199.8454528
158822,310.8172814,228.2931284,445.2784581,235.6621034,225.665061,448.9481786,239.8145434
264023,403.2224192,235.5405293,318.0560415,278.5097586,607.5597795,0,519.5981774
2705473,226.8126108,181.1850225,572.5008747,407.052724,460.0095474,0,466.3060566
2148,0,43.48440541,0,0,0,0,0
2723089,218.4121437,119.5821149,795.1401037,0,138.8708068,0,0
3393449,260.414479,192.0561239,477.0840622,407.052724,694.3540338,384.8127245,479.6290868
2929510,344.4191497,173.9376216,667.9176871,0,130.1913813,577.2190867,253.1375736
263,0,0,0,0,0,0,0
1308,0,0,445.2784581,0,164.909083,0,266.4606038
1705566,193.2107425,112.334714,0,0,130.1913813,0,386.3678755
2867020,0,250.0353311,0,0,0,0,0
2921503,210.0116766,152.1954189,0,364.2050689,338.4975915,545.1513597,466.3060566
2841925,823.2457725,391.3596486,1240.418562,771.2577929,390.574144,1154.438173,333.0757547
2320140,0,2996.800273,0,0,0,0,0
1965231,0,72.47400901,0,0,208.3062101,0,0
40545,0,0,2258.197894,0,2152.497505,0,0
29497,0,170.3139212,0,0,0,0,0
983544,142.8079401,112.334714,0,214.2382758,208.3062101,673.4222678,239.8145434
327575,319.2177485,431.2203536,508.8896664,749.8339653,468.6889728,1218.573628,892.6430227
39496,210.0116766,188.4324234,445.2784581,235.6621034,433.9712711,609.2868138,266.4606038
2742683,546.0303593,250.0353311,572.5008747,685.5624826,468.6889728,481.0159056,0
72026,0,152.1954189,0,0,303.7798898,673.4222678,253.1375736
2930131,327.6182156,195.6798243,763.3344995,342.7812413,295.1004643,1058.234992,159.8763623
3350403,277.2154132,130.4532162,0,0,104.1531051,448.9481786,0
200991,579.6322276,398.6070495,1176.807353,578.4433447,329.818166,1026.167265,612.8593887
421767,428.4238204,253.6590315,1081.390541,0,989.4544981,737.5577219,879.3199925
76832,420.0233533,224.6694279,731.5288954,0,720.39231,0,0
80816,109.2060719,65.22660811,0,0,121.5119559,0,0
1648923,688.8382994,351.4989437,826.9457078,835.5292757,0,962.0318112,0
483913,0,0,0,0,0,0,0
2740405,0,86.96881081,0,0,225.665061,0,0
28189,0,61.60290766,0,0,121.5119559,0,0
2862460,394.8219521,217.422027,1017.779333,942.6484136,251.7033372,673.4222678,466.3060566
2954771,0,79.72140991,0,0,0,0,0
208962,0,86.96881081,0,0,0,0,186.5224227
95486,344.4191497,293.5197365,0,0,0,0,0
34087,0,0,0,0,0,0,0
28112,142.8079401,94.21621171,0,0,0,0,0
1580590,504.028024,235.5405293,477.0840622,514.1718619,95.47367964,352.7449974,0
76259,285.6158802,108.7110135,1081.390541,299.9335861,772.4688626,0,359.7218151
2703787,268.8149461,195.6798243,0,428.4765516,442.6506965,801.693176,386.3678755
2093780,0,0,0,0,642.2774812,0,532.9212076
2497879,268.8149461,224.6694279,0,428.4765516,138.8708068,0,333.0757547
2929800,0,0,508.8896664,0,329.818166,0,626.1824189
2487072,201.6112096,173.9376216,0,0,260.3827627,0,0
3418555,201.6112096,86.96881081,349.8616456,214.2382758,321.1387406,0,293.1066642
2949996,369.6205509,380.4885473,0,235.6621034,86.79425422,0,0
1970093,0,39.86070495,0,0,0,0,0
1390,277.2154132,123.2058153,0,0,0,0,519.5981774
1854492,201.6112096,202.9272252,349.8616456,0,0,641.3545408,0
2879427,0,0,0,0,0,0,0
2108365,478.8266228,311.6382387,0,449.9003792,546.8038016,0,373.0448453
264686,159.6088743,72.47400901,0,0,86.79425422,0,0
1970738,84.00467066,79.72140991,0,0,0,0,0
2571030,386.421485,304.3908378,0,728.4101378,147.5502322,0,479.6290868
563172,277.2154132,235.5405293,0,299.9335861,243.0239118,352.7449974,519.5981774
3075618,470.4261557,275.4012342,477.0840622,578.4433447,373.2152931,0,599.5363585
1263550,0,50.73180631,0,0,0,0,0
180282,445.2247545,289.896036,0,0,0,0,0
861,0,115.9584144,0,0,555.483227,0,146.5533321
571,0,0,0,0,0,0,0
2292766,512.428491,239.1642297,413.4728539,407.052724,650.9569067,513.0836326,572.8902982
573570,109.2060719,94.21621171,0,0,0,0,0
111781,84.00467066,144.948018,0,0,0,0,0
1247712,0,50.73180631,0,0,0,0,0
2050967,0,0,0,0,182.2679339,448.9481786,466.3060566
28213,0,0,0,0,0,0,0
512649,436.8242874,293.5197365,572.5008747,364.2050689,460.0095474,1250.641355,319.7527246
5866,478.8266228,329.756741,699.7232912,342.7812413,833.2248405,481.0159056,146.5533321
29324,327.6182156,228.2931284,477.0840622,449.9003792,616.239205,481.0159056,945.9351435
687,109.2060719,166.6902207,0,0,0,0,0
2665914,487.2270898,329.756741,667.9176871,599.8671723,251.7033372,352.7449974,293.1066642
641107,235.2130778,144.948018,0,0,130.1913813,0,239.8145434
1571,92.40513773,83.34511036,0,0,156.2296576,0,0
1785996,134.4074731,83.34511036,0,235.6621034,121.5119559,0,159.8763623
2672567,235.2130778,137.7006171,0,342.7812413,243.0239118,0,319.7527246
2715131,403.2224192,210.1746261,445.2784581,364.2050689,147.5502322,609.2868138,146.5533321
2686363,310.8172814,192.0561239,0,214.2382758,225.665061,962.0318112,199.8454528
574376,294.0163473,231.9168288,477.0840622,557.0195171,234.3444864,929.9640841,319.7527246
3080015,0,0,0,0,0,0,0
2024849,0,94.21621171,0,0,112.8325305,609.2868138,0
421058,142.8079401,68.85030856,349.8616456,0,364.5358677,0,319.7527246
371142,117.6065389,115.9584144,0,0,0,0,706.1206001
1473112,714.0397006,409.4781509,1749.308228,685.5624826,112.8325305,577.2190867,133.2303019
3439050,126.007006,72.47400901,0,0,0,0,253.1375736
2590012,361.2200838,199.3035248,1208.612958,321.3574137,225.665061,737.5577219,239.8145434
2864040,554.4308264,394.9833491,731.5288954,535.5956895,755.1100117,416.8804515,692.7975699
215813,0,391.3596486,0,856.9531032,0,0,0
2976818,0,0,0,0,112.8325305,0,492.952117
3060758,344.4191497,271.7775338,540.6952705,299.9335861,286.4210389,545.1513597,466.3060566
1498,151.2084072,163.0665203,0,0,364.5358677,0,306.4296944
1413,243.6135449,155.8191194,318.0560415,428.4765516,234.3444864,0,266.4606038
2686304,697.2387665,282.6486351,0,706.9863102,0,0,333.0757547
1826872,285.6158802,177.5613221,508.8896664,0,86.79425422,609.2868138,492.952117
1310165,0,54.35550676,0,0,0,0,0
708186,142.8079401,514.565464,0,278.5097586,486.0478236,416.8804515,306.4296944
745310,554.4308264,300.7671374,0,1199.734345,321.1387406,1186.5059,0
1859122,0,0,0,0,0,0,0
1803846,336.0186826,308.0145383,0,0,277.7416135,416.8804515,359.7218151
3463334,0,86.96881081,0,0,0,0,0
2975697,1629.690611,724.7400901,0,0,1284.554962,0,1239.041808
28095,134.4074731,130.4532162,0,278.5097586,269.0621881,0,0
2775080,243.6135449,195.6798243,0,0,312.4593152,0,679.4745397
29341,310.8172814,224.6694279,381.6672498,214.2382758,95.47367964,352.7449974,0
2758563,260.414479,134.0769167,0,235.6621034,112.8325305,0,186.5224227
195250,0,47.10810586,0,0,0,0,0
80866,0,0,954.1681244,0,433.9712711,1122.370446,466.3060566
2952571,168.0093413,115.9584144,0,321.3574137,243.0239118,0,0
260364,168.0093413,144.948018,0,0,659.6363321,0,1372.27211
413402,126.007006,155.8191194,0,449.9003792,286.4210389,0,692.7975699
2714924,0,0,0,0,0,0,0
2906078,260.414479,173.9376216,0,342.7812413,0,384.8127245,173.1993925
279058,100.8056048,115.9584144,0,299.9335861,0,0,186.5224227
279322,176.4098084,61.60290766,604.3064788,321.3574137,208.3062101,0,173.1993925
92644,0,257.282732,0,0,0,0,0
3149230,134.4074731,105.0873131,0,321.3574137,225.665061,0,253.1375736
2095,327.6182156,144.948018,0,0,269.0621881,0,359.7218151
3230970,310.8172814,279.0249347,445.2784581,342.7812413,329.818166,673.4222678,386.3678755
72361,0,0,0,0,0,0,306.4296944
2908842,201.6112096,337.0041419,604.3064788,407.052724,173.5885084,352.7449974,346.3987849
2782006,462.0256886,228.2931284,604.3064788,385.6288965,598.8803541,320.6772704,466.3060566
927083,0,0,0,471.3242068,147.5502322,0,0
2164067,126.007006,797.2140991,0,278.5097586,0,0,0
1176649,940.8523114,702.9978874,0,1392.548793,0,0,0
2986835,0,36.2370045,0,0,112.8325305,0,519.5981774
238,0,36.2370045,0,0,468.6889728,0,333.0757547
83656,176.4098084,86.96881081,0,0,0,0,293.1066642
2906456,436.8242874,293.5197365,477.0840622,449.9003792,694.3540338,673.4222678,599.5363585
2937442,0,0,0,0,269.0621881,0,0
326329,142.8079401,130.4532162,0,342.7812413,0,0,0
1850254,352.8196168,2696.033135,0,0,0,0,0
2059726,260.414479,137.7006171,667.9176871,0,755.1100117,609.2868138,706.1206001
398053,378.021018,199.3035248,508.8896664,299.9335861,199.6267847,0,213.168483
54299,0,0,0,0,0,0,0
158899,0,50.73180631,0,0,0,0,0
1816218,142.8079401,94.21621171,0,0,0,0,0
2508722,0,0,0,0,0,0,0
1617283,184.8102755,188.4324234,0,0,0,0,0
80842,0,0,0,0,0,0,0
217159,0,43.48440541,0,0,0,0,0
1805431,268.8149461,184.808723,0,0,0,0,319.7527246
1965332,109.2060719,369.6174459,0,257.085931,381.8947186,0,0
2325,579.6322276,369.6174459,0,706.9863102,225.665061,0,0
86668,126.007006,105.0873131,381.6672498,0,225.665061,0,413.0139359
3447504,268.8149461,184.808723,0,257.085931,0,0,173.1993925
2572090,285.6158802,101.4636126,445.2784581,471.3242068,112.8325305,0,0
1336,319.2177485,202.9272252,0,514.1718619,243.0239118,0,373.0448453
73913,243.6135449,159.4428198,0,214.2382758,130.1913813,320.6772704,266.4606038
328515,0,43.48440541,0,0,156.2296576,0,506.2751472
2022740,319.2177485,576.1683716,0,364.2050689,0,0,0
33923,218.4121437,181.1850225,381.6672498,278.5097586,425.2918457,0,413.0139359
2823693,134.4074731,115.9584144,0,0,112.8325305,0,0
3135641,0,0,0,0,0,0,0
89152,109.2060719,126.8295158,0,0,0,0,199.8454528
709883,352.8196168,195.6798243,604.3064788,728.4101378,381.8947186,0,839.350902
2918526,134.4074731,97.83991216,0,0,0,0,0
1278212,0,1040.002029,0,0,0,0,0
3457544,193.2107425,173.9376216,699.7232912,364.2050689,260.3827627,352.7449974,399.6909057
2899121,0,0,0,0,251.7033372,352.7449974,466.3060566
2679963,529.2294252,297.1434369,0,814.1054481,572.8420779,577.2190867,466.3060566
161398,92.40513773,282.6486351,0,364.2050689,112.8325305,673.4222678,519.5981774
1848904,0,112.334714,0,0,0,0,0
446683,319.2177485,221.0457275,0,257.085931,711.7128846,384.8127245,799.3818114
2614441,0,76.09770946,826.9457078,0,0,0,0
1660079,302.4168144,195.6798243,413.4728539,385.6288965,277.7416135,352.7449974,452.9830265
3426221,588.0326946,268.1538333,604.3064788,557.0195171,607.5597795,609.2868138,706.1206001
1723361,302.4168144,413.1018513,858.751312,278.5097586,260.3827627,0,532.9212076
137584,117.6065389,137.7006171,922.3625203,0,876.6219676,384.8127245,479.6290868
29498,243.6135449,587.039473,0,514.1718619,147.5502322,0,213.168483
282676,92.40513773,79.72140991,0,0,234.3444864,0,146.5533321
3028318,277.2154132,112.334714,1240.418562,0,199.6267847,1058.234992,306.4296944
2698686,0,83.34511036,0,0,112.8325305,0,226.4915132
3070678,184.8102755,155.8191194,318.0560415,535.5956895,312.4593152,833.760903,559.567268
1434103,319.2177485,108.7110135,0,364.2050689,225.665061,0,239.8145434
544433,109.2060719,79.72140991,0,0,0,0,0
3158229,529.2294252,300.7671374,508.8896664,428.4765516,321.1387406,0,1159.103627
232259,352.8196168,192.0561239,0,0,86.79425422,0,133.2303019
1050638,0,0,0,0,468.6889728,0,0
2766984,159.6088743,137.7006171,0,0,112.8325305,0,186.5224227
2932268,117.6065389,159.4428198,0,0,104.1531051,0,213.168483
2651167,134.4074731,68.85030856,0,0,156.2296576,0,133.2303019
36746,0,0,0,0,0,0,0
28072,0,57.97920721,381.6672498,0,433.9712711,0,133.2303019
2906798,0,68.85030856,0,0,0,0,0
82996,520.8289581,289.896036,1049.584937,407.052724,486.0478236,0,479.6290868
3070997,327.6182156,257.282732,381.6672498,321.3574137,260.3827627,320.6772704,293.1066642
575378,277.2154132,188.4324234,0,214.2382758,312.4593152,416.8804515,399.6909057
2744227,92.40513773,57.97920721,0,0,0,0,0
3080013,0,0,0,0,0,0,0
2975793,0,0,0,0,0,0,0
45634,0,0,0,0,121.5119559,0,199.8454528
1686,369.6205509,210.1746261,667.9176871,706.9863102,312.4593152,737.5577219,492.952117
2835648,0,0,0,0,0,0,0
33031,117.6065389,101.4636126,0,0,0,0,0
2058175,92.40513773,108.7110135,0,0,0,0,159.8763623
2527978,0,0,0,0,182.2679339,416.8804515,0
633807,0,0,0,0,0,0,0
3230981,487.2270898,181.1850225,1272.224166,685.5624826,859.2631168,0,1039.196355
2976768,109.2060719,130.4532162,0,0,286.4210389,0,279.783634
930805,0,0,0,621.2909999,104.1531051,0,0
280473,268.8149461,202.9272252,0,321.3574137,130.1913813,0,359.7218151
170679,0,231.9168288,0,0,0,0,0
1849015,84.00467066,1685.020709,0,0,104.1531051,0,0
2750025,1512.084072,648.6423806,0,2399.468689,0,0,0
2529032,142.8079401,184.808723,381.6672498,0,243.0239118,0,0
2022749,0,159.4428198,0,0,0,0,0
2775420,520.8289581,895.0540113,0,0,0,0,0
357794,470.4261557,427.5966532,445.2784581,514.1718619,234.3444864,577.2190867,186.5224227
2859768,218.4121437,224.6694279,0,449.9003792,199.6267847,0,306.4296944
110321,0,119.5821149,0,0,0,0,0
56458,193.2107425,199.3035248,636.1120829,342.7812413,138.8708068,0,559.567268
2708301,0,0,0,557.0195171,0,0,0
381046,201.6112096,177.5613221,0,0,251.7033372,448.9481786,279.783634
2751178,0,228.2931284,0,0,121.5119559,0,0
3009078,0,0,0,0,0,0,0
1193713,0,170.3139212,0,0,86.79425422,801.693176,186.5224227
1717717,126.007006,86.96881081,0,0,104.1531051,0,0
2785025,134.4074731,144.948018,0,0,251.7033372,0,133.2303019
2764326,0,76.09770946,0,0,0,0,0
2903657,0,0,0,0,0,0,0
165435,411.6228862,144.948018,0,407.052724,0,0,0
676,252.014012,561.6735698,0,0,303.7798898,0,532.9212076
2914041,142.8079401,72.47400901,0,0,0,513.0836326,0
762954,168.0093413,141.3243176,0,0,173.5885084,481.0159056,426.3369661
2583851,201.6112096,144.948018,667.9176871,257.085931,390.574144,577.2190867,373.0448453
63186,201.6112096,387.7359482,0,0,407.9329948,0,159.8763623
168935,0,105.0873131,0,0,0,0,0
1660076,470.4261557,311.6382387,540.6952705,578.4433447,112.8325305,513.0836326,159.8763623
1080068,0,0,0,0,295.1004643,0,0
1494,285.6158802,181.1850225,477.0840622,214.2382758,538.1243762,0,532.9212076
505249,0,1402.372074,0,0,0,0,0
2686365,0,79.72140991,445.2784581,0,164.909083,0,0
2047,0,0,0,0,0,0,0
29484,646.8359641,322.5093401,0,0,303.7798898,769.6254489,399.6909057
2665645,352.8196168,213.7983266,540.6952705,385.6288965,642.2774812,481.0159056,133.2303019
387093,0,0,0,0,0,0,0
36809,0,0,0,0,0,0,0
97084,117.6065389,97.83991216,0,235.6621034,121.5119559,0,186.5224227
2884875,210.0116766,79.72140991,0,235.6621034,3280.82281,0,0
712362,0,65.22660811,0,0,0,545.1513597,279.783634
1254,260.414479,152.1954189,0,0,156.2296576,0,279.783634
40091,159.6088743,94.21621171,381.6672498,407.052724,364.5358677,481.0159056,546.2442378
28229,0,134.0769167,0,0,251.7033372,513.0836326,466.3060566
2528018,176.4098084,105.0873131,477.0840622,364.2050689,321.1387406,0,266.4606038
624315,302.4168144,181.1850225,636.1120829,492.7480344,234.3444864,545.1513597,226.4915132
1610,453.6252216,206.5509257,445.2784581,492.7480344,234.3444864,0,333.0757547
2895980,630.0350299,384.1122477,413.4728539,664.138655,381.8947186,769.6254489,373.0448453
1515,151.2084072,115.9584144,508.8896664,0,251.7033372,0,253.1375736
3137860,134.4074731,362.370045,413.4728539,0,0,0,0
2756,117.6065389,57.97920721,0,0,277.7416135,0,0
1775173,277.2154132,228.2931284,0,257.085931,234.3444864,0,0
2835531,0,0,0,0,0,0,0
1936,478.8266228,130.4532162,1304.02977,1071.191379,0,1154.438173,0
1923,302.4168144,195.6798243,0,706.9863102,572.8420779,641.3545408,506.2751472
1155388,0,0,0,0,0,0,0
3388429,588.0326946,420.3492522,763.3344995,471.3242068,407.9329948,673.4222678,439.6599963
2779445,184.8102755,181.1850225,604.3064788,0,199.6267847,609.2868138,386.3678755
436114,0,0,0,0,0,0,0
3040348,0,97.83991216,0,0,0,0,0
3453416,159.6088743,152.1954189,349.8616456,235.6621034,355.8564423,0,479.6290868
99598,126.007006,65.22660811,0,299.9335861,138.8708068,448.9481786,133.2303019
3074124,193.2107425,192.0561239,0,0,494.7272491,384.8127245,386.3678755
576610,142.8079401,86.96881081,445.2784581,0,199.6267847,0,266.4606038
147802,201.6112096,134.0769167,477.0840622,0,572.8420779,0,732.7666604
2821514,109.2060719,554.4261689,0,0,182.2679339,0,0
2303529,0,0,0,0,0,0,0
995,0,57.97920721,0,0,104.1531051,0,266.4606038
2731755,0,65.22660811,0,0,269.0621881,0,0
2893886,0,195.6798243,413.4728539,278.5097586,468.6889728,384.8127245,186.5224227
191495,0,0,0,0,0,0,0
1913577,798.0443713,318.8856396,667.9176871,385.6288965,329.818166,801.693176,279.783634
1032072,0,1587.180797,0,0,251.7033372,0,213.168483
40137,386.421485,228.2931284,0,299.9335861,182.2679339,609.2868138,0
657419,268.8149461,369.6174459,0,0,0,0,0
3100173,226.8126108,496.4469617,0,449.9003792,243.0239118,0,452.9830265
2759528,268.8149461,170.3139212,0,0,156.2296576,0,173.1993925
1179672,319.2177485,148.5717185,0,342.7812413,147.5502322,0,199.8454528
3240913,319.2177485,315.2619392,763.3344995,578.4433447,295.1004643,0,652.8284793
260554,495.6275569,217.422027,0,685.5624826,321.1387406,801.693176,293.1066642
35795,0,0,0,0,0,0,0
3109366,277.2154132,300.7671374,0,321.3574137,373.2152931,416.8804515,306.4296944
2267699,663.6368982,351.4989437,0,1135.462862,251.7033372,705.4899949,226.4915132
47770,243.6135449,105.0873131,0,0,147.5502322,0,359.7218151
29394,0,0,0,0,0,0,0
2714947,310.8172814,148.5717185,381.6672498,299.9335861,234.3444864,545.1513597,173.1993925
1255,210.0116766,119.5821149,0,407.052724,112.8325305,481.0159056,479.6290868
57029,243.6135449,119.5821149,572.5008747,0,104.1531051,448.9481786,439.6599963
29329,428.4238204,304.3908378,572.5008747,557.0195171,199.6267847,641.3545408,772.735751
477680,0,50.73180631,0,0,0,0,0
43263,327.6182156,221.0457275,826.9457078,685.5624826,269.0621881,0,186.5224227
361101,201.6112096,246.4116306,572.5008747,428.4765516,312.4593152,0,266.4606038
1519,134.4074731,79.72140991,572.5008747,214.2382758,0,0,0
101571,352.8196168,217.422027,0,664.138655,581.5215033,0,0
3058402,243.6135449,141.3243176,667.9176871,471.3242068,529.4449507,384.8127245,626.1824189
3047871,134.4074731,199.3035248,381.6672498,407.052724,164.909083,416.8804515,159.8763623
218284,184.8102755,155.8191194,477.0840622,428.4765516,642.2774812,448.9481786,799.3818114
2136147,126.007006,76.09770946,0,0,0,0,0
3160830,226.8126108,297.1434369,0,0,0,0,386.3678755
761,0,36.2370045,0,0,0,0,0
1653434,428.4238204,250.0353311,0,642.7148274,243.0239118,577.2190867,519.5981774
1737571,151.2084072,159.4428198,318.0560415,0,130.1913813,320.6772704,213.168483
128785,151.2084072,177.5613221,0,0,0,0,0
2937786,0,101.4636126,0,0,0,0,0
2527995,0,0,0,0,0,0,0
33945,319.2177485,297.1434369,0,492.7480344,182.2679339,577.2190867,0
33169,302.4168144,144.948018,0,0,295.1004643,0,0
712357,184.8102755,137.7006171,0,0,407.9329948,0,626.1824189
1164,260.414479,119.5821149,0,0,0,0,0
3100987,126.007006,434.8440541,381.6672498,235.6621034,243.0239118,0,0
1467,100.8056048,213.7983266,922.3625203,364.2050689,364.5358677,577.2190867,452.9830265
484770,184.8102755,137.7006171,0,0,312.4593152,513.0836326,146.5533321
2602769,252.014012,170.3139212,445.2784581,278.5097586,104.1531051,416.8804515,266.4606038
43080,268.8149461,192.0561239,0,385.6288965,0,0,0
548579,495.6275569,434.8440541,0,0,0,0,586.2133284
728,0,61.60290766,0,0,112.8325305,481.0159056,0
2895796,0,134.0769167,0,0,0,0,0
1548,117.6065389,101.4636126,0,0,0,0,0
2855394,210.0116766,384.1122477,318.0560415,235.6621034,199.6267847,0,213.168483
2714926,512.428491,333.3804414,1145.001749,342.7812413,381.8947186,577.2190867,266.4606038
487559,0,0,0,0,0,0,0
2358187,0,112.334714,826.9457078,0,112.8325305,769.6254489,0
1847728,84.00467066,57.97920721,0,0,86.79425422,0,0
40542,134.4074731,72.47400901,0,0,95.47367964,0,0
561061,352.8196168,210.1746261,477.0840622,235.6621034,182.2679339,545.1513597,319.7527246
3031802,0,0,0,0,0,0,0
58049,184.8102755,90.59251126,0,0,0,0,159.8763623
2774694,352.8196168,213.7983266,699.7232912,0,460.0095474,0,1012.550294
1646498,428.4238204,260.9064324,0,621.2909999,286.4210389,577.2190867,199.8454528
68886,126.007006,83.34511036,0,0,373.2152931,416.8804515,319.7527246
665099,579.6322276,445.7151554,0,0,0,0,0
2086471,100.8056048,79.72140991,0,0,190.9473593,0,186.5224227
1982626,378.021018,235.5405293,0,428.4765516,0,0,266.4606038
1855875,428.4238204,184.808723,667.9176871,449.9003792,798.5071388,481.0159056,905.9660529
2249476,369.6205509,192.0561239,699.7232912,492.7480344,216.9856356,641.3545408,293.1066642
2895947,210.0116766,76.09770946,0,0,0,0,0
2903809,0,0,0,0,0,0,0
2905121,268.8149461,177.5613221,445.2784581,235.6621034,156.2296576,0,279.783634
1324352,226.8126108,76.09770946,0,235.6621034,277.7416135,0,359.7218151
1247,0,0,0,0,182.2679339,0,0
2608253,176.4098084,126.8295158,0,342.7812413,112.8325305,545.1513597,266.4606038
1535204,336.0186826,206.5509257,1208.612958,0,199.6267847,0,426.3369661
218490,252.014012,337.0041419,1081.390541,0,0,705.4899949,612.8593887
674529,285.6158802,192.0561239,604.3064788,0,0,513.0836326,439.6599963
288965,117.6065389,141.3243176,0,0,0,0,0
3434999,0,0,0,0,0,0,0
2874213,0,57.97920721,0,0,0,0,0
1566379,0,0,0,0,0,0,0
156213,226.8126108,141.3243176,0,321.3574137,277.7416135,0,186.5224227
2010828,142.8079401,130.4532162,0,0,112.8325305,0,0
849,193.2107425,152.1954189,477.0840622,385.6288965,668.3157575,384.8127245,559.567268
1812935,260.414479,166.6902207,508.8896664,428.4765516,0,737.5577219,0
1006576,126.007006,61.60290766,0,0,0,994.0995382,0
38875,0,0,0,0,0,0,0
702745,352.8196168,239.1642297,349.8616456,0,121.5119559,0,346.3987849
320787,84.00467066,105.0873131,0,0,112.8325305,0,0
5679,0,0,0,0,0,0,0
2813578,0,65.22660811,0,0,0,0,0
39956,302.4168144,192.0561239,572.5008747,557.0195171,321.1387406,769.6254489,466.3060566
3070683,394.8219521,253.6590315,0,449.9003792,0,0,0
28090,294.0163473,166.6902207,0,578.4433447,0,0,0
2130,336.0186826,144.948018,445.2784581,278.5097586,633.5980558,545.1513597,599.5363585
326544,0,61.60290766,0,0,0,0,0
251747,184.8102755,115.9584144,0,706.9863102,1110.966454,481.0159056,1252.364838
722472,0,101.4636126,0,0,0,0,0
371036,184.8102755,166.6902207,0,0,95.47367964,0,0
1804986,176.4098084,148.5717185,0,0,0,0,0
142650,0,0,0,0,0,0,0
213,168.0093413,112.334714,0,235.6621034,243.0239118,384.8127245,146.5533321
1334,352.8196168,0,0,0,0,0,0
263475,470.4261557,304.3908378,0,492.7480344,0,0,0
1252,0,0,0,0,0,0,0
2293317,0,97.83991216,0,0,130.1913813,416.8804515,146.5533321
2528024,0,0,0,278.5097586,0,0,0
2547394,201.6112096,181.1850225,413.4728539,407.052724,138.8708068,0,306.4296944
3048005,243.6135449,231.9168288,0,0,0,0,0
2920939,403.2224192,322.5093401,604.3064788,514.1718619,104.1531051,577.2190867,0
291208,260.414479,97.83991216,763.3344995,278.5097586,260.3827627,0,253.1375736
2774656,0,0,0,0,0,0,0
66219,193.2107425,152.1954189,381.6672498,0,364.5358677,0,226.4915132
2731220,0,0,0,0,86.79425422,0,0
700220,151.2084072,72.47400901,0,0,0,0,0
578924,0,57.97920721,0,0,0,0,0
1609531,0,351.4989437,0,0,1050.210476,0,1385.59514
726,84.00467066,123.2058153,0,0,216.9856356,0,199.8454528
381,0,340.6278423,0,0,0,0,0
2977321,445.2247545,329.756741,0,385.6288965,286.4210389,0,0
2745197,277.2154132,199.3035248,445.2784581,0,555.483227,481.0159056,399.6909057
36835,184.8102755,134.0769167,381.6672498,0,451.3301219,320.6772704,692.7975699
2974039,0,68.85030856,381.6672498,0,156.2296576,545.1513597,0
859,268.8149461,155.8191194,604.3064788,364.2050689,355.8564423,0,519.5981774
1452732,176.4098084,126.8295158,0,0,112.8325305,0,0
2760713,226.8126108,144.948018,826.9457078,342.7812413,260.3827627,384.8127245,146.5533321
2886352,0,0,0,0,0,352.7449974,0
2268026,168.0093413,188.4324234,0,257.085931,147.5502322,352.7449974,0
3112573,0,0,0,0,0,0,0
2528593,142.8079401,79.72140991,381.6672498,235.6621034,173.5885084,0,146.5533321
84378,0,39.86070495,0,0,95.47367964,0,0
1018,0,0,0,0,0,0,0
