Gene_Family,072023_Carolina_2023_Baya_053_MCAV_S3,072023_Carolina_2023_Baya_055_MCAV_S4,122021_Coralina_2021_Baya_005_MCAV_S28,122021_Coralina_2021_Baya_007_MCAV_S29,122021_Coralina_2021_Baya_017_MCAV_S30,122021_Coralina_2021_Baya_023_MCAV_S31
RXN-21695: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179],14.1054,155.758,0,0,72.1716,0
RXN-21696: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],25.7479,345.047,33.4392,0,0,46.2651
RXN-21698: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],0,200.212,0,0,0,0
RXN-21699: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],0,155.904,0,0,0,0
"RXN-21700: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific) [1.3.1.10]",0,21.4295,0,0,0,0
RXN-21701: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179],14.1054,155.758,0,0,72.1716,0
RXN-21702: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],25.7479,345.047,33.4392,0,0,46.2651
RXN-21703: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],0,200.212,0,0,0,0
RXN-21704: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],0,155.904,0,0,0,0
"RXN-21705: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADPH, Si-specific) [1.3.1.10]",0,21.4295,0,0,0,0
RXN-21711: (expasy) Beta-aspartyl-peptidase [3.4.19.5],0,35.6856,0,0,0,0
RXN-21719: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86],0,0,0,0,0,0
RXN-21720: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86],0,0,0,0,0,0
RXN-21721: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86],0,0,0,0,0,0
RXN-21722: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86],0,0,0,0,0,0
RXN-21723: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86],0,0,0,0,0,0
RXN-21724: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86],0,0,0,0,0,0
RXN-21725: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86],0,0,0,0,0,0
RXN-21726: (expasy) Fatty-acyl-CoA synthase system [2.3.1.86],0,0,0,0,0,0
RXN-21730: (expasy) Diphosphate--fructose-6-phosphate 1-phosphotransferase [2.7.1.90],0,0,115.06,0,0,0
RXN-21753: (expasy) Propionate--CoA ligase [6.2.1.17],0,42.6003,0,0,62.7753,0
RXN-21755: (expasy) Enoyl-CoA hydratase [4.2.1.17],45.4334,160.667,67.0247,0,34.1099,69.7265
RXN-21756: (expasy) 3-hydroxy-2-methylbutyryl-CoA dehydrogenase [1.1.1.178],0,0,0,0,0,0
RXN-21757: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,228.979,0,70.2017,0,0
RXN-21759: (expasy) Enoyl-CoA hydratase [4.2.1.17],45.4334,160.667,67.0247,0,34.1099,69.7265
RXN-21760: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],0,178.066,0,0,0,0
RXN-21761: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,228.979,0,70.2017,0,0
RXN-21766: (expasy) Enoyl-CoA hydratase [4.2.1.17],45.4334,160.667,67.0247,0,34.1099,69.7265
RXN-21767: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],0,178.066,0,0,0,0
RXN-21768: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,228.979,0,70.2017,0,0
RXN-21771: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],0,178.066,0,0,0,0
RXN-21775: (expasy) Long-chain-acyl-CoA dehydrogenase [1.3.8.8],0,0,0,0,0,0
RXN-21776: (expasy) Long-chain-acyl-CoA dehydrogenase [1.3.8.8],0,0,0,0,0,0
RXN-21779: (expasy) Enoyl-CoA hydratase [4.2.1.17],45.4334,160.667,67.0247,0,34.1099,69.7265
RXN-21780: (expasy) Enoyl-CoA hydratase [4.2.1.17],45.4334,160.667,67.0247,0,34.1099,69.7265
RXN-21781: (expasy) Enoyl-CoA hydratase [4.2.1.17],45.4334,160.667,67.0247,0,34.1099,69.7265
RXN-21782: (expasy) 3-hydroxy-2-methylbutyryl-CoA dehydrogenase [1.1.1.178],0,0,0,0,0,0
RXN-21783: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],0,178.066,0,0,0,0
RXN-21784: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],0,178.066,0,0,0,0
RXN-21785: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,228.979,0,70.2017,0,0
RXN-21786: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,228.979,0,70.2017,0,0
RXN-21787: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,228.979,0,70.2017,0,0
RXN-21792: (expasy) AMBIGUOUS [2.7.2.14; 2.7.2.7],0,141.686,0,0,0,0
RXN-21815: (expasy) Nitrate reductase (quinone) [1.7.5.1],0,0,0,0,0,0
RXN-21816: (expasy) Alpha-L-fucosidase [3.2.1.51],0,0,0,0,0,0
RXN-21817: (expasy) Ubiquinol oxidase (H(+)-transporting) [7.1.1.3],0,0,0,0,0,0
RXN-22: (expasy) Argininosuccinate lyase [4.3.2.1],0,196.393,38.8237,56.0195,0,0
RXN-2364: (expasy) Sulfoacetaldehyde acetyltransferase [2.3.3.15],28.8637,0,0,59.6337,0,0
"RXN-2401: (expasy) Benzoyl-CoA 2,3-epoxidase [1.14.13.208]",0,0,0,0,0,0
RXN-2425: (expasy) Enoyl-CoA hydratase [4.2.1.17],45.4334,160.667,67.0247,0,34.1099,69.7265
"RXN-2462: (expasy) 2-pyrone-4,6-dicarboxylate lactonase [3.1.1.57]",0,0,49.3114,0,0,0
RXN-2464: (expasy) 4-hydroxy-4-methyl-2-oxoglutarate aldolase [4.1.3.17],0,19.0756,0,0,0,0
"RXN-2542: (expasy) 2-methyl-6-phytyl-1,4-hydroquinone methyltransferase [2.1.1.295]",0,0,0,0,0,0
RXN-2562: (expasy) Tocopherol C-methyltransferase [2.1.1.95],0,0,0,0,0,0
"RXN-2762: (expasy) 2-methyl-6-phytyl-1,4-hydroquinone methyltransferase [2.1.1.295]",0,0,0,0,0,0
RXN-2841: (expasy) Methylamine dehydrogenase (amicyanin) [1.4.9.1],0,0,0,0,0,0
RXN-2861: (expasy) Methanol dehydrogenase (cytochrome c) [1.1.2.7],0,0,0,0,0,0
RXN-2902: (expasy) Malonate-semialdehyde dehydrogenase (acetylating) [1.2.1.18],0,0,0,0,0,0
RXN-2961: (expasy) S-(hydroxymethyl)glutathione synthase [4.4.1.22],0,0,0,0,0,0
RXN-2962: (expasy) S-(hydroxymethyl)glutathione dehydrogenase [1.1.1.284],0,97.2431,0,38.1851,0,0
RXN-34: (expasy) Arginase [3.5.3.1],0,29.2721,0,0,0,0
RXN-3443: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3],23.6606,117.506,128.73,114.621,0,0
RXN-3641: (expasy) 3-oxoadipyl-CoA thiolase [2.3.1.174],0,24.6478,0,0,0,0
RXN-37: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3],23.6606,117.506,128.73,114.621,0,0
RXN-3945: (expasy) Benzoylformate decarboxylase [4.1.1.7],0,0,0,0,0,0
RXN-3962: (expasy) 6-aminohexanoate-oligomer exohydrolase [3.5.1.46],0,0,0,0,0,0
RXN-4142: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3],23.6606,117.506,128.73,114.621,0,0
RXN-4301: (expasy) Isoamylase [3.2.1.68],0,0,0,0,0,0
RXN-4961: (expasy) Squalene--hopanol cyclase [4.2.1.129],0,0,0,0,0,0
RXN-5285: (expasy) Protochlorophyllide reductase [1.3.1.33],0,0,0,0,0,0
RXN-5341: (expasy) Beta-glucosidase [3.2.1.21],0,0,0,0,0,0
RXN-5424: (metacyc) indole-3-glycol dehydrogenase [1.1.1.1],0,249.111,23.7165,0,0,0
RXN-5472: (expasy) glucosyltransferase [2.4.1.256],0,49.4797,0,0,108.343,0
RXN-5581: (expasy) Aldehyde dehydrogenase (NAD(P)(+)) [1.2.1.5],0,0,0,0,0,0
RXN-5841: (expasy) 5'-nucleotidase [3.1.3.5],27.9675,150.767,55.2287,88.866,33.314,0
RXN-5901: (expasy) Acetoacetyl-CoA reductase [1.1.1.36],0,19.8266,0,0,0,0
RXN-600: (expasy) Dihydroflavanol 4-reductase [1.1.1.219],19.9136,14.4259,54.4472,45.287,71.0217,0
RXN-6002: (expasy) Aldehyde dehydrogenase (NADP(+)) [1.2.1.4],0,0,0,0,0,0
RXN-6261: (expasy) Adenosylcobinamide-phosphate synthase [6.3.1.10],0,17.421,0,0,0,0
RXN-6341: (expasy) Tetrahydrofolate synthase [6.3.2.17],0,81.9015,0,0,0,0
RXN-6382: (expasy) Betaine-aldehyde dehydrogenase [1.2.1.8],0,27.5623,0,0,0,0
RXN-6384: (expasy) 3-hydroxyisobutyryl-CoA hydrolase [3.1.2.4],0,0,0,0,0,0
RXN-6423: (expasy) Putrescine--2-oxoglutarate transaminase [2.6.1.82],0,0,0,0,0,0
RXN-646: (expasy) Maleamate amidohydrolase [3.5.1.107],0,0,0,0,0,0
RXN-6501: (expasy) D-inositol-3-phosphate glycosyltransferase [2.4.1.250],0,0,0,0,0,0
RXN-6601: (expasy) Gamma-glutamyltransferase [2.3.2.2],26.4117,30.946,0,0,0,0
RXN-6622: (expasy) Cytosol nonspecific dipeptidase [3.4.13.18],0,14.7124,0,0,0,0
RXN-6641: (expasy) Glutathione gamma-glutamate hydrolase [3.4.19.13],0,0,0,0,0,0
RXN-6701: (expasy) Glutathione amide-dependent peroxidase [1.11.1.17],0,0,0,0,0,0
RXN-6702: (expasy) Glutathione amide reductase [1.8.1.16],0,0,0,0,0,0
RXN-6763: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13],0,11.1188,0,0,0,0
RXN-7001: (expasy) Purine-nucleoside phosphorylase [2.4.2.1],22.1086,210.587,68.323,0,0,0
RXN-7253: (expasy) Inositol-phosphate phosphatase [3.1.3.25],0,84.2262,0,0,0,0
RXN-7421: (expasy) Cyclopropane-fatty-acyl-phospholipid synthase [2.1.1.79],0,0,0,0,0,0
RXN-7561: (metacyc) ornithine N-succinyltransferase [2.3.1.109],0,40.1915,0,0,0,0
RXN-7563: (expasy) D-arginine dehydrogenase [1.4.99.6],0,0,0,0,0,0
RXN-7565: (expasy) Guanidinobutyrase [3.5.3.7],0,0,0,0,0,0
RXN-7566: (expasy) Glycine reductase [1.21.4.2],0,36.3528,0,0,0,0
RXN-7567: (metacyc) indole-3-acetonitrile hydratase [4.2.1.84],0,13.8617,0,0,0,0
RXN-7569: (metacyc) demethylphylloquinol methyltransferase [2.1.1.329],0,0,0,0,0,0
RXN-7572: (expasy) L-lactate dehydrogenase [1.1.1.27],0,0,0,0,0,0
RXN-7573: (expasy) 6-hydroxynicotinate 3-monooxygenase [1.14.13.114],0,0,0,0,0,0
RXN-7607: (expasy) AMBIGUOUS [3.1.3.5; 3.1.3.99],27.9675,150.767,55.2287,88.866,33.314,0
RXN-7609: (expasy) 5'-nucleotidase [3.1.3.5],27.9675,150.767,55.2287,88.866,33.314,0
RXN-7637: (expasy) Nicotinate dehydrogenase [1.17.1.5],0,0,0,0,0,0
RXN-7644: (metacyc) D-sorbitol 2-dehydrogenase [1.1.1.14],0,8.59137,0,0,0,0
RXN-7657: (expasy) Alcohol dehydrogenase [1.1.1.1],0,249.111,23.7165,0,0,0
"RXN-7669: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]",0,48.2606,0,0,0,0
RXN-7682: (expasy) Xanthine dehydrogenase [1.17.1.4],0,9.14144,0,0,0,0
RXN-7693: (expasy) Alcohol dehydrogenase [1.1.1.1],0,249.111,23.7165,0,0,0
RXN-7694: (expasy) Alcohol dehydrogenase [1.1.1.1],0,249.111,23.7165,0,0,0
RXN-7697: (expasy) Very-long-chain 3-oxoacyl-CoA synthase [2.3.1.199],0,0,0,0,0,0
RXN-7698: (expasy) Very-long-chain 3-oxoacyl-CoA reductase [1.1.1.330],0,0,0,0,0,0
RXN-7699: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119],0,0,0,0,0,0
RXN-7700: (expasy) Alcohol dehydrogenase [1.1.1.1],0,249.111,23.7165,0,0,0
RXN-7706: (expasy) Alcohol dehydrogenase [1.1.1.1],0,249.111,23.7165,0,0,0
"RXN-7710: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]",0,48.2606,0,0,0,0
RXN-7716: (expasy) Dihydrolipoyl dehydrogenase [1.8.1.4],40.1161,344.385,142.246,113.634,176.897,211.885
RXN-7719: (expasy) Dihydrolipoyl dehydrogenase [1.8.1.4],40.1161,344.385,142.246,113.634,176.897,211.885
RXN-7737: (expasy) LL-diaminopimelate aminotransferase [2.6.1.83],0,28.3751,0,0,0,0
RXN-7743: (expasy) (R)-citramalate synthase [2.3.1.182],32.4702,15.7078,32.226,0,0,0
RXN-7774: (expasy) 2-oxoglutarate decarboxylase [4.1.1.71],48.8162,45.4168,0,204.2,0,102.486
RXN-7784: (expasy) Dihydroflavanol 4-reductase [1.1.1.219],19.9136,14.4259,54.4472,45.287,71.0217,0
RXN-7836: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8],0,76.0645,0,0,0,0
RXN-7903: (expasy) Stearoyl-[acyl-carrier-protein] 9-desaturase [1.14.19.2],0,0,0,0,0,0
RXN-7904: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],0,184.417,44.5393,0,0,0
RXN-7919: (expasy) Hydroxyacylglutathione hydrolase [3.1.2.6],0,5.74385,0,0,0,0
RXN-7929: (expasy) Citryl-CoA lyase [4.1.3.34],0,8.36624,0,0,0,0
RXN-7931: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8],0,76.0645,0,0,0,0
RXN-7933: (expasy) Acetylornithine deacetylase [3.5.1.16],0,44.2267,0,0,0,0
RXN-8001: (expasy) Histidinol dehydrogenase [1.1.1.23],49.4046,120.257,0,0,0,0
RXN-8036: (expasy) Beta-glucosidase [3.2.1.21],0,0,0,0,0,0
RXN-8052: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13],0,11.1188,0,0,0,0
RXN-8054: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13],0,11.1188,0,0,0,0
RXN-8080: (expasy) Coenzyme F420-0:L-glutamate ligase [6.3.2.31],0,0,0,0,0,0
RXN-8156: (expasy) Sulfide-cytochrome-c reductase (flavocytochrome c) [1.8.2.3],0,16.6329,0,0,0,0
RXN-8166: (expasy) (NAD(P)H) [1.5.1.1],0,0,0,0,0,0
RXN-8269: (expasy) Sulfhydrogenase [1.12.98.4],0,0,0,0,0,0
"RXN-8340: (expasy) GTP 3',8-cyclase [4.1.99.22]",0,42.2668,0,69.9497,91.9968,0
RXN-8342: (expasy) Molybdopterin synthase [2.8.1.12],0,12.1904,0,0,0,0
RXN-8344: (expasy) Molybdopterin adenylyltransferase [2.7.7.75],0,28.5933,0,0,0,0
RXN-8348: (expasy) Molybdopterin molybdotransferase [2.10.1.1],0,21.6386,0,0,0,0
RXN-8389: (expasy) Stearoyl-[acyl-carrier-protein] 9-desaturase [1.14.19.2],0,0,0,0,0,0
RXN-8391: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase II [2.3.1.179],14.1054,155.758,0,0,72.1716,0
RXN-8457: (expasy) 2-oxoglutarate carboxylase [6.4.1.7],0,0,0,0,0,0
RXN-8505: (expasy) 4-hydroxyphenylacetate 3-monooxygenase [1.14.14.9],0,0,0,0,0,0
RXN-8527: (expasy) 2-hydroxymuconate-6-semialdehyde dehydrogenase [1.2.1.85],0,0,0,0,0,0
RXN-8529: (expasy) 2-hydroxymuconate tautomerase [5.3.2.6],0,7.37424,0,0,0,0
RXN-8568: (expasy) Acryloyl-CoA reductase (NADH) [1.3.1.95],0,0,0,0,0,0
RXN-8580: (expasy) Aryl-alcohol dehydrogenase [1.1.1.90],0,0,0,0,0,0
RXN-8581: (expasy) Aryl-alcohol dehydrogenase [1.1.1.90],0,0,0,0,0,0
RXN-8629: (expasy) Dihydrolipoyl dehydrogenase [1.8.1.4],40.1161,344.385,142.246,113.634,176.897,211.885
RXN-8630: (expasy) Unspecific monooxygenase [1.14.14.1],0,0,0,0,0,0
RXN-8631: (expasy) Fructose-bisphosphate aldolase [4.1.2.13],33.1044,298.778,0,75.4548,104.223,0
RXN-8635: (expasy) Peroxidase [1.11.1.7],0,0,0,0,0,0
RXN-864: (expasy) Succinyl-CoA:(R)-benzylsuccinate CoA-transferase [2.8.3.15],0,0,0,0,0,0
RXN-8643: (expasy) Tartrate dehydrogenase [1.1.1.93],0,0,0,0,0,0
RXN-865: (expasy) (R)-benzylsuccinyl-CoA dehydrogenase [1.3.8.3],0,0,0,0,0,0
"RXN-8664: (expasy) Indoleamine 2,3-dioxygenase [1.13.11.52]",0,0,0,0,0,0
RXN-8665: (expasy) AMBIGUOUS [1.13.11.11; 1.13.11.52],0,0,0,0,0,0
RXN-8667: (expasy) Catalase peroxidase [1.11.1.21],239.435,456.33,308.825,78.5326,208.741,229.264
RXN-8668: (expasy) Peptide-methionine (S)-S-oxide reductase [1.8.4.11],0,122.38,0,0,0,0
RXN-8670: (expasy) Pentachlorophenol monooxygenase [1.14.13.50],0,0,0,0,0,0
RXN-8672: (expasy) Glycine oxidase [1.4.3.19],0,16.5101,0,0,0,0
RXN-8673: (expasy) Glycine oxidase [1.4.3.19],0,16.5101,0,0,0,0
RXN-8674: (expasy) Glycine oxidase [1.4.3.19],0,16.5101,0,0,0,0
RXN-8739: (expasy) 4-nitrophenol 4-monooxygenase [1.14.13.167],0,0,0,0,0,0
RXN-8748: (expasy) Alkaline phosphatase [3.1.3.1],0,0,0,0,0,0
RXN-8751: (expasy) Xanthine dehydrogenase [1.17.1.4],0,9.14144,0,0,0,0
RXN-8752: (expasy) Xanthine dehydrogenase [1.17.1.4],0,9.14144,0,0,0,0
RXN-8753: (expasy) Xanthine dehydrogenase [1.17.1.4],0,9.14144,0,0,0,0
RXN-8760: (expasy) Cobalt-factor II C(20)-methyltransferase [2.1.1.151],0,0,0,0,0,0
RXN-8764: (expasy) Cobalt-precorrin-5B (C(1))-methyltransferase [2.1.1.195],0,14.8405,0,0,0,0
RXN-8768: (expasy) Cobalt-precorrin-8 methylmutase [5.4.99.60],0,0,0,0,0,0
"RXN-8769: (expasy) Cobyrinate a,c-diamide synthase (glutamine-hydrolyzing) [6.3.5.11]",0,0,0,0,0,0
RXN-8770: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73],0,0,0,0,0,0
RXN-8772: (expasy) Aldose reductase [1.1.1.21],0,0,0,0,0,0
"RXN-8775: (expasy) 2,5-dioxovalerate dehydrogenase [1.2.1.26]",0,0,0,0,0,0
RXN-8782: (expasy) L-sorbose 1-dehydrogenase [1.1.99.32],0,11.997,0,0,0,0
RXN-8783: (expasy) Gluconolactonase [3.1.1.17],0,14.3381,0,0,0,0
RXN-8786: (expasy) Chlorophyllide a reductase [1.3.7.15],0,0,0,0,0,0
RXN-8792: (expasy) Chlorophyllide a reductase [1.3.7.15],0,0,0,0,0,0
RXN-8807: (expasy) Succinyl-CoA:acetate CoA-transferase [2.8.3.18],0,0,0,0,0,0
"RXN-8818: (expasy) 2-aminophenol 1,6-dioxygenase [1.13.11.74]",0,0,0,0,0,0
RXN-8831: (expasy) Aminomuconate-semialdehyde dehydrogenase [1.2.1.32],0,0,0,0,0,0
"RXN-8832: (expasy) 2-aminophenol 1,6-dioxygenase [1.13.11.74]",0,0,0,0,0,0
"RXN-8836: (expasy) 2-amino-5-chlorophenol 1,6-dioxygenase [1.13.11.76]",0,0,0,0,0,0
RXN-8837: (expasy) Aminomuconate-semialdehyde dehydrogenase [1.2.1.32],0,0,0,0,0,0
RXN-8840: (expasy) 2-aminomuconate deaminase [3.5.99.5],0,0,0,0,0,0
RXN-8841: (expasy) 2-oxo-3-hexenedioate decarboxylase [4.1.1.77],0,10.7309,0,0,0,0
RXN-8850: (expasy) Thymidylate synthase (FAD) [2.1.1.148],0,54.3671,0,74.7317,0,0
RXN-8851: (metacyc) a NDP-glucose glucosyl-3-phosphoglycerate synthase [2.4.1.266],0,21.2839,0,0,0,0
RXN-8872: (expasy) Unspecific monooxygenase [1.14.14.1],0,0,0,0,0,0
RXN-8890: (expasy) 4-hydroxybutanoyl-CoA dehydratase [4.2.1.120],0,65.586,0,0,0,0
RXN-8891: (expasy) Succinate-semialdehyde dehydrogenase (acetylating) [1.2.1.76],0,0,0,0,0,0
RXN-8959: (expasy) (2S)-methylsuccinyl-CoA dehydrogenase [1.3.8.12],0,0,0,0,0,0
RXN-8960: (expasy) 2-methylfumaryl-CoA hydratase [4.2.1.148],0,0,0,0,0,0
RXN-8961: (expasy) Malyl-CoA lyase [4.1.3.24],0,63.0815,0,0,0,0
RXN-8964: (expasy) Succinyl-CoA--L-malate CoA-transferase [2.8.3.22],0,29.2472,0,0,0,0
RXN-8965: (expasy) 3-methylfumaryl-CoA hydratase [4.2.1.153],0,0,0,0,0,0
RXN-8974: (expasy) 3-hydroxypropionate dehydrogenase (NADP(+)) [1.1.1.298],0,0,0,0,0,0
RXN-8975: (expasy) Phospho-N-acetylmuramoyl-pentapeptide-transferase [2.7.8.13],51.057,108.301,75.5188,0,32.6234,77.2978
RXN-8976: (expasy) acetylglucosaminyltransferase [2.4.1.227],0,94.348,0,0,0,0
RXN-8979: (expasy) 2-methylcitrate dehydratase (2-methyl-trans-aconitate forming) [4.2.1.117],0,0,0,0,0,0
RXN-8988: (expasy) Succinate--CoA ligase (GDP-forming) [6.2.1.4],0,0,0,0,0,0
RXN-8992: (expasy) All-trans-octaprenyl-diphosphate synthase [2.5.1.90],0,23.2782,0,0,0,0
RXN-8999: (expasy) diphosphate specific) [2.5.1.31],0,0,0,0,0,0
RXN-9000: (expasy) Glucuronosyltransferase [2.4.1.17],0,0,0,0,0,0
RXN-9003: (expasy) 4-hydroxybenzoate polyprenyltransferase [2.5.1.39],0,22.9897,0,0,0,0
RXN-9023: (expasy) 4-alpha-glucanotransferase [2.4.1.25],0,13.7462,0,0,0,0
"RXN-9024: (expasy) Glucan 1,4-alpha-glucosidase [3.2.1.3]",0,16.3548,0,0,0,0
RXN-9025: (expasy) Glycogen phosphorylase [2.4.1.1],11.6233,61.6758,0,0,59.614,0
RXN-9087: (expasy) Acrylyl-CoA reductase (NADPH) [1.3.1.84],0,0,0,0,0,0
RXN-9106: (expasy) All-trans-decaprenyl-diphosphate synthase [2.5.1.91],0,22.1719,0,0,0,0
RXN-9157: (expasy) Gamma-glutamyltransferase [2.3.2.2],26.4117,30.946,0,0,0,0
"RXN-9190: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]",0,0,0,0,0,0
RXN-9191: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163],22.5721,164.414,50.4024,0,55.9022,0
"RXN-9204: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]",0,0,0,0,0,0
RXN-9205: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163],22.5721,164.414,50.4024,0,55.9022,0
"RXN-9217: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]",0,0,0,0,0,0
RXN-9220: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163],22.5721,164.414,50.4024,0,55.9022,0
RXN-9222: (expasy) 4-hydroxybenzoate polyprenyltransferase [2.5.1.39],0,22.9897,0,0,0,0
RXN-9223: (expasy) 4-hydroxy-3-polyprenylbenzoate decarboxylase [4.1.1.98],0,7.14342,0,0,0,0
RXN-9225: (expasy) 2-polyprenyl-6-hydroxyphenol methylase [2.1.1.222],0,8.19038,23.3158,0,0,0
"RXN-9227: (metacyc) 2-heptaprenyl-6-methoxy-1,4-benzoquinone methyltransferase [2.1.1.201]",0,61.7257,0,0,55.9022,0
RXN-9229: (metacyc) 3-demethylubiquinone-7 3-O-methyltransferase [2.1.1.64],0,24.2899,23.3158,0,0,0
RXN-9230: (expasy) 4-hydroxybenzoate polyprenyltransferase [2.5.1.39],0,22.9897,0,0,0,0
RXN-9231: (expasy) 4-hydroxy-3-polyprenylbenzoate decarboxylase [4.1.1.98],0,7.14342,0,0,0,0
RXN-9233: (expasy) 2-polyprenyl-6-hydroxyphenol methylase [2.1.1.222],0,8.19038,23.3158,0,0,0
"RXN-9235: (expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]",0,61.7257,0,0,55.9022,0
RXN-9237: (expasy) 3-demethylubiquinol 3-O-methyltransferase [2.1.1.64],0,24.2899,23.3158,0,0,0
RXN-9238: (expasy) 4-hydroxy-3-polyprenylbenzoate decarboxylase [4.1.1.98],0,7.14342,0,0,0,0
RXN-9240: (expasy) 2-polyprenyl-6-hydroxyphenol methylase [2.1.1.222],0,8.19038,23.3158,0,0,0
"RXN-9242: (expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]",0,61.7257,0,0,55.9022,0
"RXN-9310: (expasy) 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase [4.2.99.20]",0,0,0,0,0,0
"RXN-9311: (expasy) 1,4-dihydroxy-2-naphthoyl-CoA hydrolase [3.1.2.28]",0,25.5816,0,0,0,0
"RXN-9358: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]",0,0,0,0,0,0
"RXN-9359: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]",0,0,0,0,0,0
"RXN-9360: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]",0,0,0,0,0,0
RXN-9361: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163],22.5721,164.414,50.4024,0,55.9022,0
RXN-9362: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163],22.5721,164.414,50.4024,0,55.9022,0
RXN-9363: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163],22.5721,164.414,50.4024,0,55.9022,0
"RXN-9365: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]",0,0,0,0,0,0
RXN-9366: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163],22.5721,164.414,50.4024,0,55.9022,0
RXN-9380: (expasy) Carboxynorspermidine decarboxylase [4.1.1.96],0,0,0,0,0,0
RXN-9382: (expasy) Phosphinothricin acetyltransferase [2.3.1.183],0,0,0,0,0,0
RXN-9384: (expasy) Cystathionine gamma-synthase [2.5.1.48],28.795,108.424,0,98.2061,0,0
RXN-9386: (expasy) Glutamate--tRNA(Gln) ligase [6.1.1.24],0,0,0,0,0,0
"RXN-9407: (expasy) Limonene 1,2-monooxygenase [1.14.13.107]",0,0,0,0,0,0
"RXN-9408: (expasy) Limonene 1,2-monooxygenase [1.14.13.107]",0,0,0,0,0,0
"RXN-9409: (expasy) Limonene 1,2-monooxygenase [1.14.13.107]",0,0,0,0,0,0
RXN-9510: (expasy) FMN reductase (NADH) [1.5.1.42],0,22.0825,0,0,0,0
RXN-9514: (metacyc) acetoacetyl-[acyl-carrier protein] reductase [1.1.1.100],25.7479,345.047,33.4392,0,0,46.2651
