Gene_Family,072023_Carolina_2023_Baya_057_SSID_S7,072023_Carolina_2023_Baya_059_SSID_S8,072023_Carolina_2023_Baya_061_SSID_S5,072023_Carolina_2023_Baya_063_SSID_S6,122021_Coralina_2021_Baya_019_SSID1_S46,122021_Coralina_2021_Baya_021_SSID2_S36
RXN-14791: (metacyc) enoyl-CoA hydratase [4.2.1.119],0,0,18.1199,0,0,0
RXN-14793: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,45.4843,4.29481,170.509,88.2205,0
RXN-14794: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119],0,0,18.1199,0,0,0
RXN-14797: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119],0,0,18.1199,0,0,0
RXN-14799: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,45.4843,4.29481,170.509,88.2205,0
RXN-14800: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8],0,0,10.5094,15.5563,0,0
RXN-14801: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119],0,0,18.1199,0,0,0
RXN-14803: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,45.4843,4.29481,170.509,88.2205,0
RXN-14804: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8],0,0,10.5094,15.5563,0,0
RXN-14805: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119],0,0,18.1199,0,0,0
RXN-14820: (expasy) (S)-dichlorprop dioxygenase (2-oxoglutarate) [1.14.11.43],0,0,0,10.5591,53.1892,0
RXN-14821: (expasy) (S)-dichlorprop dioxygenase (2-oxoglutarate) [1.14.11.43],0,0,0,10.5591,53.1892,0
RXN-14822: (expasy) (R)-dichlorprop dioxygenase (2-oxoglutarate) [1.14.11.44],0,0,0,2.08886,0,0
RXN-14823: (expasy) (R)-dichlorprop dioxygenase (2-oxoglutarate) [1.14.11.44],0,0,0,2.08886,0,0
RXN-14900: (expasy) Mannosylglycerate hydrolase [3.2.1.170],0,0,0,4.91497,0,0
RXN-14903: (expasy) Proline dehydrogenase [1.5.5.2],0,0,0,35.8335,40.2405,0
RXN-14906: (expasy) cAMP-dependent protein kinase [2.7.11.11],0,0,0,14.9897,0,0
RXN-14907: (expasy) Taurine--pyruvate aminotransferase [2.6.1.77],0,0,0,14.4029,0,0
"RXN-14917: (expasy) 2-methyl-6-phytyl-1,4-hydroquinone methyltransferase [2.1.1.295]",0,0,33.4449,0,0,0
RXN-14918: (expasy) Tocopherol C-methyltransferase [2.1.1.95],0,0,20.1633,10.9217,0,0
RXN-14919: (expasy) Tocopherol C-methyltransferase [2.1.1.95],0,0,20.1633,10.9217,0,0
RXN-14933: (expasy) Succinyl-CoA--L-malate CoA-transferase [2.8.3.22],0,27.6777,16.1688,2.33003,0,0
RXN-14936: (expasy) L-carnitine CoA-transferase [2.8.3.21],0,0,0,0,0,0
RXN-14937: (expasy) (3S)-malyl-CoA thioesterase [3.1.2.30],0,0,8.73773,16.5269,0,0
RXN-14950: (expasy) Lipoyl synthase [2.8.1.8],0,64.4493,153.63,176.134,44.1734,0
RXN-14957: (expasy) Lipoyl synthase [2.8.1.8],0,64.4493,153.63,176.134,44.1734,0
RXN-14959: (expasy) Lipoyl synthase [2.8.1.8],0,64.4493,153.63,176.134,44.1734,0
RXN-14963: (expasy) Fumarate reductase (quinol) [1.3.5.4],0,0,9.84108,11.8949,0,0
RXN-14969: (expasy) D-arabinose isomerase [5.3.1.3],0,0,0,2.44396,0,0
RXN-14970: (expasy) Fumarate reductase (quinol) [1.3.5.4],0,0,9.84108,11.8949,0,0
RXN-14971: (expasy) Succinate dehydrogenase (quinone) [1.3.5.1],147.89,50.595,133.101,223.895,64.2908,2.36675
RXN-14986: (expasy) 3-isopropylmalate dehydrogenase [1.1.1.85],102.821,68.216,168.849,246.18,138.349,0
RXN-14992: (expasy) Peptide chain release factor N(5)-glutamine methyltransferase [2.1.1.297],0,0,5.7931,33.3924,0,0
RXN-15005: (expasy) Acetylglutamate kinase [2.7.2.8],41.6047,17.5863,94.5754,175.334,55.2317,2.95234
RXN-15006: (expasy) N-acetyl-gamma-glutamyl-phosphate reductase [1.2.1.38],18.4296,16.6776,98.5899,136.91,97.5669,0
RXN-15007: (expasy) Acetylornithine transaminase [2.6.1.11],45.9329,48.9998,82.6889,140.964,122.602,1.47282
RXN-15014: (expasy) Short-chain-enoyl-CoA hydratase [4.2.1.150],0,0,0,1.14437,0,0
RXN-15035: (expasy) Lysophospholipase [3.1.1.5],0,8.48635,5.78669,0,0,0
RXN-15041: (expasy) D-aminoacyl-tRNA deacylase [3.1.1.96],51.9168,56.0831,155.576,249.319,47.3064,0
RXN-15043: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,0,50.0707,62.3347,31.5559,0
RXN-15045: (expasy) Glycerol-3-phosphate 1-O-acyltransferase [2.3.1.15],0,0,0,42.2887,0,0
RXN-15047: (expasy) 5' to 3' exodeoxyribonuclease (nucleoside 3'-phosphate-forming) [3.1.12.1],0,0,59.5994,0,0,0
RXN-15048: (expasy) dTDP-4-dehydro-6-deoxy-alpha-D-gulose 4-ketoreductase [1.1.1.364],0,0,5.74418,5.29914,0,0
RXN-15065: (metacyc) phospholipase A2 [3.1.1.4],0,0,9.74595,0,0,0
RXN-15067: (metacyc) phospholipase A2 [3.1.1.4],0,0,9.74595,0,0,0
RXN-15068: (metacyc) phospholipase A2 [3.1.1.4],0,0,9.74595,0,0,0
RXN-15083: (expasy) Protein-N(pi)-phosphohistidine--D-glucose phosphotransferase [2.7.1.199],0,0,0,3.81656,0,0
RXN-15084: (expasy) Protein-N(pi)-phosphohistidine--D-fructose phosphotransferase [2.7.1.202],0,0,0,0,0,0
RXN-15087: (expasy) Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase [2.7.1.191],0,0,0,0,0,0
RXN-15088: (expasy) Acylglycerol lipase [3.1.1.23],0,0,0,5.79728,0,0
RXN-15089: (expasy) Acylglycerol lipase [3.1.1.23],0,0,0,5.79728,0,0
RXN-15123: (expasy) 2-iminobutanoate/2-iminopropanoate deaminase [3.5.99.10],0,0,0,0,21.6278,0
RXN-15127: (expasy) 2-iminobutanoate/2-iminopropanoate deaminase [3.5.99.10],0,0,0,0,21.6278,0
RXN-15130: (expasy) Cystathionine gamma-lyase [4.4.1.1],0,0,0,49.8186,31.5726,0
RXN-15138: (metacyc) 2-chloroacrylate reductase [3.8.1.2],0,0,0,8.31008,0,0
RXN-15143: (expasy) Protein-N(pi)-phosphohistidine--D-glucose phosphotransferase [2.7.1.199],0,0,0,3.81656,0,0
RXN-15150: (expasy) Protein-N(pi)-phosphohistidine--D-fructose phosphotransferase [2.7.1.202],0,0,0,0,0,0
RXN-15151: (expasy) Protein-N(pi)-phosphohistidine--D-fructose phosphotransferase [2.7.1.202],0,0,0,0,0,0
RXN-15152: (expasy) Protein-N(pi)-phosphohistidine--D-fructose phosphotransferase [2.7.1.202],0,0,0,0,0,0
RXN-15154: (expasy) Protein-N(pi)-phosphohistidine--D-fructose phosphotransferase [2.7.1.202],0,0,0,0,0,0
RXN-15155: (expasy) Protein-N(pi)-phosphohistidine--D-fructose phosphotransferase [2.7.1.202],0,0,0,0,0,0
RXN-15157: (expasy) Protein-N(pi)-phosphohistidine--D-fructose phosphotransferase [2.7.1.202],0,0,0,0,0,0
RXN-15162: (expasy) Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase [2.7.1.191],0,0,0,0,0,0
RXN-15164: (expasy) Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase [2.7.1.191],0,0,0,0,0,0
RXN-15165: (expasy) Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase [2.7.1.191],0,0,0,0,0,0
RXN-15200: (expasy) Aromatic-amino-acid transaminase [2.6.1.57],0,0,0,11.096,0,0
"RXN-15202: (expasy) Beta-1,4-mannooligosaccharide phosphorylase [2.4.1.319]",0,0,0,3.68029,0,0
RXN-15212: (expasy) Sphingomyelin phosphodiesterase [3.1.4.12],0,0,0,0,0,0
RXN-15261: (metacyc) dihydropterin deaminase [3.5.4.3],0,0,31.2015,23.4298,0,0
RXN-15264: (expasy) Aminodeoxyfutalosine synthase [2.5.1.120],0,0,0,5.59369,0,0
RXN-15288: (metacyc) luteolin-7-O-diglucuronide peroxidase [1.11.1.7],14.3136,0,8.27642,7.47302,0,0
RXN-15294: (expasy) Bacterial non-heme ferritin [1.16.3.2],0,0,29.6053,69.9099,68.3361,1.20074
RXN-15298: (expasy) Sulfofructosephosphate aldolase [4.1.2.57],0,0,0,3.6099,0,0
RXN-15309: (expasy) 4-hydroxy-3-polyprenylbenzoate decarboxylase [4.1.1.98],0,0,0,12.4508,0,0
RXN-15313: (expasy) N-acetylneuraminate lyase [4.1.3.3],0,0,24.9844,4.156,0,0
RXN-15341: (expasy) Alkanesulfonate monooxygenase [1.14.14.5],0,0,0,6.83805,49.2474,0
RXN-15378: (expasy) Succinate dehydrogenase (quinone) [1.3.5.1],147.89,50.595,133.101,223.895,64.2908,2.36675
RXN-15479: (expasy) Photosystem I [1.97.1.12],42.9821,185.969,95.7946,28.099,286.07,0
"RXN-15513: (expasy) Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent) [5.4.2.11]",0,0,15.1794,70.8815,41.9312,0
RXN-15521: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129],15.9965,0,31.6673,123.596,0,1.85357
RXN-15556: (expasy) E2 ubiquitin-conjugating enzyme [2.3.2.23],0,0,0,10.2312,0,0
RXN-15559: (expasy) HECT-type E3 ubiquitin transferase [2.3.2.26],0,0,0,0,0,79.1149
RXN-15560: (expasy) HECT-type E3 ubiquitin transferase [2.3.2.26],0,0,0,0,0,79.1149
RXN-15635: (expasy) 3-methyl-2-oxobutanoate hydroxymethyltransferase [2.1.2.11],54.7154,103.436,111.439,181.028,23.9581,0
"RXN-15680: (metacyc) 3-benzyl-3,6-dihydroxy-6-(hydroxymethyl)-diketopiperazine glutathione S-transferase [2.5.1.18]",0,0,144.763,222.163,62.5714,0
RXN-15682: (expasy) Membrane dipeptidase [3.4.13.19],0,0,0,25.346,0,0
RXN-15710: (expasy) D-ribose pyranase [5.4.99.62],0,0,6.69764,17.9152,14.9378,0
RXN-15727: (expasy) Acetate CoA-transferase [2.8.3.8],0,0,18.3356,31.2936,0,0
RXN-15733: (expasy) 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [2.7.6.3],0,0,24.7472,26.0224,11.4529,0
RXN-15740: (expasy) Glycerol-3-phosphate dehydrogenase [1.1.5.3],0,0,43.9877,46.9447,56.5951,0
RXN-15745: (expasy) Glycerol-3-phosphate dehydrogenase [1.1.5.3],0,0,43.9877,46.9447,56.5951,0
RXN-15824: (expasy) Perillyl-alcohol dehydrogenase [1.1.1.144],0,0,0,3.02286,0,0
RXN-15838: (expasy) Nitrite reductase (NO-forming) [1.7.2.1],0,0,0,9.60514,0,0
RXN-15878: (expasy) (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin) [1.17.7.3],0,27.1417,29.9339,61.287,49.8943,0
RXN-15881: (expasy) Cysteine desulfurase [2.8.1.7],43.4607,0,294.379,253.927,72.107,0
RXN-15889: (expasy) Holo-[acyl-carrier-protein] synthase [2.7.8.7],45.4707,35.9528,109.446,142.159,174.787,0
"RXN-15893: (expasy) 3,6-anhydro-L-galactonate cycloisomerase [5.5.1.25]",0,0,5.4543,20.1055,0,0
RXN-15902: (metacyc) galactarolactone cycloisomerase [5.5.1.27],0,0,0,4.14016,0,0
RXN-15907: (expasy) D-galactarolactone cycloisomerase [5.5.1.27],0,0,0,4.14016,0,0
RXN-15909: (expasy) Beta-amylase [3.2.1.2],0,0,0,0,0,0
RXN-15910: (expasy) Alpha-glucosidase [3.2.1.20],0,0,0,20.4422,0,0
RXN-15941: (expasy) 4-hydroxyproline betaine 2-epimerase [5.1.1.22],0,0,0,6.10568,0,0
RXN-15948: (expasy) 4-hydroxyproline betaine 2-epimerase [5.1.1.22],0,0,0,6.10568,0,0
"RXN-15952: (expasy) RNA 2',3'-cyclic 3'-phosphodiesterase [3.1.4.58]",0,0,20.5923,22.2477,65.4245,0
RXN-16003: (expasy) Serine 3-dehydrogenase (NADP(+)) [1.1.1.276],0,0,10.892,10.891,15.0736,0
RXN-16008: (expasy) L-serine 3-dehydrogenase (NAD(+)) [1.1.1.387],0,0,0,3.95298,0,0
RXN-16021: (expasy) Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [4.2.1.134],0,0,0,0,0,15.3966
RXN-16023: (expasy) sn-1 stearoyl-lipid 9-desaturase [1.14.19.28],0,0,0,0,0,0
RXN-16024: (expasy) Glycerol-3-phosphate 1-O-acyltransferase [2.3.1.15],0,0,0,42.2887,0,0
RXN-16025: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,0,50.0707,62.3347,31.5559,0
RXN-16032: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,0,50.0707,62.3347,31.5559,0
RXN-16033: (metacyc) chenodeoxycholate dehydrogenase [1.1.1.159],0,0,31.2013,5.22767,0,0
RXN-16060: (expasy) Ketol-acid reductoisomerase (NAD(+)) [1.1.1.382],0,0,0,0,0,0
RXN-16065: (expasy) Acyl-CoA 6-desaturase [1.14.19.3],0,0,0,5.69194,0,0
RXN-16067: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,0,50.0707,62.3347,31.5559,0
RXN-16068: (expasy) sn-1 oleoyl-lipid 12-desaturase [1.14.19.45],0,0,31.7566,0,0,0
RXN-16076: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,0,50.0707,62.3347,31.5559,0
RXN-16077: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,0,50.0707,62.3347,31.5559,0
RXN-16094: (expasy) Very-long-chain 3-oxoacyl-CoA synthase [2.3.1.199],0,0,0,0,0,0
RXN-16096: (expasy) Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [4.2.1.134],0,0,0,0,0,15.3966
RXN-16113: (expasy) Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [4.2.1.134],0,0,0,0,0,15.3966
RXN-16117: (expasy) Glycerol-3-phosphate 1-O-acyltransferase [2.3.1.15],0,0,0,42.2887,0,0
RXN-16118: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,0,50.0707,62.3347,31.5559,0
RXN-16130: (expasy) Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [4.2.1.134],0,0,0,0,0,15.3966
RXN-16132: (expasy) Acyl-CoA 6-desaturase [1.14.19.3],0,0,0,5.69194,0,0
RXN-16133: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],18.3815,0,23.8433,122.011,69.2234,0
RXN-16135: (expasy) Enoyl-CoA hydratase [4.2.1.17],59.7111,52.0658,250.029,774.346,784.801,0
RXN-16137: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,45.4843,4.29481,170.509,88.2205,0
RXN-16138: (expasy) Phospholipase A(2) [3.1.1.4],0,0,9.74595,0,0,0
RXN-16139: (expasy) Phospholipase A(2) [3.1.1.4],0,0,9.74595,0,0,0
RXN-16153: (expasy) Very-long-chain 3-oxoacyl-CoA synthase [2.3.1.199],0,0,0,0,0,0
RXN-16155: (expasy) Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [4.2.1.134],0,0,0,0,0,15.3966
RXN-16165: (expasy) Methionine--tRNA ligase [6.1.1.10],72.7504,19.8994,102.251,214.239,65.7082,0
RXN-16190: (expasy) Glutamyl aminopeptidase [3.4.11.7],0,0,0,2.68192,0,0
RXN-16194: (expasy) Glutamyl aminopeptidase [3.4.11.7],0,0,0,2.68192,0,0
RXN-16201: (expasy) Glutamyl aminopeptidase [3.4.11.7],0,0,0,2.68192,0,0
RXN-16225: (expasy) Lysophospholipase [3.1.1.5],0,8.48635,5.78669,0,0,0
RXN-1623: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,0,50.0707,62.3347,31.5559,0
RXN-16248: (expasy) Alpha-L-rhamnosidase [3.2.1.40],0,0,0,3.51465,0,0
RXN-16249: (expasy) Alpha-L-rhamnosidase [3.2.1.40],0,0,0,3.51465,0,0
RXN-16250: (expasy) Alpha-L-rhamnosidase [3.2.1.40],0,0,0,3.51465,0,0
RXN-16296: (expasy) L-alanine--L-anticapsin ligase [6.3.2.49],0,0,0,7.78944,0,0
RXN-16322: (expasy) Nitronate monooxygenase [1.13.12.16],0,0,0,15.7449,0,0
RXN-16380: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],85.324,31.3323,0,211.391,139.606,0
RXN-16389: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],85.324,31.3323,0,211.391,139.606,0
RXN-16391: (expasy) Methylmalonyl-CoA epimerase [5.1.99.1],0,0,37.5954,24.8676,0,0
RXN-16393: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],85.324,31.3323,0,211.391,139.606,0
RXN-16401: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],85.324,31.3323,0,211.391,139.606,0
RXN-16402: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],85.324,31.3323,0,211.391,139.606,0
RXN-16418: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],85.324,31.3323,0,211.391,139.606,0
RXN-16427: (expasy) Molybdenum cofactor guanylyltransferase [2.7.7.77],0,0,6.795,50.9368,50.8302,0
RXN-16471: (expasy) Nitrate reductase (quinone) [1.7.5.1],0,0,0,8.06259,0,0
RXN-16483: (expasy) Iduronate-2-sulfatase [3.1.6.13],0,0,0,5.93362,0,0
RXN-16558: (expasy) Enoyl-CoA hydratase [4.2.1.17],59.7111,52.0658,250.029,774.346,784.801,0
RXN-16602: (expasy) Dolichyl-phosphate beta-D-mannosyltransferase [2.4.1.83],0,0,2.29985,14.1397,0,0
RXN-16614: (expasy) Trans-2-decenoyl-[acyl-carrier-protein] isomerase [5.3.3.14],21.9011,16.2606,49.7588,86.8341,155.319,0
RXN-16615: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41],37.0329,47.8823,210.764,239.576,240.701,0
RXN-16616: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],41.17,89.0478,271.288,437.468,418.142,0
RXN-16619: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],21.9011,16.2606,157.525,207.314,190.138,0
RXN-16620: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],20.7361,15.8357,167.759,247.519,33.7234,0
RXN-16621: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41],37.0329,47.8823,210.764,239.576,240.701,0
RXN-16622: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],41.17,89.0478,271.288,437.468,418.142,0
RXN-16623: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],21.9011,16.2606,157.525,207.314,190.138,0
RXN-16624: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],20.7361,15.8357,167.759,247.519,33.7234,0
RXN-16625: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41],37.0329,47.8823,210.764,239.576,240.701,0
RXN-16626: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],41.17,89.0478,271.288,437.468,418.142,0
RXN-16627: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],21.9011,16.2606,157.525,207.314,190.138,0
RXN-16628: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],20.7361,15.8357,167.759,247.519,33.7234,0
RXN-16629: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41],37.0329,47.8823,210.764,239.576,240.701,0
RXN-16630: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],41.17,89.0478,271.288,437.468,418.142,0
RXN-16631: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],21.9011,16.2606,157.525,207.314,190.138,0
RXN-16632: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],20.7361,15.8357,167.759,247.519,33.7234,0
RXN-16637: (expasy) Aminoacyl-tRNA hydrolase [3.1.1.29],0,14.3651,43.6947,125.433,45.3311,0
RXN-16647: (expasy) Monoglucosyldiacylglycerol epimerase [5.1.3.34],0,0,13.7354,3.38003,0,0
RXN-16649: (expasy) Serine-type D-Ala-D-Ala carboxypeptidase [3.4.16.4],0,0,18.7476,51.6392,0,0
RXN-16650: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129],15.9965,0,31.6673,123.596,0,1.85357
RXN-16653: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3],0,0,122.834,117.885,67.8604,0
RXN-16654: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3],0,0,122.834,117.885,67.8604,0
RXN-16655: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3],0,0,122.834,117.885,67.8604,0
RXN-16656: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3],0,0,122.834,117.885,67.8604,0
RXN-16659: (metacyc) peptidoglycan transpeptidase (Gram-negative bacteria) [3.4.16.4],0,0,18.7476,51.6392,0,0
RXN-16664: (expasy) Muramoyltetrapeptide carboxypeptidase [3.4.17.13],0,0,0,6.63544,0,0
RXN-16701: (expasy) 2-oxoglutarate reductase [1.1.1.399],0,0,14.3849,12.0611,0,0
RXN-16750: (expasy) 3-deoxy-D-manno-octulosonic acid kinase [2.7.1.166],0,0,0,12.3433,0,0
RXN-16759: (expasy) Holo-[acyl-carrier-protein] synthase [2.7.8.7],45.4707,35.9528,109.446,142.159,174.787,0
RXN-16788: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73],0,0,60.851,12.2409,0,0
RXN-16820: (expasy) tRNA-uridine 2-sulfurtransferase [2.8.1.13],0,0,27.3762,98.1359,39.0915,0
RXN-16937: (expasy) Flavin prenyltransferase [2.5.1.129],0,0,16.9343,29.2699,0,0
RXN-16938: (expasy) N-acetylmuramoyl-L-alanine amidase [3.5.1.28],0,0,67.386,49.3136,11.1282,0
RXN-16949: (expasy) 3-hydroxybenzoate 6-monooxygenase [1.14.13.24],0,0,0,5.21404,67.4163,0
RXN-16950: (expasy) 3-hydroxybenzoate 6-monooxygenase [1.14.13.24],0,0,0,5.21404,67.4163,0
RXN-16953: (expasy) Aryl-alcohol dehydrogenase [1.1.1.90],0,0,0,5.77985,31.4351,0
RXN-16954: (expasy) Aryl-alcohol dehydrogenase [1.1.1.90],0,0,0,5.77985,31.4351,0
RXN-17008: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,0,50.0707,62.3347,31.5559,0
RXN-17009: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,0,50.0707,62.3347,31.5559,0
RXN-17010: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,0,50.0707,62.3347,31.5559,0
RXN-17011: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,0,50.0707,62.3347,31.5559,0
RXN-17012: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,0,50.0707,62.3347,31.5559,0
RXN-17013: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,0,50.0707,62.3347,31.5559,0
RXN-17014: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,0,50.0707,62.3347,31.5559,0
RXN-17015: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,0,50.0707,62.3347,31.5559,0
RXN-17016: (expasy) Glycerol-3-phosphate 1-O-acyltransferase [2.3.1.15],0,0,0,42.2887,0,0
RXN-17017: (expasy) Glycerol-3-phosphate 1-O-acyltransferase [2.3.1.15],0,0,0,42.2887,0,0
RXN-17018: (expasy) Glycerol-3-phosphate 1-O-acyltransferase [2.3.1.15],0,0,0,42.2887,0,0
RXN-17019: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,0,50.0707,62.3347,31.5559,0
RXN-17020: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,0,50.0707,62.3347,31.5559,0
RXN-17021: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,0,50.0707,62.3347,31.5559,0
RXN-17022: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,0,50.0707,62.3347,31.5559,0
RXN-17023: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,0,50.0707,62.3347,31.5559,0
RXN-17024: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,0,50.0707,62.3347,31.5559,0
RXN-17082: (expasy) UDP-N-acetylbacillosamine transaminase [2.6.1.34],0,0,0,0,0,0
RXN-17097: (expasy) 6-deoxy-6-sulfo-D-gluconate dehydratase [4.2.1.162],0,0,0,0,0,0
RXN-17099: (expasy) Penicillin amidase [3.5.1.11],0,0,0,3.66842,0,0
RXN-17110: (expasy) Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [4.2.1.134],0,0,0,0,0,15.3966
RXN-17112: (expasy) Acyl-CoA 6-desaturase [1.14.19.3],0,0,0,5.69194,0,0
RXN-17114: (expasy) Enoyl-CoA hydratase [4.2.1.17],59.7111,52.0658,250.029,774.346,784.801,0
RXN-17116: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,45.4843,4.29481,170.509,88.2205,0
RXN-17128: (expasy) Hydroxysqualene dehydroxylase [1.17.8.1],0,0,0,0,37.2017,0
RXN-17129: (expasy) Hydroxysqualene synthase [4.2.3.156],0,0,0,0,0,0
RXN-17150: (expasy) Arylformamidase [3.5.1.9],0,27.2449,0,7.80673,0,0
"RXN-17339: (expasy) Biphenyl 2,3-dioxygenase [1.14.12.18]",0,0,0,10.381,0,0
"RXN-17340: (expasy) Cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase [1.3.1.56]",0,0,0,4.75733,0,0
"RXN-17341: (expasy) Biphenyl 2,3-dioxygenase [1.14.12.18]",0,0,0,10.381,0,0
"RXN-17342: (expasy) Cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase [1.3.1.56]",0,0,0,4.75733,0,0
"RXN-17343: (expasy) Biphenyl-2,3-diol 1,2-dioxygenase [1.13.11.39]",0,0,91.3025,24.6239,0,0
"RXN-17344: (expasy) Biphenyl-2,3-diol 1,2-dioxygenase [1.13.11.39]",0,0,91.3025,24.6239,0,0
RXN-17352: (expasy) Peroxidase [1.11.1.7],14.3136,0,8.27642,7.47302,0,0
RXN-17357: (expasy) Aerobic carbon monoxide dehydrogenase [1.2.5.3],0,0,17.0399,25.7882,0,0
RXN-17362: (expasy) Signal peptidase II [3.4.23.36],0,72.7744,41.589,82.548,61.585,0
RXN-17421: NO_NAME,0,0,0,5.52115,0,0
RXN-17425: (expasy) Chlorophyllide a reductase [1.3.7.15],0,0,6.28303,38.9262,20.8976,0
RXN-17428: (expasy) Geranylgeranyl diphosphate reductase [1.3.1.83],0,0,59.0403,11.7341,26.319,0
RXN-17475: (expasy) Enoyl-CoA hydratase [4.2.1.17],59.7111,52.0658,250.029,774.346,784.801,0
RXN-17485: (expasy) Ferredoxin:protochlorophyllide reductase (ATP-dependent) [1.3.7.7],0,111.233,64.8793,51.8562,0,0
