Gene_Family,072023_Carolina_2023_Baya_057_SSID_S7,072023_Carolina_2023_Baya_059_SSID_S8,072023_Carolina_2023_Baya_061_SSID_S5,072023_Carolina_2023_Baya_063_SSID_S6,122021_Coralina_2021_Baya_019_SSID1_S46,122021_Coralina_2021_Baya_021_SSID2_S36
"RXN-17523: (expasy) Heme oxygenase (biliverdin-producing, ferredoxin) [1.14.15.20]",0,0,126.364,6.5061,57.093,0
RXN-17525: (expasy) D-2-hydroxyacid dehydrogenase (NADP(+)) [1.1.1.272],0,0,0,3.25199,0,0
RXN-17589: (expasy) Soluble epoxide hydrolase [3.3.2.10],0,0,0,4.81853,0,0
RXN-17607: (expasy) Nitrilase [3.5.5.1],0,0,0,7.76261,0,0
RXN-17608: (expasy) Amidase [3.5.1.4],35.0919,0,130.323,74.1009,275.439,3.19083
RXN-17609: (expasy) Nitrile hydratase [4.2.1.84],0,0,0,68.2616,0,0
RXN-17617: (expasy) Soluble epoxide hydrolase [3.3.2.10],0,0,0,4.81853,0,0
RXN-17627: (expasy) Unspecific monooxygenase [1.14.14.1],0,0,0,0,0,16.2361
RXN-17645: (expasy) Alpha-methylacyl-CoA racemase [5.1.99.4],0,0,0,3.32897,0,0
RXN-17678: (expasy) Dihydroflavanol 4-reductase [1.1.1.219],0,0,0,0,0,0
RXN-17729: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],0,0,50.0707,62.3347,31.5559,0
RXN-17735: (expasy) Phospholipase A(2) [3.1.1.4],0,0,9.74595,0,0,0
RXN-17736: (expasy) Phospholipase A(2) [3.1.1.4],0,0,9.74595,0,0,0
RXN-17762: (expasy) D-erythrulose 4-phosphate isomerase [5.3.1.34],0,0,0,14.9429,0,0
RXN-17772: (expasy) L-erythrulose 1-phosphate isomerase [5.3.1.33],0,0,0,1.78723,0,0
RXN-17775: (expasy) Long-chain-acyl-CoA dehydrogenase [1.3.8.8],0,0,11.7358,13.8731,0,0
RXN-17776: (expasy) Enoyl-CoA hydratase [4.2.1.17],59.7111,52.0658,250.029,774.346,784.801,0
RXN-17777: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],18.3815,0,23.8433,122.011,69.2234,0
RXN-17778: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,45.4843,4.29481,170.509,88.2205,0
RXN-17779: (expasy) Long-chain-acyl-CoA dehydrogenase [1.3.8.8],0,0,11.7358,13.8731,0,0
RXN-17780: (expasy) Enoyl-CoA hydratase [4.2.1.17],59.7111,52.0658,250.029,774.346,784.801,0
RXN-17781: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],18.3815,0,23.8433,122.011,69.2234,0
RXN-17782: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,45.4843,4.29481,170.509,88.2205,0
RXN-17783: (expasy) Long-chain-acyl-CoA dehydrogenase [1.3.8.8],0,0,11.7358,13.8731,0,0
RXN-17785: (expasy) Enoyl-CoA hydratase [4.2.1.17],59.7111,52.0658,250.029,774.346,784.801,0
RXN-17786: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],18.3815,0,23.8433,122.011,69.2234,0
RXN-17787: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,45.4843,4.29481,170.509,88.2205,0
RXN-17789: (expasy) Enoyl-CoA hydratase [4.2.1.17],59.7111,52.0658,250.029,774.346,784.801,0
RXN-17790: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],18.3815,0,23.8433,122.011,69.2234,0
RXN-17791: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,45.4843,4.29481,170.509,88.2205,0
RXN-17793: (expasy) Enoyl-CoA hydratase [4.2.1.17],59.7111,52.0658,250.029,774.346,784.801,0
RXN-17794: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],18.3815,0,23.8433,122.011,69.2234,0
RXN-17795: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,45.4843,4.29481,170.509,88.2205,0
RXN-17797: (expasy) Enoyl-CoA hydratase [4.2.1.17],59.7111,52.0658,250.029,774.346,784.801,0
RXN-17798: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],18.3815,0,23.8433,122.011,69.2234,0
RXN-17799: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,45.4843,4.29481,170.509,88.2205,0
RXN-17801: (expasy) Ubiquinol oxidase (H(+)-transporting) [7.1.1.3],0,0,0,0,0,0
RXN-17808: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3],0,0,122.834,117.885,67.8604,0
RXN-17809: (expasy) Cyclic pyranopterin monophosphate synthase [4.6.1.17],0,0,102.328,137.758,85.5725,0
RXN-17813: (expasy) Methanethiol S-methyltransferase [2.1.1.334],0,0,0,8.81624,0,0
RXN-17824: (expasy) Methylated-DNA--[protein]-cysteine S-methyltransferase [2.1.1.63],26.1361,0,7.96002,89.9254,19.8972,0
RXN-17830: (expasy) Alpha-galactosidase [3.2.1.22],0,0,10.7637,25.2241,0,0
RXN-17846: (expasy) Lysine/arginine leucyltransferase [2.3.2.6],22.4247,25.0164,68.3484,96.7965,58.0648,0
RXN-17847: (expasy) Lysine/arginine leucyltransferase [2.3.2.6],22.4247,25.0164,68.3484,96.7965,58.0648,0
RXN-17848: (expasy) Lysine/arginine leucyltransferase [2.3.2.6],22.4247,25.0164,68.3484,96.7965,58.0648,0
RXN-17873: (expasy) Methionyl aminopeptidase [3.4.11.18],18.5501,18.6725,177.687,184.762,38.8972,0
RXN-17874: (expasy) Methionyl aminopeptidase [3.4.11.18],18.5501,18.6725,177.687,184.762,38.8972,0
RXN-17875: (expasy) Methionyl aminopeptidase [3.4.11.18],18.5501,18.6725,177.687,184.762,38.8972,0
RXN-17876: (expasy) Methionyl aminopeptidase [3.4.11.18],18.5501,18.6725,177.687,184.762,38.8972,0
RXN-17877: (expasy) Methionyl aminopeptidase [3.4.11.18],18.5501,18.6725,177.687,184.762,38.8972,0
RXN-17878: (expasy) Methionyl aminopeptidase [3.4.11.18],18.5501,18.6725,177.687,184.762,38.8972,0
RXN-17884: (expasy) S-(hydroxymethyl)glutathione dehydrogenase [1.1.1.284],23.6822,39.3624,83.916,98.3945,82.1665,0
RXN-17888: (expasy) Arginyltransferase [2.3.2.8],0,0,24.9959,50.6521,0,0
RXN-17889: (expasy) Arginyltransferase [2.3.2.8],0,0,24.9959,50.6521,0,0
RXN-17890: (expasy) Arginyltransferase [2.3.2.8],0,0,24.9959,50.6521,0,0
RXN-17891: (expasy) Arginyltransferase [2.3.2.8],0,0,24.9959,50.6521,0,0
RXN-17892: (expasy) Acylaminoacyl-peptidase [3.4.19.1],0,0,0,10.6227,0,0
RXN-17893: (expasy) Acylaminoacyl-peptidase [3.4.19.1],0,0,0,10.6227,0,0
RXN-17898: (expasy) Aspartate/glutamate leucyltransferase [2.3.2.29],0,0,8.3589,11.1267,0,0
RXN-17899: (expasy) Aspartate/glutamate leucyltransferase [2.3.2.29],0,0,8.3589,11.1267,0,0
RXN-17905: (expasy) 3'-phosphate/5'-hydroxy nucleic acid ligase [6.5.1.8],0,0,0,1.07942,0,0
RXN-17951: (expasy) Glycine oxidase [1.4.3.19],0,0,4.42848,12.4154,0,0
RXN-17954: (expasy) Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase [2.7.8.37],0,0,0,19.0466,0,0
RXN-17955: (expasy) Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase [3.6.1.63],0,0,0,6.60605,0,0
RXN-17956: (expasy) Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P-lyase [4.7.1.1],0,0,40.3818,34.8209,64.1071,0
RXN-17957: (expasy) Alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase [2.7.8.37],0,0,0,19.0466,0,0
RXN-17958: (expasy) Alpha-D-ribose 1-methylphosphonate 5-triphosphate diphosphatase [3.6.1.63],0,0,0,6.60605,0,0
RXN-17959: (expasy) Alpha-D-ribose 1-methylphosphonate 5-phosphate C-P-lyase [4.7.1.1],0,0,40.3818,34.8209,64.1071,0
RXN-18082: (expasy) Beta-N-acetylhexosaminidase [3.2.1.52],0,0,35.0515,54.9305,0,0
RXN-18092: (expasy) Gamma-glutamyltransferase [2.3.2.2],0,0,119.936,154.846,89.5479,0
RXN-18212: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13],0,0,0,7.6419,0,0
RXN-18229: (expasy) Nitrilase [3.5.5.1],0,0,0,7.76261,0,0
RXN-1823: (expasy) Alpha-amylase [3.2.1.1],0,0,37.3569,43.5082,0,0
RXN-1824: (expasy) Pullulanase [3.2.1.41],0,0,0,5.55782,0,0
RXN-1826: (expasy) Glycogen phosphorylase [2.4.1.1],0,12.9916,353.102,181.914,43.8277,4.77295
RXN-1827: (expasy) Beta-amylase [3.2.1.2],0,0,0,0,0,0
RXN-1828: (expasy) 4-alpha-glucanotransferase [2.4.1.25],0,0,0,35.8753,0,0
RXN-18305: (expasy) Alpha-maltose-1-phosphate synthase [2.4.1.342],0,0,0,4.85553,0,0
RXN-18345: (expasy) Biliverdin reductase [1.3.1.24],0,0,19.8293,0,0,0
RXN-18357: (expasy) Dihydrofolate reductase [1.5.1.3],11.4049,26.7298,34.8145,64.2718,97.8784,0
RXN-18388: (expasy) tRNA uracil 4-sulfurtransferase [2.8.1.4],0,20.4322,0,10.2596,0,0
RXN-18402: (expasy) Glutathionyl-hydroquinone reductase [1.8.5.7],0,0,8.00013,10.5871,0,0
RXN-18403: (expasy) Glutathionyl-hydroquinone reductase [1.8.5.7],0,0,8.00013,10.5871,0,0
RXN-18405: (expasy) Glutathione transferase [2.5.1.18],0,0,144.763,222.163,62.5714,0
RXN-18406: (expasy) Glutathionyl-hydroquinone reductase [1.8.5.7],0,0,8.00013,10.5871,0,0
RXN-18407: (expasy) Glutathione transferase [2.5.1.18],0,0,144.763,222.163,62.5714,0
RXN-1841: (expasy) Fructan beta-fructosidase [3.2.1.80],0,0,0,4.15532,0,0
RXN-18435: (expasy) DNA-formamidopyrimidine glycosylase [3.2.2.23],22.5219,0,82.1276,115.769,88.3259,0
RXN-18446: (expasy) Acetate--CoA ligase [6.2.1.1],182.853,102.309,291.998,443.604,324.799,0
RXN-18447: (expasy) Acetate--CoA ligase [6.2.1.1],182.853,102.309,291.998,443.604,324.799,0
RXN-18448: (expasy) Acetate--CoA ligase [6.2.1.1],182.853,102.309,291.998,443.604,324.799,0
"RXN-18500: (expasy) 2,4-diaminopentanoate dehydrogenase [1.4.1.12]",0,0,0,0,0,0
RXN-18503: (expasy) Cis-l-3-hydroxyproline dehydratase [4.2.1.171],0,0,0,3.75258,0,0
RXN-18510: (expasy) Riboflavin kinase [2.7.1.26],0,0,33.5518,57.4832,15.5167,0
RXN-18511: (expasy) FAD synthase [2.7.7.2],0,0,23.4161,49.2753,15.5167,0
RXN-18585: (expasy) Isobutyryl-CoA mutase [5.4.99.13],0,0,0,33.3231,0,0
RXN-18590: (expasy) L-threonate 2-dehydrogenase [1.1.1.411],0,0,0,0,0,0
RXN-18594: (expasy) 3-dehydrotetronate 4-kinase [2.7.1.217],0,0,0,0,14.1712,0
RXN-18595: (expasy) 3-dehydrotetronate 4-kinase [2.7.1.217],0,0,0,0,14.1712,0
RXN-18600: (expasy) 4-phospho-D-threonate 3-dehydrogenase [1.1.1.408],0,0,0,7.60672,0,0
RXN-18602: (expasy) Cystathionine gamma-synthase [2.5.1.48],11.9622,29.8377,6.99881,98.6368,30.4264,0
RXN-18605: (expasy) Nitrite reductase (cytochrome; ammonia-forming) [1.7.2.2],0,0,6.5234,61.2472,0,0
RXN-18693: (expasy) tRNA-uridine 2-sulfurtransferase [2.8.1.13],0,0,27.3762,98.1359,39.0915,0
RXN-18694: (expasy) Molybdopterin synthase [2.8.1.12],23.4219,0,44.5332,26.3002,56.8726,0
RXN-18696: (expasy) Deaminated glutathione amidase [3.5.1.128],0,0,33.5844,5.81742,0,0
RXN-18751: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8],0,0,10.5094,15.5563,0,0
RXN-18752: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8],0,0,10.5094,15.5563,0,0
"RXN-18777: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]",0,0,115.314,77.5748,0,0
RXN-18796: (expasy) L-cysteine S-thiosulfotransferase [2.8.5.2],0,0,5.91005,7.98683,80.4676,0
RXN-18814: (expasy) S-(hydroxymethyl)mycothiol dehydrogenase [1.1.1.306],0,0,0,6.39599,0,0
RXN-18846: (expasy) Beta-glucosidase [3.2.1.21],0,0,50.3091,32.5963,32.89,0
"RXN-18853: (expasy) 3,6-anhydro-alpha-L-galactose dehydrogenase [1.2.1.92]",0,0,0,3.63715,0,0
RXN-18913: (expasy) Alpha-mannosidase [3.2.1.24],0,0,6.63915,2.95122,0,0
RXN-18933: (expasy) Microsomal epoxide hydrolase [3.3.2.9],0,0,11.1403,4.98705,0,0
RXN-18934: (expasy) Microsomal epoxide hydrolase [3.3.2.9],0,0,11.1403,4.98705,0,0
RXN-18935: (expasy) Acylglycerol lipase [3.1.1.23],0,0,0,5.79728,0,0
RXN-18936: (expasy) Microsomal epoxide hydrolase [3.3.2.9],0,0,11.1403,4.98705,0,0
RXN-19024: (expasy) Glutathione-specific gamma-glutamylcyclotransferase [4.3.2.7],0,0,44.0283,70.5821,94.5044,0
RXN-19025: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3],0,0,56.6848,50.8473,0,0
RXN-19026: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3],0,0,56.6848,50.8473,0,0
RXN-19038: (expasy) Cystathionine beta-synthase [4.2.1.22],0,0,43.2042,61.2161,0,0
RXN-19040: (expasy) Thiosulfate sulfurtransferase [2.8.1.1],0,0,8.78823,8.63306,0,0
RXN-19060: NO_NAME,0,0,70.0911,0,0,0
RXN-19119: NO_NAME,0,0,70.0911,0,0,0
RXN-19120: NO_NAME,0,0,70.0911,0,0,0
RXN-19129: (expasy) Peroxidase [1.11.1.7],14.3136,0,8.27642,7.47302,0,0
"RXN-19141: (expasy) 9,9'-di-cis-zeta-carotene desaturase [1.3.5.6]",0,0,0,3.55679,0,0
"RXN-19142: (expasy) 9,9'-di-cis-zeta-carotene desaturase [1.3.5.6]",0,0,0,3.55679,0,0
RXN-19229: (expasy) 5-amino-6-(D-ribitylamino)uracil--L-tyrosine 4-hydroxyphenyl transferase [2.5.1.147],0,0,37.9543,0,0,0
"RXN-19230: (expasy) 7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase [4.3.1.32]",0,0,23.3989,6.2307,0,0
RXN-19236: (expasy) Protein-glutamine gamma-glutamyltransferase [2.3.2.13],0,0,0,0,28.272,0
RXN-19239: (expasy) (6-4)DNA photolyase [4.1.99.13],0,0,0,0,0,0
RXN-19240: (expasy) (6-4)DNA photolyase [4.1.99.13],0,0,0,0,0,0
RXN-19241: (expasy) (6-4)DNA photolyase [4.1.99.13],0,0,0,0,0,0
RXN-19242: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3],0,0,56.6848,50.8473,0,0
RXN-19243: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3],0,0,56.6848,50.8473,0,0
RXN-19244: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3],0,0,56.6848,50.8473,0,0
RXN-19245: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3],0,0,56.6848,50.8473,0,0
RXN-19246: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3],0,0,56.6848,50.8473,0,0
RXN-19247: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3],0,0,56.6848,50.8473,0,0
RXN-19248: (expasy) Deoxyribodipyrimidine photo-lyase [4.1.99.3],0,0,56.6848,50.8473,0,0
RXN-19249: (expasy) Serine-type D-Ala-D-Ala carboxypeptidase [3.4.16.4],0,0,18.7476,51.6392,0,0
RXN-19253: (expasy) Serine-type D-Ala-D-Ala carboxypeptidase [3.4.16.4],0,0,18.7476,51.6392,0,0
RXN-19256: (expasy) Serine-type D-Ala-D-Ala carboxypeptidase [3.4.16.4],0,0,18.7476,51.6392,0,0
RXN-19295: (expasy) Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [2.4.2.21],0,0,26.4923,36.4125,0,0
RXN-19296: (expasy) Adenosylcobinamide-GDP ribazoletransferase [2.7.8.26],0,0,43.9466,30.1638,26.6409,0
RXN-19297: (expasy) Adenosylcobinamide-GDP ribazoletransferase [2.7.8.26],0,0,43.9466,30.1638,26.6409,0
RXN-19298: (expasy) Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [2.4.2.21],0,0,26.4923,36.4125,0,0
RXN-19299: (expasy) Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [2.4.2.21],0,0,26.4923,36.4125,0,0
RXN-19300: (expasy) Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [2.4.2.21],0,0,26.4923,36.4125,0,0
RXN-19301: (expasy) Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [2.4.2.21],0,0,26.4923,36.4125,0,0
RXN-19302: (expasy) Adenosylcobinamide-GDP ribazoletransferase [2.7.8.26],0,0,43.9466,30.1638,26.6409,0
RXN-19303: (expasy) Adenosylcobinamide-GDP ribazoletransferase [2.7.8.26],0,0,43.9466,30.1638,26.6409,0
RXN-19304: (expasy) Adenosylcobinamide-GDP ribazoletransferase [2.7.8.26],0,0,43.9466,30.1638,26.6409,0
RXN-19305: (expasy) Adenosylcobinamide-GDP ribazoletransferase [2.7.8.26],0,0,43.9466,30.1638,26.6409,0
RXN-19306: (expasy) Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [2.4.2.21],0,0,26.4923,36.4125,0,0
RXN-19307: (expasy) Adenosylcobinamide-GDP ribazoletransferase [2.7.8.26],0,0,43.9466,30.1638,26.6409,0
RXN-19308: (expasy) Adenosylcobinamide-GDP ribazoletransferase [2.7.8.26],0,0,43.9466,30.1638,26.6409,0
RXN-19310: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73],0,0,60.851,12.2409,0,0
RXN-19311: (expasy) Lysophospholipase [3.1.1.5],0,8.48635,5.78669,0,0,0
RXN-19312: (expasy) Lysophospholipase [3.1.1.5],0,8.48635,5.78669,0,0,0
RXN-19313: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73],0,0,60.851,12.2409,0,0
RXN-19314: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73],0,0,60.851,12.2409,0,0
RXN-19315: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73],0,0,60.851,12.2409,0,0
RXN-19316: (expasy) Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [2.4.2.21],0,0,26.4923,36.4125,0,0
RXN-19318: (expasy) Adenosylcobinamide-GDP ribazoletransferase [2.7.8.26],0,0,43.9466,30.1638,26.6409,0
RXN-19319: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73],0,0,60.851,12.2409,0,0
RXN-19320: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73],0,0,60.851,12.2409,0,0
RXN-19322: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73],0,0,60.851,12.2409,0,0
RXN-19323: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73],0,0,60.851,12.2409,0,0
RXN-19324: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73],0,0,60.851,12.2409,0,0
RXN-19326: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73],0,0,60.851,12.2409,0,0
RXN-19328: (expasy) Microsomal epoxide hydrolase [3.3.2.9],0,0,11.1403,4.98705,0,0
RXN-19329: (expasy) Dihydrofolate reductase [1.5.1.3],11.4049,26.7298,34.8145,64.2718,97.8784,0
RXN-19335: (expasy) Corrinoid adenosyltransferase [2.5.1.17],0,0,106.471,128.479,41.6164,0
RXN-19339: (expasy) Corrinoid adenosyltransferase [2.5.1.17],0,0,106.471,128.479,41.6164,0
RXN-19352: (expasy) Microsomal epoxide hydrolase [3.3.2.9],0,0,11.1403,4.98705,0,0
RXN-19355: (expasy) RBR-type E3 ubiquitin transferase [2.3.2.31],0,0,0,0,0,8.72866
RXN-19358: (expasy) Glucuronosyltransferase [2.4.1.17],0,0,0,0,0,40.894
RXN-19359: (expasy) Glucuronosyltransferase [2.4.1.17],0,0,0,0,0,40.894
RXN-19360: (expasy) Glucuronosyltransferase [2.4.1.17],0,0,0,0,0,40.894
RXN-19361: (expasy) Glucuronosyltransferase [2.4.1.17],0,0,0,0,0,40.894
RXN-19368: (expasy) Corrinoid adenosyltransferase [2.5.1.17],0,0,106.471,128.479,41.6164,0
RXN-19369: (expasy) Corrinoid adenosyltransferase [2.5.1.17],0,0,106.471,128.479,41.6164,0
RXN-19378: (expasy) Alpha-L-fucosidase [3.2.1.51],0,0,9.46278,0,0,0
RXN-19379: (expasy) Alpha-L-fucosidase [3.2.1.51],0,0,9.46278,0,0,0
RXN-19391: (expasy) Flavin-containing monooxygenase [1.14.13.8],0,0,18.0372,0,0,14.2054
RXN-19392: (expasy) Flavin-containing monooxygenase [1.14.13.8],0,0,18.0372,0,0,14.2054
RXN-19393: (expasy) Flavin-containing monooxygenase [1.14.13.8],0,0,18.0372,0,0,14.2054
RXN-19394: (expasy) Flavin-containing monooxygenase [1.14.13.8],0,0,18.0372,0,0,14.2054
RXN-19477: (expasy) Holo-[acyl-carrier-protein] synthase [2.7.8.7],45.4707,35.9528,109.446,142.159,174.787,0
RXN-19490: (expasy) Formyl-CoA transferase [2.8.3.16],0,40.6516,42.7387,105.298,165.664,0
RXN-19493: (expasy) Holo-[acyl-carrier-protein] synthase [2.7.8.7],45.4707,35.9528,109.446,142.159,174.787,0
RXN-19544: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13],0,0,0,7.6419,0,0
RXN-19547: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13],0,0,0,7.6419,0,0
RXN-19550: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13],0,0,0,7.6419,0,0
RXN-19552: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13],0,0,0,7.6419,0,0
RXN-19554: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13],0,0,0,7.6419,0,0
RXN-19556: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13],0,0,0,7.6419,0,0
RXN-19558: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13],0,0,0,7.6419,0,0
RXN-19560: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13],0,0,0,7.6419,0,0
RXN-19562: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13],0,0,0,7.6419,0,0
RXN-19572: (expasy) Glutathione gamma-glutamate hydrolase [3.4.19.13],0,0,0,3.61915,0,0
RXN-19573: (expasy) Glutathione transferase [2.5.1.18],0,0,144.763,222.163,62.5714,0
RXN-19574: (expasy) Glutathione gamma-glutamate hydrolase [3.4.19.13],0,0,0,3.61915,0,0
RXN-19578: (expasy) Glutathione gamma-glutamate hydrolase [3.4.19.13],0,0,0,3.61915,0,0
RXN-19583: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13],0,0,0,7.6419,0,0
RXN-19586: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13],0,0,0,7.6419,0,0
RXN-19596: (expasy) Cysteine-S-conjugate beta-lyase [4.4.1.13],0,0,0,7.6419,0,0
RXN-19600: (expasy) Glutathione transferase [2.5.1.18],0,0,144.763,222.163,62.5714,0
RXN-19601: (expasy) Glutathione transferase [2.5.1.18],0,0,144.763,222.163,62.5714,0
RXN-19602: (expasy) Glutathione gamma-glutamate hydrolase [3.4.19.13],0,0,0,3.61915,0,0
RXN-19604: (expasy) Glutathione gamma-glutamate hydrolase [3.4.19.13],0,0,0,3.61915,0,0
RXN-19607: (expasy) Glutathione gamma-glutamate hydrolase [3.4.19.13],0,0,0,3.61915,0,0
RXN-19608: (expasy) Glutathione gamma-glutamate hydrolase [3.4.19.13],0,0,0,3.61915,0,0
RXN-1961: (expasy) tRNA(Ile)-lysidine synthetase [6.3.4.19],0,0,0,43.8806,29.4853,0
RXN-19610: (expasy) Glutathione transferase [2.5.1.18],0,0,144.763,222.163,62.5714,0
RXN-19611: (expasy) Glutathione transferase [2.5.1.18],0,0,144.763,222.163,62.5714,0
RXN-19618: (expasy) Trimethylamine-N-oxide reductase [1.7.2.3],0,0,13.6337,15.0943,11.1742,0
RXN-19619: (expasy) Trimethylamine-N-oxide reductase [1.7.2.3],0,0,13.6337,15.0943,11.1742,0
RXN-19626: (expasy) Glutathione transferase [2.5.1.18],0,0,144.763,222.163,62.5714,0
RXN-19627: (expasy) Glutathione gamma-glutamate hydrolase [3.4.19.13],0,0,0,3.61915,0,0
RXN-19629: (expasy) Protein-disulfide reductase (glutathione) [1.8.4.2],0,0,0,0,0,0
RXN-19631: (expasy) Lactate 2-monooxygenase [1.13.12.4],0,0,5.3091,5.68222,0,0
RXN-19667: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163],0,20.0839,115.518,202.992,125.827,2.228
"RXN-19668: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]",0,0,4.38381,46.5986,26.7168,0
RXN-19671: (expasy) NAD(P)H dehydrogenase (quinone) [1.6.5.2],0,0,22.0998,35.6567,29.1984,0
RXN-19726: (expasy) D-aminoacyl-tRNA deacylase [3.1.1.96],51.9168,56.0831,155.576,249.319,47.3064,0
RXN-19727: (expasy) D-aminoacyl-tRNA deacylase [3.1.1.96],51.9168,56.0831,155.576,249.319,47.3064,0
RXN-19728: (expasy) D-aminoacyl-tRNA deacylase [3.1.1.96],51.9168,56.0831,155.576,249.319,47.3064,0
RXN-19729: (expasy) D-aminoacyl-tRNA deacylase [3.1.1.96],51.9168,56.0831,155.576,249.319,47.3064,0
RXN-19732: (expasy) Glutathione gamma-glutamate hydrolase [3.4.19.13],0,0,0,3.61915,0,0
RXN-19736: (expasy) Oxaloacetate decarboxylase (Na(+) extruding) [7.2.4.2],0,0,0,17.9278,0,0
RXN-19740: (expasy) Haloalkane dehalogenase [3.8.1.5],52.9386,31.4151,88.5285,199.974,28.1832,3.147
RXN-19748: (expasy) Malate dehydrogenase (decarboxylating) [1.1.1.39],0,0,0,15.2245,0,0
RXN-19751: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],85.324,31.3323,0,211.391,139.606,0
RXN-19765: (expasy) Beta-galactosidase [3.2.1.23],55.696,23.5094,27.5979,15.0403,15.6201,0
RXN-19770: (expasy) Aspartate 4-decarboxylase [4.1.1.12],0,0,0,6.23073,0,0
RXN-19800: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,45.4843,4.29481,170.509,88.2205,0
RXN-19802: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119],0,0,18.1199,0,0,0
RXN-19803: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],18.3815,0,23.8433,122.011,69.2234,0
RXN-19804: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,45.4843,4.29481,170.509,88.2205,0
RXN-19895: (expasy) 3-(aryl)acryloyl-CoA:(R)-3-(aryl)lactate CoA-transferase [2.8.3.17],21.5371,20.6484,0,0.991679,27.2881,0
