,Gene_Family,072023_Carolina_2023_Baya_052_DCYL_S9,072023_Carolina_2023_Baya_053_MCAV_S3,072023_Carolina_2023_Baya_055_MCAV_S4,072023_Carolina_2023_Baya_057_SSID_S7,072023_Carolina_2023_Baya_059_SSID_S8,072023_Carolina_2023_Baya_061_SSID_S5,072023_Carolina_2023_Baya_063_SSID_S6,072023_Carolina_2023_Baya_065_DCYL_S1,072023_Carolina_2023_Baya_066_DCYL_S2,122021_Coralina_2021_Baya_001_DCYL_S24,122021_Coralina_2021_Baya_003_MCAV_S27,122021_Coralina_2021_Baya_005_MCAV_S28,122021_Coralina_2021_Baya_007_MCAV_S29,122021_Coralina_2021_Baya_009_DCYL_S25,122021_Coralina_2021_Baya_010_DCYL_S26,122021_Coralina_2021_Baya_017_MCAV_S30,122021_Coralina_2021_Baya_019_SSID1_S46,122021_Coralina_2021_Baya_021_SSID2_S36,122021_Coralina_2021_Baya_023_MCAV_S31
1664,FORMYLTHFGLUSYNTH-RXN: (expasy) Tetrahydrofolate synthase [6.3.2.17],0,0,81.9015,0,0,0,22.2293,0,0,0,0,0,0,0,0,0,0,0,0
1666,"FPPSYN-RXN: (expasy) (2E,6E)-farnesyl diphosphate synthase [2.5.1.10]",0.897348,0,92.342,0,0,42.7608,43.5787,0,67.3173,55.1574,0,40.2709,0,84.7058,0,0,0,0,0
1668,FRUCTOKINASE-RXN: (expasy) Fructokinase [2.7.1.4],0,0,56.2206,0,0,8.05492,26.0115,0,16.0541,0,0,0,0,0,0,0,0,0,0
1670,FRUCTOSE-5-DEHYDROGENASE-RXN: (expasy) Fructose 5-dehydrogenase [1.1.99.11],0,0,0,0,0,0,2.4437,0,0,0,0,0,0,0,0,0,0,0,0
1672,FRUCTOSE-6-PHOSPHATE-PHOSPHOKETOLASE-RXN: (expasy) Fructose-6-phosphate phosphoketolase [4.1.2.22],0,0,0,0,0,135.152,37.0985,0,133.518,0,0,0,0,0,0,0,0,0,0
1674,FTRMBARK-RXN: (expasy) Formylmethanofuran--tetrahydromethanopterin N-formyltransferase [2.3.1.101],0,0,0,0,0,0,17.7389,0,0,0,0,0,0,0,0,0,0,0,0
1676,FUCISOM-RXN: (expasy) L-fucose isomerase [5.3.1.25],0,0,34.9231,0,0,0,10.8117,0,0,0,0,0,0,0,0,0,0,0,0
1678,FUCPALDOL-RXN: (expasy) L-fuculose-phosphate aldolase [4.1.2.17],0.588425,0,13.9085,0,0,12.0203,59.6362,0,38.784,0,0,0,0,0,116.228,0,29.049,0,0
1680,FUMARYLACETOACETASE-RXN: (expasy) Fumarylacetoacetase [3.7.1.2],0,0,9.01413,0,0,0,31.6689,0,0,0,0,0,0,0,0,0,0,0,0
1682,FUMHYDR-RXN: (expasy) Fumarate hydratase [4.2.1.2],0,28.8329,172.795,19.815,61.7291,70.4104,222.489,0,27.1472,0,0,63.3778,61.2998,293.78,0,0,25.2974,0,0
1685,GABATRANSAM-RXN: (expasy) 4-aminobutyrate--2-oxoglutarate transaminase [2.6.1.19],2.97112,63.3784,34.7513,0,0,13.1757,62.9552,0,40.593,0,0,0,0,0,0,0,0,0,0
1687,GALACTARDEHYDRA-RXN: (expasy) Galactarate dehydratase [4.2.1.42],0,0,0,0,0,0,7.42459,0,0,89.7097,0,0,0,0,0,0,0,0,0
1689,GALACTOKIN-RXN: (expasy) Galactokinase [2.7.1.6],0,0,28.0912,0,0,0,4.67474,0,0,0,0,0,0,0,0,0,0,0,0
1691,GALACTONDEHYDRAT-RXN: (expasy) AMBIGUOUS [4.2.1.140; 4.2.1.6],0,0,66.3896,0,0,31.9783,38.5387,0,0,0,0,0,0,0,0,0,0,0,0
1693,GALACTURIDYLYLTRANS-RXN: (expasy) UDP-glucose--hexose-1-phosphate uridylyltransferase [2.7.7.12],0,0,50.4721,0,0,53.0487,36.9477,0,0,0,0,0,0,0,0,0,13.9526,0,0
1695,GALACTUROISOM-RXN: (expasy) Glucuronate isomerase [5.3.1.12],0,0,70.952,0,0,123.447,105.142,0,0,0,0,0,45.2729,0,0,0,19.3886,0,0
1698,GALLATE-DIOXYGENASE-RXN: (expasy) Gallate dioxygenase [1.13.11.57],0,0,0,0,0,12.3719,7.28732,0,0,0,0,0,0,0,0,0,0,0,0
1700,GALPMUT-RXN: (expasy) UDP-galactopyranose mutase [5.4.99.9],0,0,0,0,0,0,23.0542,0,0,0,0,0,0,0,0,0,0,0,0
1702,GAMMA-GLUTAMYLTRANSFERASE-RXN: (expasy) Gamma-glutamyltransferase [2.3.2.2],1.0395,26.4117,30.946,0,0,119.936,154.846,0,51.3897,65.2944,0,0,0,0,0,0,89.5479,0,0
1704,GAPDHSYNEC-RXN: (expasy) Glyceraldehyde-3-phosphate dehydrogenase (NAD(P)(+)) (phosphorylating) [1.2.1.59],0,0,0,0,0,0,20.8491,0,0,0,0,0,0,0,0,0,0,0,0
1706,GAPOXNPHOSPHN-RXN: (expasy) Glyceraldehyde-3-phosphate dehydrogenase (phosphorylating) [1.2.1.12],0.693261,0,186.781,102.882,96.9409,185.436,342.865,27.6188,198.982,40.0231,0,37.9574,0,83.5764,0,69.4386,301.603,2.69013,0
1709,GART-RXN: (expasy) Phosphoribosylglycinamide formyltransferase 1 [2.1.2.2],1.47174,0,73.3656,0,7.70495,36.3926,110.867,0,92.4807,0,0,0,101.296,0,0,0,75.9258,0,0
1712,GCVP-RXN: (expasy) Glycine dehydrogenase (aminomethyl-transferring) [1.4.4.2],1.16389,13.5417,224.619,124.865,21.4426,259.455,402.772,0,114.016,229.349,0,49.3114,43.7442,0,0,0,230.221,2.8927,0
1715,GCVT-RXN: (expasy) Aminomethyltransferase [2.1.2.10],0,0,167.001,71.9218,77.2097,160.987,245.416,43.604,241.621,132.898,0,60.4064,0,0,0,0,103.996,0,0
1717,GDP-MANNOSE-6-DEHYDROGENASE-RXN: (expasy) GDP-mannose 6-dehydrogenase [1.1.1.132],0,0,0,0,0,0,0,0,23.6249,0,0,0,0,0,0,0,0,0,0
1719,GDPKIN-RXN: (expasy) Nucleoside-diphosphate kinase [2.7.4.6],0,20.6201,120.889,81.8202,36.0515,149.789,221.954,0,30.555,239.322,0,25.3675,0,92.1799,80.714,116.168,96.4778,2.76693,0
1721,"GDPMANDEHYDRA-RXN: (expasy) GDP-mannose 4,6-dehydratase [4.2.1.47]",0,88.2934,60.4603,49.5192,0,119.918,143.404,0,88.3679,38.3698,0,44.1325,0,0,0,0,0,0,0
1723,GDPPYPHOSKIN-RXN: (expasy) GTP diphosphokinase [2.7.6.5],0,0,146.641,0,0,42.9251,112.302,0,36.6231,70.0259,0,0,0,0,0,0,37.9717,2.74045,0
1726,GDPREDUCT-RXN: (expasy) Ribonucleoside-diphosphate reductase [1.17.4.1],32.2457,33.7582,293.953,0,48.8066,91.6017,367.125,0,65.7081,133.595,0,46.3555,127.445,0,46.1223,53.2468,195.284,2.66397,76.1929
1729,GENTAMICIN-3-N-ACETYLTRANSFERASE-RXN: (expasy) Gentamicin 3-N-acetyltransferase [2.3.1.60],0,0,0,0,0,20.7954,2.70347,0,0,0,0,0,0,0,0,0,0,0,0
1731,GKI-RXN: (expasy) Glycerate 2-kinase [2.7.1.165],0,0,0,0,0,0,2.77275,0,0,0,0,0,0,0,0,0,0,0,0
1733,GLCNACPTRANS-RXN: (expasy) N-acetylglucosaminephosphotransferase [2.7.8.33],0,0,0,0,0,0,4.6425,0,0,0,0,0,0,0,0,0,0,0,0
1735,GLU6PDEHYDROG-RXN: (expasy) Glucose-6-phosphate dehydrogenase (NADP(+)) [1.1.1.49],1.49558,0,49.4294,0,19.32,57.9723,180.354,0,89.1982,58.3549,0,0,0,0,0,0,0,0,0
1738,GLUC1PADENYLTRANS-RXN: (expasy) Glucose-1-phosphate adenylyltransferase [2.7.7.27],0,120.161,59.2931,25.4728,43.22,191.691,192.87,0,32.5867,0,0,0,79.2276,0,0,0,30.5172,0,0
1741,GLUC1PURIDYLTRANS-RXN: (expasy) AMBIGUOUS [2.7.7.64; 2.7.7.9],0,0,167.941,21.48,0,64.4646,66.9547,0,79.9945,46.4319,0,0,198.074,0,0,59.4713,65.9771,0,0
1743,GLUCARDEHYDRA-RXN: (expasy) Glucarate dehydratase [4.2.1.40],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74.1659,0,0
1745,GLUCISOM-RXN: (metacyc) glucose isomerase [5.3.1.5],1.08213,0,25.6621,26.1361,48.5824,131.296,252.623,0,69.3739,53.2135,0,94.6523,0,0,0,0,168.726,0,66.2716
1747,GLUCOKIN-RXN: (expasy) AMBIGUOUS [2.7.1.1; 2.7.1.2],0,0,50.8927,0,0,80.2388,29.9678,0,65.3373,0,0,0,0,0,0,0,0,0,0
1749,GLUCONATE-2-DEHYDROGENASE-RXN: (expasy) Gluconate 2-dehydrogenase (acceptor) [1.1.99.3],0,0,36.2363,0,0,21.3904,10.0589,0,0,0,0,0,0,0,0,0,90.9599,0,0
1751,GLUCONATE-5-DEHYDROGENASE-RXN: (expasy) Gluconate 5-dehydrogenase [1.1.1.69],0.351838,0,10.8998,0,0,68.3719,37.2742,0,0,0,0,0,0,0,0,0,0,0,0
1753,GLUCONATE-DEHYDRATASE-RXN: (expasy) AMBIGUOUS [4.2.1.140; 4.2.1.39],0,0,0,0,12.2796,0,29.477,0,0,42.5334,0,0,0,0,0,0,0,0,0
1755,GLUCONOKIN-RXN: (expasy) Gluconokinase [2.7.1.12],0,0,9.45838,11.2421,0,6.95865,18.9579,0,54.6883,0,0,44.5393,0,0,0,0,0,0,0
1758,GLUCONOLACT-RXN: (expasy) Gluconolactonase [3.1.1.17],0.894182,0,14.3381,24.0102,15.4331,6.73654,14.919,0,0,0,0,0,0,0,0,0,70.2031,0,0
1760,GLUCOSAMINE-6-P-DEAMIN-RXN: (expasy) Glucosamine-6-phosphate deaminase [3.5.99.6],0,0,37.7171,8.66599,0,28.6532,44.3997,0,0,106.194,0,0,0,0,0,0,43.8264,0,0
1763,GLUCOSAMINE-KINASE-RXN: (expasy) Glucosamine kinase [2.7.1.8],0,0,4.38283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1765,GLUCOSE-1-DEHYDROGENASE-RXN: (expasy) Glucose 1-dehydrogenase (NAD(P)(+)) [1.1.1.47],0,48.0363,0,0,0,11.2055,38.093,0,0,0,0,0,0,0,0,0,49.9146,0,0
1767,GLUCOSE-6-PHOSPHATE-1-EPIMERASE-RXN: (expasy) Glucose-6-phosphate 1-epimerase [5.1.3.15],0,0,0,0,0,0,11.279,0,0,0,0,0,0,0,0,0,0,0,0
1769,GLUCOSYLCERAMIDASE-RXN: (expasy) Glucosylceramidase [3.2.1.45],0,0,0,0,0,0,4.13678,0,0,0,0,0,0,0,0,0,0,0,0
1771,GLUCUROISOM-RXN: (expasy) Glucuronate isomerase [5.3.1.12],0,0,70.952,0,0,123.447,105.142,0,0,0,0,0,45.2729,0,0,0,19.3886,0,0
1774,GLURS-RXN: (expasy) Glutamate--tRNA ligase [6.1.1.17],1.87773,45.909,134.027,16.3991,0,50.9454,199.705,0,53.2727,0,0,0,0,0,0,52.6674,133.881,0,0
1777,GLUTACONATE-COA-TRANSFERASE-RXN: (expasy) Glutaconate CoA-transferase [2.8.3.12],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.6566,0,0,0
1779,GLUTAMATE--METHYLAMINE-LIGASE-RXN: (expasy) Glutamate--methylamine ligase [6.3.4.12],0,0,0,0,0,0,10.0583,0,0,0,0,0,0,0,0,0,0,0,0
1781,GLUTAMATE-DEHYDROGENASE-NADP+-RXN: (expasy) Glutamate dehydrogenase (NAD(P)(+)) [1.4.1.3],0,0,0,0,0,0,65.8403,0,0,0,0,0,0,0,0,0,23.1363,0,0
1783,GLUTAMATE-DEHYDROGENASE-RXN: (expasy) Glutamate dehydrogenase [1.4.1.2],0,28.1019,0,0,0,19.9437,38.0371,0,0,0,0,0,0,0,0,0,0,0,0
1786,GLUTAMATE-N-ACETYLTRANSFERASE-RXN: (expasy) Glutamate N-acetyltransferase [2.3.1.35],0,0,0,24.5387,0,85.4417,62.7873,0,82.8113,0,0,0,0,0,0,0,18.666,0,0
1789,GLUTAMATE-SYNTHASE-FERREDOXIN-RXN: (expasy) Glutamate synthase (ferredoxin) [1.4.7.1],0,0,43.7471,0,0,117.801,59.148,0,75.8565,0,0,0,0,0,1104.23,0,0,0,0
1791,GLUTAMATE-SYNTHASE-NADH-RXN: (expasy) Glutamate synthase (NADH) [1.4.1.14],0,0,0,0,0,0,12.0698,0,0,0,0,0,0,0,0,0,27.2791,0,0
1793,GLUTAMATESYN-RXN: (expasy) Glutamate synthase (NADPH) [1.4.1.13],0.690268,0,245.119,94.6888,185.037,181.643,467.673,0,171.175,394.735,0,33.9162,0,0,0,80.7111,384.039,5.61524,0
1796,GLUTAMIDOTRANS-RXN: (expasy) Imidazole glycerol-phosphate synthase [4.3.2.10],3.06474,17.9869,187.551,34.8893,25.263,364.245,329.144,0,254.261,169.408,0,0,286.55,0,0,80.2213,143.665,0,81.6616
1799,GLUTAMIN-RXN: (expasy) AMBIGUOUS [3.5.1.2; 3.5.1.38],4.18288,60.5605,192.943,0,0,422.145,341.886,0,259.87,51.9269,0,21.166,286.55,0,0,134.668,132.331,0,81.6616
1802,GLUTAMINE--TRNA-LIGASE-RXN: (expasy) Glutamine--tRNA ligase [6.1.1.18],0,0,171.012,35.339,0,15.2368,219.537,0,24.1321,117.51,0,47.3776,39.8988,0,44.2776,70.5335,19.3552,2.66146,0
1805,GLUTAMINESYN-RXN: (expasy) Glutamine synthetase [6.3.1.2],10.979,34.965,336.599,101.053,39.4958,324.854,379.798,0,470.273,204.783,0,128.982,170.433,0,54.0623,95.2453,150.009,0,0
1808,GLUTARATE-SEMIALDEHYDE-DEHYDROGENASE-RXN: (expasy) Glutarate-semialdehyde dehydrogenase [1.2.1.20],0,0,0,0,0,4.22883,2.98762,0,0,0,0,0,0,0,0,0,0,0,0
1810,GLUTARYL-COA-DEHYDROGENASE-RXN: (expasy) Glutaryl-CoA dehydrogenase (ETF) [1.3.8.6],0,0,0,0,18.0769,16.8124,54.1955,0,32.704,0,0,44.1325,0,0,0,0,22.7137,0,0
1812,GLUTATHIONE-PEROXIDASE-RXN: (expasy) Glutathione peroxidase [1.11.1.9],0,0,0,0,0,35.7468,0,0,26.9059,0,0,0,0,0,0,0,0,0,0
1814,GLUTATHIONE-REDUCT-NADPH-RXN: (expasy) Glutathione-disulfide reductase [1.8.1.7],0.74093,0,75.1106,45.6194,0,42.8812,99.8753,0,41.9655,0,0,0,0,0,0,0,19.0953,0,0
1816,GLUTATHIONE-SYN-RXN: (expasy) Glutathione synthase [6.3.2.3],0,0,119.023,32.4111,0,101.052,118.032,0,77.7256,288.867,0,114.074,0,0,0,0,16.9219,0,0
1818,GLUTCYSLIG-RXN: (expasy) Glutamate--cysteine ligase [6.3.2.2],2.25891,0,104.007,0,0,190.074,174.176,0,44.5247,206.467,0,0,71.4996,0,0,0,24.9965,0,0
1820,GLUTDECARBOX-RXN: (expasy) Glutamate decarboxylase [4.1.1.15],0,0,0,0,0,22.5458,35.3195,0,0,61.3171,0,0,0,0,0,0,0,0,0
1822,GLUTDEHYD-RXN: (expasy) Glutamate dehydrogenase (NADP(+)) [1.4.1.4],1.19261,126.669,111.345,214.861,18.6725,54.1974,178.435,0,144.006,0,0,0,88.0307,0,0,74.4282,54.7097,0,0
1825,GLUTKIN-RXN: (expasy) Glutamate 5-kinase [2.7.2.11],0.751268,0,91.6162,0,55.4454,114.529,126.236,0,149.706,0,0,0,0,0,0,0,45.6457,0,0
1827,GLUTRACE-RXN: (expasy) Glutamate racemase [5.1.1.3],0,38.0304,118.788,33.1234,0,34.9527,84.1644,0,33.0125,0,0,45.4339,0,0,0,0,32.5456,0,114.856
1830,GLUTRNAREDUCT-RXN: (expasy) Glutamyl-tRNA reductase [1.2.1.70],1.27942,0,76.6553,0,0,128.391,76.3437,0,0,0,0,0,0,0,0,0,0,0,0
1833,GLUTSEMIALDEHYDROG-RXN: (expasy) Glutamate-5-semialdehyde dehydrogenase [1.2.1.41],0,0,113.281,22.9139,29.0032,84.2609,178.807,0,149.216,111.847,0,0,0,0,0,0,49.2171,0,0
1836,GLY3KIN-RXN: (expasy) Glycerate 3-kinase [2.7.1.31],0,0,23.7337,0,0,11.8278,6.12047,28.6083,0,0,0,0,0,0,0,0,0,0,0
1838,GLYC3PDEHYDROG-RXN: (expasy) Glycerol-3-phosphate dehydrogenase [1.1.5.3],1.52621,39.3857,177.463,0,0,43.9877,46.9447,0,0,0,0,78.2566,74.7616,0,0,0,56.5951,0,59.4333
1840,GLYC3PDEHYDROGBIOSYN-RXN: (expasy) Glycerol-3-phosphate dehydrogenase (NAD(P)(+)) [1.1.1.94],0,9.60582,142.141,0,11.6843,83.2258,196.427,0,172.877,0,0,0,0,0,0,82.2661,66.6107,0,0
1843,GLYCDEH-RXN: (expasy) Glycerol dehydrogenase [1.1.1.6],0,0,36.6701,0,0,0,8.01865,0,0,0,0,0,0,0,0,0,0,0,0
1845,GLYCERATE-DEHYDROGENASE-RXN: (expasy) Glycerate dehydrogenase [1.1.1.29],0,0,0,0,0,51.3015,31.2261,0,0,0,0,0,0,0,0,0,0,0,0
1847,GLYCEROL-3-PHOSPHATE-OXIDASE-RXN: (expasy) Glycerol-3-phosphate oxidase [1.1.3.21],0,0,0,0,0,0,9.58325,0,0,0,0,0,0,0,0,0,0,0,0
1849,GLYCEROL-DEHYDRATASE-RXN: (expasy) Glycerol dehydratase [4.2.1.30],0,0,33.1603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1851,GLYCEROL-KIN-RXN: (expasy) Glycerol kinase [2.7.1.30],0.727579,128.639,163.005,23.8959,147.205,41.4511,164.573,0,48.1599,115.975,0,47.611,0,0,0,64.6687,27.8246,0,0
1854,GLYCERONE-KINASE-RXN: (expasy) Glycerone kinase [2.7.1.29],0,0,0,0,0,50.1842,12.1559,0,0,0,0,0,0,0,0,0,0,0,0
1856,GLYCINE--TRNA-LIGASE-RXN: (expasy) Glycine--tRNA ligase [6.1.1.14],2.23654,0,407.331,30.3615,68.1799,103.508,280.277,48.5871,163.014,324.451,0,0,96.583,0,0,0,211.929,3.147,0
1859,GLYCINE-AMIDINOTRANSFERASE-RXN: (expasy) Glycine amidinotransferase [2.1.4.1],0,0,0,0,0,0,14.0719,0,0,0,0,0,0,0,0,0,0,0,0
1862,"GLYCOGEN-BRANCH-RXN: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]",0,0,48.2606,0,0,115.314,77.5748,0,114.241,23.9446,0,0,0,0,0,0,0,0,0
1865,GLYCOGENSYN-RXN: (expasy) Starch synthase [2.4.1.21],0,0,40.6352,15.7418,29.0058,26.3565,38.513,0,16.897,0,0,0,56.0195,0,0,0,60.7988,0,0
1867,GLYCOLALD-DEHYDROG-RXN: (expasy) Glycolaldehyde dehydrogenase [1.2.1.21],0,0,4.59626,0,0,0,3.76061,0,0,0,0,0,0,0,0,0,0,0,0
1869,GLYCOLATE-REDUCTASE-RXN: (expasy) Glyoxylate reductase [1.1.1.26],0,0,19.9657,0,0,14.1716,48.159,0,0,0,0,0,0,0,0,0,0,0,0
1871,GLYCOLATEDEHYDRO-RXN: (expasy) Glycolate dehydrogenase [1.1.99.14],0,0,0,0,0,0,10.785,0,0,0,0,0,0,0,0,0,0,0,0
1873,GLYCOPHOSPHORYL-RXN: (expasy) Glycogen phosphorylase [2.4.1.1],0,11.6233,61.6758,0,12.9916,353.102,181.914,33.4635,255.715,48.223,0,0,0,0,0,59.614,43.8277,4.77295,0
1876,GLYCPDIESTER-RXN: (expasy) Glycerophosphodiester phosphodiesterase [3.1.4.46],0,0,17.9298,0,0,0,18.6079,0,0,0,0,0,0,0,0,0,0,0,0
1878,GLYMALTOPHOSPHORYL-RXN: (expasy) Glycogen phosphorylase [2.4.1.1],0,11.6233,61.6758,0,12.9916,353.102,181.914,33.4635,255.715,48.223,0,0,0,0,0,59.614,43.8277,4.77295,0
1881,GLYOCARBOLIG-RXN: (expasy) Tartronate-semialdehyde synthase [4.1.1.47],0.667449,0,13.9768,0,16.1263,21.5011,20.8593,0,0,89.4776,0,0,0,0,0,0,0,0,0
1883,GLYOHMETRANS-RXN: (expasy) Glycine hydroxymethyltransferase [2.1.2.1],2.30494,54.1376,269.146,118.12,79.7239,185.755,358.947,0,332.946,221.342,0,112.19,243.186,125.365,88.0517,0,90.9363,0,43.1446
1886,GLYOXI-RXN: (expasy) Lactoylglutathione lyase [4.4.1.5],0,0,33.7317,0,0,89.9331,37.2492,0,102.527,98.2071,0,0,41.7472,0,0,0,123.932,0,0
1888,GLYOXII-RXN: (expasy) Hydroxyacylglutathione hydrolase [3.1.2.6],0,0,5.74385,22.1063,23.942,40.8537,77.3029,0,41.3754,0,0,0,0,0,0,0,104.266,0,0
1890,GLYOXIII-RXN: (expasy) D-lactate dehydratase [4.2.1.130],0,0,0,0,0,0,3.86875,0,0,0,0,0,0,0,0,0,45.6357,0,0
1892,GLYOXYLATE-REDUCTASE-NADP+-RXN: (expasy) Glyoxylate reductase (NADP(+)) [1.1.1.79],0,0,8.80809,0,0,21.6982,30.9586,0,0,0,0,0,0,0,0,0,0,0,0
1894,GLYRIBONUCSYN-RXN: (expasy) Phosphoribosylamine--glycine ligase [6.3.4.13],1.83485,0,135.644,31.3764,0,85.9035,223.557,0,19.3043,89.1112,0,0,24.281,0,42.1639,0,56.3015,0,0
1897,GMP-REDUCT-RXN: (expasy) GMP reductase [1.7.1.7],0,0,10.2257,43.9222,11.0748,14.3665,67.3052,0,0,0,0,0,0,0,0,0,30.3054,0,0
1899,GMP-SYN-GLUT-RXN: (expasy) GMP synthase (glutamine-hydrolyzing) [6.3.5.2],2.04923,30.9959,214.859,62.8891,9.51842,128.872,337.71,67.8741,97.4872,131.923,0,43.7061,106.6,0,0,0,106.14,2.76693,0
1902,GPH-RXN: (expasy) Phosphoglycolate phosphatase [3.1.3.18],0,0,30.3038,0,0,31.5932,15.0048,0,77.4251,0,0,0,0,0,0,0,39.5839,0,0
1904,GPPSYN-RXN: (expasy) Dimethylallyltranstransferase [2.5.1.1],0,0,47.9144,0,0,42.7608,27.3074,0,67.3173,55.1574,0,0,0,84.7058,0,0,0,0,0
1906,"GSAAMINOTRANS-RXN: (expasy) Glutamate-1-semialdehyde 2,1-aminomutase [5.4.3.8]",0.811672,0,149.957,67.4925,97.9086,123.623,191.874,0,116.854,26.1587,0,0,0,0,61.6122,53.8074,64.8663,0,0
1909,GSADENYLATION-RXN: (expasy) [Glutamine synthetase] adenylyltransferase [2.7.7.42],0,20.5331,11.1037,0,0,20.187,50.7722,0,0,0,0,0,0,0,0,0,80.4995,0,0
1912,GSDEADENYLATION-RXN: (expasy) [Glutamine synthetase]-adenylyl-L-tyrosine phosphorylase [2.7.7.89],0,0,5.51999,0,0,20.187,46.9704,0,0,0,0,0,0,0,0,0,62.2673,0,0
1915,GSHTRAN-RXN: (expasy) Glutathione transferase [2.5.1.18],0.928291,0,30.7004,0,0,144.763,222.163,0,113.047,0,0,55.5461,0,0,216.574,0,62.5714,0,0
1917,GSPSYN-RXN: (expasy) AMBIGUOUS [6.3.1.8; 6.3.1.9],0,0,5.02591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1919,GST-RXN: (expasy) Glutathione transferase [2.5.1.18],0.928291,0,30.7004,0,0,144.763,222.163,0,113.047,0,0,55.5461,0,0,216.574,0,62.5714,0,0
1921,GTP-CYCLOHYDRO-I-RXN: (expasy) GTP cyclohydrolase I [3.5.4.16],1.09091,37.6578,259.235,53.5723,0,259.909,344.773,0,184.586,152.813,0,55.8672,101.372,0,0,63.4159,221.887,0,121.846
1924,GTP-CYCLOHYDRO-II-RXN: (expasy) GTP cyclohydrolase II [3.5.4.25],0,0,192.935,0,24.3473,89.8404,133.147,0,127.315,55.3357,0,33.5592,0,0,0,0,61.5874,0,0
1927,GTPPYPHOSKIN-RXN: (expasy) GTP diphosphokinase [2.7.6.5],0,0,146.641,0,0,42.9251,112.302,0,36.6231,70.0259,0,0,0,0,0,0,37.9717,2.74045,0
1930,GUANIDINOBUTANAMIDE-NH3-RXN: (expasy) Amidase [3.5.1.4],0,0,13.0919,35.0919,0,130.323,74.1009,0,74.2349,0,0,0,0,0,0,0,275.439,3.19083,0
1932,GUANIDINOBUTYRASE-RXN: (expasy) Guanidinobutyrase [3.5.3.7],0,0,0,0,46.6098,8.81378,57.7992,0,0,0,0,0,0,0,0,0,0,0,0
1934,GUANIDINOPROPIONASE-RXN: (expasy) Guanidinopropionase [3.5.3.17],1.19036,0,0,0,38.3678,31.1205,85.6718,0,42.3747,108.591,0,39.5187,0,0,0,40.5916,100.621,0,0
1936,GUANINE-DEAMINASE-RXN: (expasy) Guanine deaminase [3.5.4.3],0,0,46.531,0,0,31.2015,23.4298,17.1506,0,0,0,0,0,0,0,0,0,0,0
1938,GUANOSINEKIN-RXN: (expasy) Inosine kinase [2.7.1.73],0,0,37.0852,0,0,0,3.48789,0,0,0,0,0,0,0,0,0,0,0,0
1940,GUANPRIBOSYLTRAN-RXN: (expasy) Hypoxanthine phosphoribosyltransferase [2.4.2.8],0,0,65.6362,9.88706,0,16.4087,82.6169,0,0,0,0,55.565,63.4627,0,0,0,56.734,0,0
1942,GUANYL-KIN-RXN: (expasy) Guanylate kinase [2.7.4.8],0,0,163.442,0,38.2931,92.1996,172.1,0,83.0356,280.394,0,0,97.297,0,0,65.7646,68.0131,0,0
1945,GUANYLCYC-RXN: (expasy) Guanylate cyclase [4.6.1.2],6.42689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.9306,0
1947,H2NEOPTERINALDOL-RXN: (expasy) Dihydroneopterin aldolase [4.1.2.25],0,0,9.41519,99.6981,0,13.6174,82.906,0,101.461,0,0,0,0,0,0,0,111.871,0,0
1950,H2PTERIDINEPYROPHOSPHOKIN-RXN: (expasy) 2-amino-4-hydroxy-6-hydroxymethyldihydropteridine diphosphokinase [2.7.6.3],2.4533,0,52.1926,0,0,24.7472,26.0224,0,23.8592,0,0,75.3398,0,0,57.3908,72.5929,11.4529,0,57.2225
1953,H2PTEROATESYNTH-RXN: (expasy) Dihydropteroate synthase [2.5.1.15],0,0,74.8034,0,0,80.9248,86.3771,0,99.6223,89.4776,0,0,0,0,0,0,0,0,0
1956,H2SOXIREDPYRO-RXN: (expasy) Sulfhydrogenase [1.12.98.4],0,0,0,0,0,0,5.22847,0,0,0,0,0,0,0,0,0,0,0,0
1958,HALOACETATE-DEHALOGENASE-RXN: (expasy) Haloacetate dehalogenase [3.8.1.3],0,0,0,0,0,0,6.88141,0,0,0,0,0,0,0,0,0,0,0,0
1960,HALOALKANE-DEHALOGENASE-RXN: (expasy) Haloalkane dehalogenase [3.8.1.5],0,0,15.8269,52.9386,31.4151,88.5285,199.974,0,27.5837,122.704,0,221.85,0,0,0,0,28.1832,3.147,0
1962,HAONITRO-RXN: (expasy) Hydroxylamine dehydrogenase [1.7.2.6],0,0,0,0,30.559,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1964,HEME-OXYGENASE-DECYCLIZING-RXN: (expasy) Heme oxygenase (biliverdin-producing) [1.14.14.18],0,0,0,0,0,177.153,6.5061,0,133.722,34.364,0,0,0,0,0,0,57.093,0,0
1966,HEMEOSYN-RXN: (metacyc) heme o biosynthesis [2.5.1.141],0.528823,0,37.0053,0,23.8398,32.5761,100.787,51.5746,13.5491,0,0,0,0,0,0,0,24.2579,0,0
1969,HEMN-RXN: (expasy) Coproporphyrinogen dehydrogenase [1.3.98.3],0,0,104.639,0,0,16.8947,47.0046,0,0,0,0,61.9553,0,0,0,0,0,0,0
