,Gene_Family,072023_Carolina_2023_Baya_052_DCYL_S9,072023_Carolina_2023_Baya_053_MCAV_S3,072023_Carolina_2023_Baya_055_MCAV_S4,072023_Carolina_2023_Baya_057_SSID_S7,072023_Carolina_2023_Baya_059_SSID_S8,072023_Carolina_2023_Baya_061_SSID_S5,072023_Carolina_2023_Baya_063_SSID_S6,072023_Carolina_2023_Baya_065_DCYL_S1,072023_Carolina_2023_Baya_066_DCYL_S2,122021_Coralina_2021_Baya_001_DCYL_S24,122021_Coralina_2021_Baya_003_MCAV_S27,122021_Coralina_2021_Baya_005_MCAV_S28,122021_Coralina_2021_Baya_007_MCAV_S29,122021_Coralina_2021_Baya_009_DCYL_S25,122021_Coralina_2021_Baya_010_DCYL_S26,122021_Coralina_2021_Baya_017_MCAV_S30,122021_Coralina_2021_Baya_019_SSID1_S46,122021_Coralina_2021_Baya_021_SSID2_S36,122021_Coralina_2021_Baya_023_MCAV_S31
4195,RXN-15824: (expasy) Perillyl-alcohol dehydrogenase [1.1.1.144],0,0,0,0,0,0,3.02286,0,0,0,0,0,0,0,0,0,0,0,0
4197,RXN-15838: (expasy) Nitrite reductase (NO-forming) [1.7.2.1],0,0,18.6584,0,0,0,9.60514,0,0,0,0,0,0,0,0,0,0,0,0
4199,RXN-15878: (expasy) (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase (flavodoxin) [1.17.7.3],0,0,28.968,0,27.1417,29.9339,61.287,0,24.3667,0,0,0,0,0,0,0,49.8943,0,0
4202,RXN-15881: (expasy) Cysteine desulfurase [2.8.1.7],1.31319,0,165.383,43.4607,0,294.379,253.927,0,229.388,0,0,0,0,0,0,101.881,72.107,0,0
4205,RXN-15889: (expasy) Holo-[acyl-carrier-protein] synthase [2.7.8.7],2.43307,60.7139,105.03,45.4707,35.9528,109.446,142.159,23.3481,10.0778,0,0,48.0511,236.695,0,0,0,174.787,0,0
4208,"RXN-15893: (expasy) 3,6-anhydro-L-galactonate cycloisomerase [5.5.1.25]",0.371316,0,0,0,0,5.4543,20.1055,0,0,0,0,0,0,0,0,0,0,0,0
4210,RXN-15902: (metacyc) galactarolactone cycloisomerase [5.5.1.27],0,0,0,0,0,0,4.14016,0,0,0,0,0,0,0,0,0,0,0,0
4212,RXN-15907: (expasy) D-galactarolactone cycloisomerase [5.5.1.27],0,0,0,0,0,0,4.14016,0,0,0,0,0,0,0,0,0,0,0,0
4214,RXN-15909: (expasy) Beta-amylase [3.2.1.2],0,0,19.6123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4216,RXN-15910: (expasy) Alpha-glucosidase [3.2.1.20],0,0,30.8884,0,0,0,20.4422,0,37.9052,0,0,0,0,0,0,0,0,0,0
4218,RXN-15941: (expasy) 4-hydroxyproline betaine 2-epimerase [5.1.1.22],0,0,0,0,0,0,6.10568,0,13.0423,0,0,0,0,0,0,0,0,0,0
4220,RXN-15948: (expasy) 4-hydroxyproline betaine 2-epimerase [5.1.1.22],0,0,0,0,0,0,6.10568,0,13.0423,0,0,0,0,0,0,0,0,0,0
4222,"RXN-15952: (expasy) RNA 2',3'-cyclic 3'-phosphodiesterase [3.1.4.58]",0,0,8.49778,0,0,20.5923,22.2477,0,0,0,0,0,0,0,0,0,65.4245,0,0
4224,RXN-16003: (expasy) Serine 3-dehydrogenase (NADP(+)) [1.1.1.276],0,0,0,0,0,10.892,10.891,0,14.0883,0,0,0,0,0,0,0,15.0736,0,0
4226,RXN-16008: (expasy) L-serine 3-dehydrogenase (NAD(+)) [1.1.1.387],0,0,0,0,0,0,3.95298,0,0,0,0,0,0,0,0,0,0,0,0
4228,RXN-16021: (expasy) Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [4.2.1.134],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3966,0
4230,RXN-16023: (expasy) sn-1 stearoyl-lipid 9-desaturase [1.14.19.28],0,0,0,0,0,0,0,0,20.0169,0,0,0,0,0,0,0,0,0,0
4232,RXN-16024: (expasy) Glycerol-3-phosphate 1-O-acyltransferase [2.3.1.15],0,0,90.0958,0,0,0,42.2887,0,0,0,0,0,0,0,0,0,0,0,0
4234,RXN-16025: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],1.84192,0,146.037,0,0,50.0707,62.3347,0,100.545,0,0,0,98.3238,0,0,0,31.5559,0,61.9926
4237,RXN-16032: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],1.84192,0,146.037,0,0,50.0707,62.3347,0,100.545,0,0,0,98.3238,0,0,0,31.5559,0,61.9926
4240,RXN-16033: (metacyc) chenodeoxycholate dehydrogenase [1.1.1.159],0,0,21.4295,0,0,31.2013,5.22767,0,0,56.7111,0,0,0,0,0,0,0,0,0
4242,RXN-16060: (expasy) Ketol-acid reductoisomerase (NAD(+)) [1.1.1.382],0,0,10.231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4244,RXN-16065: (expasy) Acyl-CoA 6-desaturase [1.14.19.3],0,0,0,0,0,0,5.69194,0,0,0,0,0,0,0,0,0,0,0,0
4246,RXN-16067: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],1.84192,0,146.037,0,0,50.0707,62.3347,0,100.545,0,0,0,98.3238,0,0,0,31.5559,0,61.9926
4249,RXN-16068: (expasy) sn-1 oleoyl-lipid 12-desaturase [1.14.19.45],0,0,0,0,0,31.7566,0,0,0,0,0,0,0,0,0,0,0,0,0
4251,RXN-16076: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],1.84192,0,146.037,0,0,50.0707,62.3347,0,100.545,0,0,0,98.3238,0,0,0,31.5559,0,61.9926
4254,RXN-16077: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],1.84192,0,146.037,0,0,50.0707,62.3347,0,100.545,0,0,0,98.3238,0,0,0,31.5559,0,61.9926
4257,RXN-16094: (expasy) Very-long-chain 3-oxoacyl-CoA synthase [2.3.1.199],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4259,RXN-16096: (expasy) Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [4.2.1.134],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3966,0
4261,RXN-16113: (expasy) Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [4.2.1.134],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3966,0
4263,RXN-16117: (expasy) Glycerol-3-phosphate 1-O-acyltransferase [2.3.1.15],0,0,90.0958,0,0,0,42.2887,0,0,0,0,0,0,0,0,0,0,0,0
4265,RXN-16118: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],1.84192,0,146.037,0,0,50.0707,62.3347,0,100.545,0,0,0,98.3238,0,0,0,31.5559,0,61.9926
4268,RXN-16130: (expasy) Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [4.2.1.134],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3966,0
4270,RXN-16132: (expasy) Acyl-CoA 6-desaturase [1.14.19.3],0,0,0,0,0,0,5.69194,0,0,0,0,0,0,0,0,0,0,0,0
4272,RXN-16133: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],0,0,178.066,18.3815,0,23.8433,122.011,0,30.9287,0,0,0,0,0,0,0,69.2234,0,0
4274,RXN-16135: (expasy) Enoyl-CoA hydratase [4.2.1.17],5.94545,45.4334,160.667,59.7111,52.0658,250.029,774.346,0,339.792,581.044,0,67.0247,0,0,0,34.1099,784.801,0,69.7265
4276,RXN-16137: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,0,228.979,0,45.4843,4.29481,170.509,0,56.2337,119.244,0,0,70.2017,0,0,0,88.2205,0,0
4278,RXN-16138: (expasy) Phospholipase A(2) [3.1.1.4],0,0,0,0,0,9.74595,0,0,0,0,0,0,0,0,0,0,0,0,0
4280,RXN-16139: (expasy) Phospholipase A(2) [3.1.1.4],0,0,0,0,0,9.74595,0,0,0,0,0,0,0,0,0,0,0,0,0
4282,RXN-16153: (expasy) Very-long-chain 3-oxoacyl-CoA synthase [2.3.1.199],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4284,RXN-16155: (expasy) Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [4.2.1.134],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3966,0
4286,RXN-16165: (expasy) Methionine--tRNA ligase [6.1.1.10],1.45723,0,179.919,72.7504,19.8994,102.251,214.239,35.7943,136.544,204.537,0,0,0,57.5067,0,152.509,65.7082,0,0
4289,RXN-16190: (expasy) Glutamyl aminopeptidase [3.4.11.7],0,0,0,0,0,0,2.68192,0,0,0,0,0,0,0,0,0,0,0,0
4291,RXN-16194: (expasy) Glutamyl aminopeptidase [3.4.11.7],0,0,0,0,0,0,2.68192,0,0,0,0,0,0,0,0,0,0,0,0
4293,RXN-16201: (expasy) Glutamyl aminopeptidase [3.4.11.7],0,0,0,0,0,0,2.68192,0,0,0,0,0,0,0,0,0,0,0,0
4295,RXN-16225: (expasy) Lysophospholipase [3.1.1.5],0,0,43.3698,0,8.48635,5.78669,0,0,0,0,0,0,0,0,0,0,0,0,0
4297,RXN-1623: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],1.84192,0,146.037,0,0,50.0707,62.3347,0,100.545,0,0,0,98.3238,0,0,0,31.5559,0,61.9926
4300,RXN-16248: (expasy) Alpha-L-rhamnosidase [3.2.1.40],0,0,0,0,0,0,3.51465,0,0,0,0,0,0,0,0,0,0,0,0
4302,RXN-16249: (expasy) Alpha-L-rhamnosidase [3.2.1.40],0,0,0,0,0,0,3.51465,0,0,0,0,0,0,0,0,0,0,0,0
4304,RXN-16250: (expasy) Alpha-L-rhamnosidase [3.2.1.40],0,0,0,0,0,0,3.51465,0,0,0,0,0,0,0,0,0,0,0,0
4306,RXN-16296: (expasy) L-alanine--L-anticapsin ligase [6.3.2.49],0,0,0,0,0,0,7.78944,0,0,0,0,0,0,0,0,0,0,0,0
4309,RXN-16322: (expasy) Nitronate monooxygenase [1.13.12.16],0,0,0,0,0,0,15.7449,0,0,0,0,0,0,0,0,0,0,0,0
4311,RXN-16380: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],0,0,184.417,85.324,31.3323,0,211.391,0,39.8363,108.703,32.5285,44.5393,0,0,0,0,139.606,0,0
4313,RXN-16389: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],0,0,184.417,85.324,31.3323,0,211.391,0,39.8363,108.703,32.5285,44.5393,0,0,0,0,139.606,0,0
4315,RXN-16391: (expasy) Methylmalonyl-CoA epimerase [5.1.99.1],0.833667,25.0849,59.518,0,0,37.5954,24.8676,0,0,0,0,26.852,100.013,0,0,0,0,0,0
4317,RXN-16393: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],0,0,184.417,85.324,31.3323,0,211.391,0,39.8363,108.703,32.5285,44.5393,0,0,0,0,139.606,0,0
4319,RXN-16401: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],0,0,184.417,85.324,31.3323,0,211.391,0,39.8363,108.703,32.5285,44.5393,0,0,0,0,139.606,0,0
4321,RXN-16402: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],0,0,184.417,85.324,31.3323,0,211.391,0,39.8363,108.703,32.5285,44.5393,0,0,0,0,139.606,0,0
4323,RXN-16418: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],0,0,184.417,85.324,31.3323,0,211.391,0,39.8363,108.703,32.5285,44.5393,0,0,0,0,139.606,0,0
4325,RXN-16427: (expasy) Molybdenum cofactor guanylyltransferase [2.7.7.77],1.34602,0,44.1937,0,0,6.795,50.9368,0,13.0064,0,0,0,0,0,0,0,50.8302,0,0
4328,RXN-16471: (expasy) Nitrate reductase (quinone) [1.7.5.1],0,0,0,0,0,0,8.06259,0,0,0,0,0,0,0,0,0,0,0,0
4330,RXN-16483: (expasy) Iduronate-2-sulfatase [3.1.6.13],0,0,0,0,0,0,5.93362,0,0,0,0,0,0,0,0,0,0,0,0
4332,RXN-16558: (expasy) Enoyl-CoA hydratase [4.2.1.17],5.94545,45.4334,160.667,59.7111,52.0658,250.029,774.346,0,339.792,581.044,0,67.0247,0,0,0,34.1099,784.801,0,69.7265
4334,RXN-16602: (expasy) Dolichyl-phosphate beta-D-mannosyltransferase [2.4.1.83],0,23.284,0,0,0,2.29985,14.1397,0,0,0,0,0,0,0,40.5231,0,0,0,0
4337,RXN-16614: (expasy) Trans-2-decenoyl-[acyl-carrier-protein] isomerase [5.3.3.14],0.673011,0,89.7719,21.9011,16.2606,49.7588,86.8341,0,91.4151,0,0,0,0,0,0,0,155.319,0,0
4339,RXN-16615: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41],0,0,293.217,37.0329,47.8823,210.764,239.576,0,260.892,98.2838,0,0,109.576,0,0,57.544,240.701,0,0
4341,RXN-16616: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],0,25.7479,345.047,41.17,89.0478,271.288,437.468,0,156.494,211.33,0,33.4392,0,0,0,0,418.142,0,46.2651
4344,RXN-16619: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],1.17154,0,200.212,21.9011,16.2606,157.525,207.314,16.866,178.443,66.008,0,0,0,0,0,0,190.138,0,0
4346,RXN-16620: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],0,0,155.904,20.7361,15.8357,167.759,247.519,0,83.2364,0,0,0,0,0,0,0,33.7234,0,0
4349,RXN-16621: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41],0,0,293.217,37.0329,47.8823,210.764,239.576,0,260.892,98.2838,0,0,109.576,0,0,57.544,240.701,0,0
4351,RXN-16622: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],0,25.7479,345.047,41.17,89.0478,271.288,437.468,0,156.494,211.33,0,33.4392,0,0,0,0,418.142,0,46.2651
4354,RXN-16623: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],1.17154,0,200.212,21.9011,16.2606,157.525,207.314,16.866,178.443,66.008,0,0,0,0,0,0,190.138,0,0
4356,RXN-16624: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],0,0,155.904,20.7361,15.8357,167.759,247.519,0,83.2364,0,0,0,0,0,0,0,33.7234,0,0
4359,RXN-16625: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41],0,0,293.217,37.0329,47.8823,210.764,239.576,0,260.892,98.2838,0,0,109.576,0,0,57.544,240.701,0,0
4361,RXN-16626: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],0,25.7479,345.047,41.17,89.0478,271.288,437.468,0,156.494,211.33,0,33.4392,0,0,0,0,418.142,0,46.2651
4364,RXN-16627: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],1.17154,0,200.212,21.9011,16.2606,157.525,207.314,16.866,178.443,66.008,0,0,0,0,0,0,190.138,0,0
4366,RXN-16628: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],0,0,155.904,20.7361,15.8357,167.759,247.519,0,83.2364,0,0,0,0,0,0,0,33.7234,0,0
4369,RXN-16629: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41],0,0,293.217,37.0329,47.8823,210.764,239.576,0,260.892,98.2838,0,0,109.576,0,0,57.544,240.701,0,0
4371,RXN-16630: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],0,25.7479,345.047,41.17,89.0478,271.288,437.468,0,156.494,211.33,0,33.4392,0,0,0,0,418.142,0,46.2651
4374,RXN-16631: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],1.17154,0,200.212,21.9011,16.2606,157.525,207.314,16.866,178.443,66.008,0,0,0,0,0,0,190.138,0,0
4376,RXN-16632: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],0,0,155.904,20.7361,15.8357,167.759,247.519,0,83.2364,0,0,0,0,0,0,0,33.7234,0,0
4379,RXN-16637: (expasy) Aminoacyl-tRNA hydrolase [3.1.1.29],0,0,98.3428,0,14.3651,43.6947,125.433,0,50.9937,56.1836,0,0,60.6723,0,0,0,45.3311,0,0
4381,RXN-16647: (expasy) Monoglucosyldiacylglycerol epimerase [5.1.3.34],0,0,0,0,0,13.7354,3.38003,0,0,0,0,0,0,0,0,0,0,0,0
4383,RXN-16649: (expasy) Serine-type D-Ala-D-Ala carboxypeptidase [3.4.16.4],0.712251,0,49.1085,0,0,18.7476,51.6392,0,64.3162,0,0,0,0,0,0,0,0,0,0
4385,RXN-16650: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129],0.803477,0,84.2934,15.9965,0,31.6673,123.596,31.9763,0,0,0,0,0,0,0,0,0,1.85357,0
4387,RXN-16653: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3],2.32582,23.6606,117.506,0,0,122.834,117.885,0,0,0,0,128.73,114.621,83.2066,85.8829,0,67.8604,0,0
4389,RXN-16654: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3],2.32582,23.6606,117.506,0,0,122.834,117.885,0,0,0,0,128.73,114.621,83.2066,85.8829,0,67.8604,0,0
4391,RXN-16655: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3],2.32582,23.6606,117.506,0,0,122.834,117.885,0,0,0,0,128.73,114.621,83.2066,85.8829,0,67.8604,0,0
4393,RXN-16656: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3],2.32582,23.6606,117.506,0,0,122.834,117.885,0,0,0,0,128.73,114.621,83.2066,85.8829,0,67.8604,0,0
4395,RXN-16659: (metacyc) peptidoglycan transpeptidase (Gram-negative bacteria) [3.4.16.4],0.712251,0,49.1085,0,0,18.7476,51.6392,0,64.3162,0,0,0,0,0,0,0,0,0,0
4397,RXN-16664: (expasy) Muramoyltetrapeptide carboxypeptidase [3.4.17.13],0,0,0,0,0,0,6.63544,0,26.5055,0,0,0,0,0,0,0,0,0,0
4399,RXN-16701: (expasy) 2-oxoglutarate reductase [1.1.1.399],0,0,0,0,0,14.3849,12.0611,0,29.9186,0,0,0,0,0,0,0,0,0,0
4401,RXN-16750: (expasy) 3-deoxy-D-manno-octulosonic acid kinase [2.7.1.166],0,0,0,0,0,0,12.3433,0,0,0,0,0,0,0,0,0,0,0,0
4403,RXN-16759: (expasy) Holo-[acyl-carrier-protein] synthase [2.7.8.7],2.43307,60.7139,105.03,45.4707,35.9528,109.446,142.159,23.3481,10.0778,0,0,48.0511,236.695,0,0,0,174.787,0,0
4406,RXN-16788: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73],0,0,0,0,0,60.851,12.2409,0,0,0,0,0,0,0,0,0,0,0,0
4408,RXN-16820: (expasy) tRNA-uridine 2-sulfurtransferase [2.8.1.13],0,31.2088,67.603,0,0,27.3762,98.1359,0,18.8456,0,0,0,0,0,0,0,39.0915,0,0
4411,RXN-16937: (expasy) Flavin prenyltransferase [2.5.1.129],0,0,88.051,0,0,16.9343,29.2699,0,61.2285,0,0,0,0,0,0,0,0,0,0
4413,RXN-16938: (expasy) N-acetylmuramoyl-L-alanine amidase [3.5.1.28],0,0,101.342,0,0,67.386,49.3136,0,0,74.5646,0,0,0,0,0,0,11.1282,0,0
4415,RXN-16949: (expasy) 3-hydroxybenzoate 6-monooxygenase [1.14.13.24],0,0,0,0,0,0,5.21404,0,0,0,0,0,0,0,0,0,67.4163,0,0
4417,RXN-16950: (expasy) 3-hydroxybenzoate 6-monooxygenase [1.14.13.24],0,0,0,0,0,0,5.21404,0,0,0,0,0,0,0,0,0,67.4163,0,0
4419,RXN-16953: (expasy) Aryl-alcohol dehydrogenase [1.1.1.90],0,0,0,0,0,0,5.77985,0,0,0,0,0,0,0,0,0,31.4351,0,0
4421,RXN-16954: (expasy) Aryl-alcohol dehydrogenase [1.1.1.90],0,0,0,0,0,0,5.77985,0,0,0,0,0,0,0,0,0,31.4351,0,0
4423,RXN-17008: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],1.84192,0,146.037,0,0,50.0707,62.3347,0,100.545,0,0,0,98.3238,0,0,0,31.5559,0,61.9926
4426,RXN-17009: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],1.84192,0,146.037,0,0,50.0707,62.3347,0,100.545,0,0,0,98.3238,0,0,0,31.5559,0,61.9926
4429,RXN-17010: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],1.84192,0,146.037,0,0,50.0707,62.3347,0,100.545,0,0,0,98.3238,0,0,0,31.5559,0,61.9926
4432,RXN-17011: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],1.84192,0,146.037,0,0,50.0707,62.3347,0,100.545,0,0,0,98.3238,0,0,0,31.5559,0,61.9926
4435,RXN-17012: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],1.84192,0,146.037,0,0,50.0707,62.3347,0,100.545,0,0,0,98.3238,0,0,0,31.5559,0,61.9926
4438,RXN-17013: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],1.84192,0,146.037,0,0,50.0707,62.3347,0,100.545,0,0,0,98.3238,0,0,0,31.5559,0,61.9926
4441,RXN-17014: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],1.84192,0,146.037,0,0,50.0707,62.3347,0,100.545,0,0,0,98.3238,0,0,0,31.5559,0,61.9926
4444,RXN-17015: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],1.84192,0,146.037,0,0,50.0707,62.3347,0,100.545,0,0,0,98.3238,0,0,0,31.5559,0,61.9926
4447,RXN-17016: (expasy) Glycerol-3-phosphate 1-O-acyltransferase [2.3.1.15],0,0,90.0958,0,0,0,42.2887,0,0,0,0,0,0,0,0,0,0,0,0
4449,RXN-17017: (expasy) Glycerol-3-phosphate 1-O-acyltransferase [2.3.1.15],0,0,90.0958,0,0,0,42.2887,0,0,0,0,0,0,0,0,0,0,0,0
4451,RXN-17018: (expasy) Glycerol-3-phosphate 1-O-acyltransferase [2.3.1.15],0,0,90.0958,0,0,0,42.2887,0,0,0,0,0,0,0,0,0,0,0,0
4453,RXN-17019: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],1.84192,0,146.037,0,0,50.0707,62.3347,0,100.545,0,0,0,98.3238,0,0,0,31.5559,0,61.9926
4456,RXN-17020: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],1.84192,0,146.037,0,0,50.0707,62.3347,0,100.545,0,0,0,98.3238,0,0,0,31.5559,0,61.9926
4459,RXN-17021: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],1.84192,0,146.037,0,0,50.0707,62.3347,0,100.545,0,0,0,98.3238,0,0,0,31.5559,0,61.9926
4462,RXN-17022: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],1.84192,0,146.037,0,0,50.0707,62.3347,0,100.545,0,0,0,98.3238,0,0,0,31.5559,0,61.9926
4465,RXN-17023: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],1.84192,0,146.037,0,0,50.0707,62.3347,0,100.545,0,0,0,98.3238,0,0,0,31.5559,0,61.9926
4468,RXN-17024: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],1.84192,0,146.037,0,0,50.0707,62.3347,0,100.545,0,0,0,98.3238,0,0,0,31.5559,0,61.9926
4471,RXN-17082: (expasy) UDP-N-acetylbacillosamine transaminase [2.6.1.34],0,0,13.1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4473,RXN-17097: (expasy) 6-deoxy-6-sulfo-D-gluconate dehydratase [4.2.1.162],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4475,RXN-17099: (expasy) Penicillin amidase [3.5.1.11],0,0,0,0,0,0,3.66842,0,0,0,0,0,0,0,0,0,0,0,0
4477,RXN-17110: (expasy) Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [4.2.1.134],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.3966,0
4479,RXN-17112: (expasy) Acyl-CoA 6-desaturase [1.14.19.3],0,0,0,0,0,0,5.69194,0,0,0,0,0,0,0,0,0,0,0,0
4481,RXN-17114: (expasy) Enoyl-CoA hydratase [4.2.1.17],5.94545,45.4334,160.667,59.7111,52.0658,250.029,774.346,0,339.792,581.044,0,67.0247,0,0,0,34.1099,784.801,0,69.7265
4483,RXN-17116: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,0,228.979,0,45.4843,4.29481,170.509,0,56.2337,119.244,0,0,70.2017,0,0,0,88.2205,0,0
4485,RXN-17128: (expasy) Hydroxysqualene dehydroxylase [1.17.8.1],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.2017,0,0
4487,RXN-17129: (expasy) Hydroxysqualene synthase [4.2.3.156],0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4489,RXN-17150: (expasy) Arylformamidase [3.5.1.9],0,0,0,0,27.2449,0,7.80673,0,0,0,0,0,0,0,0,0,0,0,0
4491,"RXN-17339: (expasy) Biphenyl 2,3-dioxygenase [1.14.12.18]",0,0,0,0,0,0,10.381,0,0,0,0,0,0,0,0,0,0,0,0
4493,"RXN-17340: (expasy) Cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase [1.3.1.56]",0,0,0,0,0,0,4.75733,0,0,0,0,0,0,0,0,0,0,0,0
4495,"RXN-17341: (expasy) Biphenyl 2,3-dioxygenase [1.14.12.18]",0,0,0,0,0,0,10.381,0,0,0,0,0,0,0,0,0,0,0,0
4497,"RXN-17342: (expasy) Cis-2,3-dihydrobiphenyl-2,3-diol dehydrogenase [1.3.1.56]",0,0,0,0,0,0,4.75733,0,0,0,0,0,0,0,0,0,0,0,0
4499,"RXN-17343: (expasy) Biphenyl-2,3-diol 1,2-dioxygenase [1.13.11.39]",0,0,0,0,0,91.3025,24.6239,0,0,0,0,0,0,0,0,0,0,0,0
4501,"RXN-17344: (expasy) Biphenyl-2,3-diol 1,2-dioxygenase [1.13.11.39]",0,0,0,0,0,91.3025,24.6239,0,0,0,0,0,0,0,0,0,0,0,0
4503,RXN-17352: (expasy) Peroxidase [1.11.1.7],0,0,0,14.3136,0,8.27642,7.47302,0,0,0,0,0,0,0,0,0,0,0,0
4505,RXN-17357: (expasy) Aerobic carbon monoxide dehydrogenase [1.2.5.3],0,0,74.447,0,0,17.0399,25.7882,0,23.4629,0,0,0,0,0,0,0,0,0,0
4507,RXN-17362: (expasy) Signal peptidase II [3.4.23.36],2.01948,0,123.264,0,72.7744,41.589,82.548,0,77.8999,0,0,78.3565,182.158,0,0,177.79,61.585,0,0
4510,RXN-17421: NO_NAME,0,0,0,0,0,0,5.52115,0,0,0,0,0,0,0,0,0,0,0,0
4512,RXN-17425: (expasy) Chlorophyllide a reductase [1.3.7.15],0,0,0,0,0,6.28303,38.9262,0,0,0,0,0,0,0,0,0,20.8976,0,0
4514,RXN-17428: (expasy) Geranylgeranyl diphosphate reductase [1.3.1.83],0,0,0,0,0,59.0403,11.7341,0,28.7704,0,0,0,0,0,0,0,26.319,0,0
