Gene_Family,072023_Carolina_2023_Baya_052_DCYL_S9,072023_Carolina_2023_Baya_065_DCYL_S1,072023_Carolina_2023_Baya_066_DCYL_S2,122021_Coralina_2021_Baya_001_DCYL_S24,122021_Coralina_2021_Baya_009_DCYL_S25,122021_Coralina_2021_Baya_010_DCYL_S26
RXN-13303: (expasy) Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [4.2.1.134],0,0,0,0,0,0
RXN-13304: (expasy) Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [4.2.1.134],0,0,0,0,0,0
RXN-13305: (expasy) Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [4.2.1.134],0,0,0,0,0,0
RXN-13313: (expasy) Phosphatidylglycerophosphatase [3.1.3.27],0,0,0,28.6243,0,0
RXN-13322: (expasy) Very-long-chain 3-oxoacyl-CoA synthase [2.3.1.199],0,0,0,0,0,0
RXN-13323: (expasy) 15-cis-phytoene synthase [2.5.1.32],0,0,62.1471,0,0,0
RXN-13332: (expasy) 6-oxocamphor hydrolase [3.7.1.18],0,0,0,0,0,0
RXN-13403: (expasy) Uroporphyrinogen-III C-methyltransferase [2.1.1.107],0,0,102.907,50.3311,0,0
RXN-13404: (expasy) Glycine/sarcosine N-methyltransferase [2.1.1.156],0,0,0,0,0,0
RXN-13418: (expasy) Alkanesulfonate monooxygenase [1.14.14.5],0,0,0,0,0,0
RXN-13426: (metacyc) &alpha;-linolenoyl-CoA &Delta;6-desaturase [1.14.19.3],0,0,0,0,0,0
RXN-13439: (expasy) Cyanophycin synthase (L-aspartate-adding) [6.3.2.29],0,0,0,0,0,0
RXN-13440: (expasy) Cyanophycin synthase (L-arginine-adding) [6.3.2.30],0,0,0,0,0,0
RXN-13441: (expasy) Very-long-chain 3-oxoacyl-CoA synthase [2.3.1.199],0,0,0,0,0,0
RXN-13444: (expasy) Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [4.2.1.134],0,0,0,0,0,0
RXN-13449: (expasy) Short-chain acyl-CoA dehydrogenase [1.3.8.1],0,0,42.1394,37.3054,0,0
RXN-13459: (expasy) 2-hydroxymuconate tautomerase [5.3.2.6],0,0,0,0,0,0
RXN-13482: (expasy) Ornithine carbamoyltransferase [2.1.3.3],0,0,71.5845,0,0,0
RXN-13570: (expasy) Hydroxylamine dehydrogenase [1.7.2.6],0,0,0,0,0,0
RXN-13585: (expasy) UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase [1.1.1.335],0,0,0,0,0,0
"RXN-13589: (expasy) UDP-2-acetamido-3-amino-2,3-dideoxy-glucuronate N-acetyltransferase [2.3.1.201]",0,0,21.5727,0,0,0
RXN-13596: (expasy) UDP-2-acetamido-2-deoxy-ribo-hexuluronate aminotransferase [2.6.1.98],0,0,0,0,0,0
RXN-13602: (metacyc) linustatin &beta;-diglucosidase [3.2.1.21],0,0,17.8841,0,0,0
RXN-13603: (metacyc) neolinustatin &beta;-diglucosidase [3.2.1.21],0,0,17.8841,0,0,0
RXN-13607: (expasy) Glucuronosyltransferase [2.4.1.17],83.589,0,0,0,0,0
RXN-13608: (expasy) Glucuronosyltransferase [2.4.1.17],83.589,0,0,0,0,0
RXN-13613: (expasy) Beta-ketodecanoyl-[acyl-carrier-protein] synthase [2.3.1.207],0,0,0,0,0,0
RXN-13614: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],0,0,39.8363,108.703,0,0
RXN-13615: (expasy) Medium-chain acyl-CoA dehydrogenase [1.3.8.7],0,0,0,0,0,0
RXN-13616: (expasy) Enoyl-CoA hydratase [4.2.1.17],5.94545,0,339.792,581.044,0,0
RXN-13617: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,0,56.2337,119.244,0,0
RXN-13654: (expasy) L-lysine cyclodeaminase [4.3.1.28],0,0,0,0,0,0
RXN-13671: (expasy) Acetaldehyde dehydrogenase (acetylating) [1.2.1.10],0,0,0,0,0,0
RXN-13673: (expasy) Glutathione transferase [2.5.1.18],0.928291,0,113.047,0,0,216.574
RXN-13675: (expasy) Glutathione gamma-glutamate hydrolase [3.4.19.13],0,0,0,0,0,0
RXN-13680: (expasy) Aspartoacylase [3.5.1.15],0,0,16.7981,0,0,0
RXN-13689: (expasy) L-gulonolactone oxidase [1.1.3.8],0,0,0,0,0,0
RXN-13697: (expasy) Aspartate transaminase [2.6.1.1],0.74093,0,89.4009,0,0,0
RXN-13698: (expasy) Alanine transaminase [2.6.1.2],0,0,0,0,0,0
"RXN-13704: (metacyc) 2,3-dihydroxybenzenesulfonate 2,3-dioxygenase [1.13.11.2]",0,0,0,0,0,0
"RXN-13706: (expasy) 2-halobenzoate 1,2-dioxygenase [1.14.12.13]",0,0,0,0,0,0
RXN-13719: (metacyc) (R)-2-hydroxybutanoate dehydrogenase (NADP+) [1.1.1.272],0,0,0,0,0,0
RXN-13721: (expasy) 3-hydroxyisobutyryl-CoA hydrolase [3.1.2.4],0,0,0,0,0,0
RXN-13729: (expasy) Sphinganine-1-phosphate aldolase [4.1.2.27],0,0,0,0,0,0
"RXN-13756: (expasy) ([Pyruvate, phosphate dikinase] phosphate) phosphotransferase [2.7.4.27]",0.404315,0,17.2396,0,0,0
"RXN-13757: (expasy) [Pyruvate, phosphate dikinase] kinase [2.7.11.32]",0.404315,0,17.2396,0,0,0
"RXN-13758: (expasy) [Pyruvate, water dikinase] kinase [2.7.11.33]",0,0,0,0,0,0
"RXN-13759: (expasy) ([Pyruvate, water dikinase] phosphate) phosphotransferase [2.7.4.28]",0,0,0,0,0,0
RXN-13788: (metacyc) rutin rhamnosidase [3.2.1.40],0,0,0,0,0,0
RXN-13805: (expasy) Glycerol-3-phosphate 1-O-acyltransferase [2.3.1.15],0,0,0,0,0,0
RXN-1381: (expasy) Glycerol-3-phosphate 1-O-acyltransferase [2.3.1.15],0,0,0,0,0,0
RXN-13852: (metacyc) anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase [1.21.98.3],0,0,11.021,0,0,0
RXN-13907: (expasy) Phenylalanine 4-monooxygenase [1.14.16.1],0,0,0,0,0,0
RXN-13908: (expasy) 4a-hydroxytetrahydrobiopterin dehydratase [4.2.1.96],3.01757,0,111.87,220.377,261.918,94.9585
"RXN-13909: (expasy) 6,7-dihydropteridine reductase [1.5.1.34]",1.46381,0,168.527,61.946,0,0
RXN-13944: (expasy) Hydroperoxy fatty acid reductase [1.11.1.22],0,0,26.9059,0,0,0
RXN-13946: (expasy) Choline trimethylamine-lyase [4.3.99.4],0,0,0,0,0,0
RXN-13990: (metacyc) L-4-hydroxy-2-oxoglutarate aldolase [4.1.3.42],0.540316,0,0,0,0,0
RXN-13997: (expasy) tRNA(adenine(34)) deaminase [3.5.4.33],0,0,54.047,115.517,0,0
RXN-14014: (expasy) 4-hydroxy-tetrahydrodipicolinate reductase [1.17.1.8],0,0,59.5024,0,0,0
RXN-14023: (expasy) Alcohol dehydrogenase (NADP(+)) [1.1.1.2],0,0,0,0,0,0
RXN-14025: (expasy) 5'-nucleotidase [3.1.3.5],0.864275,0,143.412,69.4223,0,0
RXN-14026: (expasy) AMBIGUOUS [3.1.3.5; 3.1.3.91],0.864275,0,143.412,69.4223,0,0
RXN-14029: (expasy) Purine-nucleoside phosphorylase [2.4.2.1],3.17011,0,0,159.171,0,0
RXN-1404: (expasy) Nitrilase [3.5.5.1],0,0,0,0,0,0
RXN-14047: (expasy) Aconitate hydratase [4.2.1.3],3.04924,63.6695,263.964,213.347,0,38.221
RXN-14063: (expasy) Adenosylcobinamide kinase [2.7.1.156],0,0,0,0,0,0
"RXN-14064: (expasy) 2',3'-cyclic-nucleotide 2'-phosphodiesterase [3.1.4.16]",0,0,0,28.5811,0,0
RXN-14073: (expasy) Glycerophosphodiester phosphodiesterase [3.1.4.46],0,0,0,0,0,0
RXN-14090: (expasy) 3'-nucleotidase [3.1.3.6],0,0,0,120.194,0,0
"RXN-14091: (expasy) 2',3'-cyclic-nucleotide 2'-phosphodiesterase [3.1.4.16]",0,0,0,28.5811,0,0
RXN-14098: (expasy) Deoxycytidine kinase [2.7.1.74],0,0,0,0,0,0
RXN-14099: (expasy) Deoxycytidine kinase [2.7.1.74],0,0,0,0,0,0
RXN-14100: (expasy) Deoxycytidine kinase [2.7.1.74],0,0,0,0,0,0
RXN-14102: (expasy) Aldose reductase [1.1.1.21],0,0,0,0,0,0
"RXN-14112: (expasy) 2',3'-cyclic-nucleotide 2'-phosphodiesterase [3.1.4.16]",0,0,0,28.5811,0,0
"RXN-14113: (expasy) 2',3'-cyclic-nucleotide 2'-phosphodiesterase [3.1.4.16]",0,0,0,28.5811,0,0
RXN-14115: (expasy) 3'-nucleotidase [3.1.3.6],0,0,0,120.194,0,0
RXN-14116: (expasy) L-glutamate gamma-semialdehyde dehydrogenase [1.2.1.88],0,0,39.4472,24.6018,0,0
RXN-14117: (expasy) Pyruvate kinase [2.7.1.40],1.83846,0,225.494,0,0,0
RXN-14118: (expasy) dCTP deaminase [3.5.4.13],3.04787,0,54.8834,0,0,0
RXN-14120: (expasy) Nucleoside-diphosphate kinase [2.7.4.6],0,0,30.555,239.322,92.1799,80.714
RXN-14124: (expasy) 3'-nucleotidase [3.1.3.6],0,0,0,120.194,0,0
RXN-14126: (expasy) 3'-nucleotidase [3.1.3.6],0,0,0,120.194,0,0
RXN-14129: (expasy) Cytosine deaminase [3.5.4.1],0.315474,0,90.4004,0,0,0
RXN-14131: (expasy) Long-chain-acyl-CoA dehydrogenase [1.3.8.8],0,0,0,0,0,0
RXN-14136: (expasy) Glycerophosphodiester phosphodiesterase [3.1.4.46],0,0,0,0,0,0
RXN-14139: (expasy) Nucleotide diphosphatase [3.6.1.9],0.659276,0,14.442,0,0,0
RXN-14140: (expasy) Nucleotide diphosphatase [3.6.1.9],0.659276,0,14.442,0,0,0
RXN-14142: (expasy) 5'-deoxynucleotidase [3.1.3.89],0,0,0,0,0,0
RXN-14143: (expasy) 5'-deoxynucleotidase [3.1.3.89],0,0,0,0,0,0
RXN-14147: (expasy) Methionine transaminase [2.6.1.88],0,0,0,0,0,0
RXN-14161: (expasy) 5'-deoxynucleotidase [3.1.3.89],0,0,0,0,0,0
RXN-14173: (expasy) (R)-amidase [3.5.1.100],0,0,0,0,0,0
RXN-14174: (expasy) (R)-amidase [3.5.1.100],0,0,0,0,0,0
RXN-14177: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163],1.21652,42.5719,32.6205,0,0,0
RXN-14179: (expasy) Beta-glucosidase [3.2.1.21],0,0,17.8841,0,0,0
RXN-14189: (expasy) Catalase [1.11.1.6],0,0,33.9229,0,0,0
RXN-14192: (expasy) Pyruvate kinase [2.7.1.40],1.83846,0,225.494,0,0,0
RXN-14197: (expasy) Cytosine deaminase [3.5.4.1],0.315474,0,90.4004,0,0,0
RXN-14204: (expasy) Gluconate 2-dehydrogenase (acceptor) [1.1.99.3],0,0,0,0,0,0
RXN-14206: (expasy) 4a-hydroxytetrahydrobiopterin dehydratase [4.2.1.96],3.01757,0,111.87,220.377,261.918,94.9585
RXN-14207: (expasy) Pyruvate kinase [2.7.1.40],1.83846,0,225.494,0,0,0
RXN-14224: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3],2.32582,0,0,0,83.2066,85.8829
RXN-14225: (expasy) Aldehyde dehydrogenase (NAD(+)) [1.2.1.3],2.32582,0,0,0,83.2066,85.8829
RXN-14227: (expasy) 5'-nucleotidase [3.1.3.5],0.864275,0,143.412,69.4223,0,0
RXN-14228: (expasy) Nucleoside-diphosphate kinase [2.7.4.6],0,0,30.555,239.322,92.1799,80.714
RXN-14229: (expasy) Medium-chain acyl-CoA dehydrogenase [1.3.8.7],0,0,0,0,0,0
RXN-14240: (metacyc) baicalein peroxidase [1.11.1.7],0,0,0,0,0,0
"RXN-14245: (expasy) 6,7-dihydropteridine reductase [1.5.1.34]",1.46381,0,168.527,61.946,0,0
RXN-14249: (expasy) L-threonine 3-dehydrogenase [1.1.1.103],0.68153,0,89.8025,473.489,0,41.0217
RXN-14260: (expasy) 4-alpha-glucanotransferase [2.4.1.25],0,0,25.6872,0,0,0
RXN-14261: (expasy) 4-alpha-glucanotransferase [2.4.1.25],0,0,25.6872,0,0,0
RXN-14262: (metacyc) lauroyl-CoA dehydrogenase [1.3.8.7],0,0,0,0,0,0
RXN-14266: (metacyc) 3-hydroxyisovaleryl-CoA hydratase [4.2.1.17],5.94545,0,339.792,581.044,0,0
RXN-14267: (expasy) N-acetylmuramoyl-L-alanine amidase [3.5.1.28],0,0,0,74.5646,0,0
RXN-14268: (metacyc) lauroyl-CoA acetyl-CoA acyltransferase [2.3.1.16],0,0,56.2337,119.244,0,0
RXN-14270: (metacyc) 5-amino-4-imidazolecarboxamide phosphoribosyltransferase [2.4.2.7],0.912557,0,0,24.5792,0,0
RXN-14272: (metacyc) (E)-hexadec-2-enoyl-CoA hydratase [4.2.1.17],5.94545,0,339.792,581.044,0,0
RXN-14273: (metacyc) trans-tetradec-2-enoyl-CoA hydratase [4.2.1.17],5.94545,0,339.792,581.044,0,0
RXN-14274: (metacyc) decanoyl-CoA C-acyltransferase [2.3.1.16],0,0,56.2337,119.244,0,0
RXN-14276: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119],0,0,23.4359,0,0,0
RXN-14277: (metacyc) hexanoyl-CoA C-acyltransferase [2.3.1.16],0,0,56.2337,119.244,0,0
RXN-14278: (metacyc) hexanoyl-CoA dehydrogenase [1.3.8.7],0,0,0,0,0,0
RXN-14280: (metacyc) perillyl aldehyde dehydrogenase [1.2.1.3],2.32582,0,0,0,83.2066,85.8829
RXN-14281: (expasy) Alpha-glucosidase [3.2.1.20],0,0,37.9052,0,0,0
RXN-14282: (expasy) Alpha-glucosidase [3.2.1.20],0,0,37.9052,0,0,0
RXN-14283: (expasy) Alpha-glucosidase [3.2.1.20],0,0,37.9052,0,0,0
RXN-14284: (expasy) Glycogen phosphorylase [2.4.1.1],0,33.4635,255.715,48.223,0,0
RXN-14285: (expasy) Glycogen phosphorylase [2.4.1.1],0,33.4635,255.715,48.223,0,0
RXN-14286: (expasy) Glycogen phosphorylase [2.4.1.1],0,33.4635,255.715,48.223,0,0
RXN-14291: (expasy) 4-hydroxybenzoate polyprenyltransferase [2.5.1.39],0,0,0,0,0,0
RXN-14304: (expasy) S-methyl-5'-thioadenosine phosphorylase [2.4.2.28],0,0,93.2256,0,0,0
RXN-14338: (expasy) Diadenylate cyclase [2.7.7.85],1.07258,20.526,125.269,0,0,0
RXN-14353: (expasy) Glycogen phosphorylase [2.4.1.1],0,33.4635,255.715,48.223,0,0
RXN-14354: (expasy) 4-alpha-glucanotransferase [2.4.1.25],0,0,25.6872,0,0,0
RXN-14361: (expasy) Glucuronosyltransferase [2.4.1.17],83.589,0,0,0,0,0
"RXN-14371: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]",0,0,114.241,23.9446,0,0
"RXN-14372: (expasy) 1,4-alpha-glucan branching enzyme [2.4.1.18]",0,0,114.241,23.9446,0,0
RXN-14377: (expasy) 6-aminohexanoate-oligomer exohydrolase [3.5.1.46],0,0,0,0,0,0
RXN-14380: (expasy) Isoamylase [3.2.1.68],0,0,0,0,0,0
RXN-14385: (expasy) Cysteine desulfurase [2.8.1.7],1.31319,0,229.388,0,0,0
RXN-14394: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,0,56.2337,119.244,0,0
RXN-14431: (expasy) L-histidine N(alpha)-methyltransferase [2.1.1.44],0,0,0,0,0,0
RXN-14437: (expasy) L-histidine N(alpha)-methyltransferase [2.1.1.44],0,0,0,0,0,0
RXN-14438: (expasy) L-histidine N(alpha)-methyltransferase [2.1.1.44],0,0,0,0,0,0
RXN-14455: (expasy) P-type Cu(+) transporter [7.2.2.8],0,0,22.9916,0,0,0
RXN-14461: (expasy) FAD:protein FMN transferase [2.7.1.180],0,0,33.3524,0,0,0
RXN-14485: (expasy) Very-long-chain (3R)-3-hydroxyacyl-CoA dehydratase [4.2.1.134],0,0,0,0,0,0
RXN-14492: (metacyc) 3-oxo-lesqueroloyl-CoA synthase [2.3.1.199],0,0,0,0,0,0
RXN-14494: (metacyc) 3-hydroxy-lesqueroloyl-CoA dehydratase [4.2.1.134],0,0,0,0,0,0
RXN-14517: (expasy) tRNA (guanine(37)-N(1))-methyltransferase [2.1.1.228],0.633422,0,95.1913,263.217,0,166.104
RXN-14536: (expasy) 2-haloacrylate reductase [1.3.1.103],0,0,0,0,0,0
RXN-14546: (expasy) Decarbamoylnovobiocin carbamoyltransferase [2.1.3.12],0,0,0,0,0,0
RXN-14554: (expasy) Protein S-acyltransferase [2.3.1.225],0,0,0,0,0,0
RXN-14569: (expasy) L-threonylcarbamoyladenylate synthase [2.7.7.87],0,0,0,0,0,0
RXN-14570: (expasy) N(6)-L-threonylcarbamoyladenine synthase [2.3.1.234],3.23133,82.4868,227.988,0,0,62.592
RXN-14571: (expasy) N-acetylgalactosaminephosphotransferase [2.7.8.40],0,0,0,0,0,0
RXN-14574: (expasy) AMBIGUOUS [3.2.1.190; 3.2.1.40],0,0,0,0,0,0
RXN-14694: (expasy) Sulfide dehydrogenase [1.8.1.19],0,0,0,0,0,0
RXN-14696: (expasy) Heme oxygenase (staphylobilin-producing) [1.14.99.48],0,0,0,0,0,0
RXN-14697: (expasy) Heme oxygenase (staphylobilin-producing) [1.14.99.48],0,0,0,0,0,0
RXN-14709: (expasy) Dimethylsulfone monooxygenase [1.14.14.35],0,0,0,0,0,0
RXN-14712: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129],0.803477,31.9763,0,0,0,0
RXN-14716: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8],0,0,0,0,0,0
RXN-14718: (expasy) Isovaleryl-homoserine lactone synthase [2.3.1.228],0,0,0,0,0,0
RXN-14725: (expasy) Nitrile hydratase [4.2.1.84],0,0,18.2626,0,0,0
RXN-14726: (expasy) Nitrile hydratase [4.2.1.84],0,0,18.2626,0,0,0
RXN-14727: (expasy) Amidase [3.5.1.4],0,0,74.2349,0,0,0
RXN-14728: (expasy) Amidase [3.5.1.4],0,0,74.2349,0,0,0
RXN-14756: (expasy) UDP-N-acetylglucosamine 6-dehydrogenase [1.1.1.136],0,0,0,0,0,0
RXN-14772: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119],0,0,23.4359,0,0,0
RXN-14774: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,0,56.2337,119.244,0,0
RXN-14777: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8],0,0,0,0,0,0
RXN-14778: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119],0,0,23.4359,0,0,0
RXN-14786: (metacyc) enoyl-CoA hydratase [4.2.1.119],0,0,23.4359,0,0,0
RXN-14788: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,0,56.2337,119.244,0,0
RXN-14791: (metacyc) enoyl-CoA hydratase [4.2.1.119],0,0,23.4359,0,0,0
RXN-14793: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,0,56.2337,119.244,0,0
RXN-14794: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119],0,0,23.4359,0,0,0
RXN-14797: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119],0,0,23.4359,0,0,0
RXN-14799: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,0,56.2337,119.244,0,0
RXN-14800: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8],0,0,0,0,0,0
RXN-14801: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119],0,0,23.4359,0,0,0
RXN-14803: (expasy) Acetyl-CoA C-acyltransferase [2.3.1.16],0,0,56.2337,119.244,0,0
RXN-14804: (expasy) Delta(3)-Delta(2)-enoyl-CoA isomerase [5.3.3.8],0,0,0,0,0,0
RXN-14805: (expasy) Enoyl-CoA hydratase 2 [4.2.1.119],0,0,23.4359,0,0,0
RXN-14820: (expasy) (S)-dichlorprop dioxygenase (2-oxoglutarate) [1.14.11.43],0,0,0,0,0,0
RXN-14821: (expasy) (S)-dichlorprop dioxygenase (2-oxoglutarate) [1.14.11.43],0,0,0,0,0,0
RXN-14822: (expasy) (R)-dichlorprop dioxygenase (2-oxoglutarate) [1.14.11.44],0,0,0,0,0,0
RXN-14823: (expasy) (R)-dichlorprop dioxygenase (2-oxoglutarate) [1.14.11.44],0,0,0,0,0,0
RXN-14900: (expasy) Mannosylglycerate hydrolase [3.2.1.170],0,0,0,0,0,0
RXN-14903: (expasy) Proline dehydrogenase [1.5.5.2],0,0,0,0,0,0
RXN-14906: (expasy) cAMP-dependent protein kinase [2.7.11.11],0,0,0,0,0,0
RXN-14907: (expasy) Taurine--pyruvate aminotransferase [2.6.1.77],0,0,15.3802,0,0,0
"RXN-14917: (expasy) 2-methyl-6-phytyl-1,4-hydroquinone methyltransferase [2.1.1.295]",0,0,77.2956,0,0,0
RXN-14918: (expasy) Tocopherol C-methyltransferase [2.1.1.95],0,0,19.405,0,0,0
RXN-14919: (expasy) Tocopherol C-methyltransferase [2.1.1.95],0,0,19.405,0,0,0
RXN-14933: (expasy) Succinyl-CoA--L-malate CoA-transferase [2.8.3.22],1.15373,0,0,0,0,0
RXN-14936: (expasy) L-carnitine CoA-transferase [2.8.3.21],0,0,0,0,0,0
RXN-14937: (expasy) (3S)-malyl-CoA thioesterase [3.1.2.30],0,0,0,0,0,0
RXN-14950: (expasy) Lipoyl synthase [2.8.1.8],3.12224,15.6425,189.066,0,0,0
RXN-14957: (expasy) Lipoyl synthase [2.8.1.8],3.12224,15.6425,189.066,0,0,0
RXN-14959: (expasy) Lipoyl synthase [2.8.1.8],3.12224,15.6425,189.066,0,0,0
RXN-14963: (expasy) Fumarate reductase (quinol) [1.3.5.4],0,0,0,0,0,0
RXN-14969: (expasy) D-arabinose isomerase [5.3.1.3],0,0,0,0,0,0
RXN-14970: (expasy) Fumarate reductase (quinol) [1.3.5.4],0,0,0,0,0,0
RXN-14971: (expasy) Succinate dehydrogenase (quinone) [1.3.5.1],0.854617,0,98.4471,49.7198,0,189.232
RXN-14986: (expasy) 3-isopropylmalate dehydrogenase [1.1.1.85],1.38054,0,230.363,0,0,0
RXN-14992: (expasy) Peptide chain release factor N(5)-glutamine methyltransferase [2.1.1.297],0,0,0,0,0,0
RXN-15005: (expasy) Acetylglutamate kinase [2.7.2.8],0,32.8523,40.6379,81.1796,0,166.97
RXN-15006: (expasy) N-acetyl-gamma-glutamyl-phosphate reductase [1.2.1.38],0.917742,0,117.778,112.121,156.706,0
RXN-15007: (expasy) Acetylornithine transaminase [2.6.1.11],0,0,138.26,0,0,0
RXN-15014: (expasy) Short-chain-enoyl-CoA hydratase [4.2.1.150],0,0,0,0,0,0
RXN-15035: (expasy) Lysophospholipase [3.1.1.5],0,0,0,0,0,0
RXN-15041: (expasy) D-aminoacyl-tRNA deacylase [3.1.1.96],0,38.2695,183.647,54.9067,91.2849,0
RXN-15043: (expasy) 1-acylglycerol-3-phosphate O-acyltransferase [2.3.1.51],1.84192,0,100.545,0,0,0
RXN-15045: (expasy) Glycerol-3-phosphate 1-O-acyltransferase [2.3.1.15],0,0,0,0,0,0
RXN-15047: (expasy) 5' to 3' exodeoxyribonuclease (nucleoside 3'-phosphate-forming) [3.1.12.1],0,0,30.5716,0,0,0
RXN-15048: (expasy) dTDP-4-dehydro-6-deoxy-alpha-D-gulose 4-ketoreductase [1.1.1.364],0,0,0,0,0,0
RXN-15065: (metacyc) phospholipase A2 [3.1.1.4],0,0,0,0,0,0
RXN-15067: (metacyc) phospholipase A2 [3.1.1.4],0,0,0,0,0,0
RXN-15068: (metacyc) phospholipase A2 [3.1.1.4],0,0,0,0,0,0
RXN-15083: (expasy) Protein-N(pi)-phosphohistidine--D-glucose phosphotransferase [2.7.1.199],0,0,0,0,0,0
RXN-15084: (expasy) Protein-N(pi)-phosphohistidine--D-fructose phosphotransferase [2.7.1.202],0,0,0,0,0,0
RXN-15087: (expasy) Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase [2.7.1.191],0,0,0,0,0,0
RXN-15088: (expasy) Acylglycerol lipase [3.1.1.23],0,0,0,0,0,0
RXN-15089: (expasy) Acylglycerol lipase [3.1.1.23],0,0,0,0,0,0
RXN-15123: (expasy) 2-iminobutanoate/2-iminopropanoate deaminase [3.5.99.10],0,0,0,14.2373,0,0
RXN-15127: (expasy) 2-iminobutanoate/2-iminopropanoate deaminase [3.5.99.10],0,0,0,14.2373,0,0
RXN-15130: (expasy) Cystathionine gamma-lyase [4.4.1.1],0,0,34.7287,0,0,0
RXN-15138: (metacyc) 2-chloroacrylate reductase [3.8.1.2],0,0,0,0,0,0
RXN-15143: (expasy) Protein-N(pi)-phosphohistidine--D-glucose phosphotransferase [2.7.1.199],0,0,0,0,0,0
RXN-15150: (expasy) Protein-N(pi)-phosphohistidine--D-fructose phosphotransferase [2.7.1.202],0,0,0,0,0,0
RXN-15151: (expasy) Protein-N(pi)-phosphohistidine--D-fructose phosphotransferase [2.7.1.202],0,0,0,0,0,0
RXN-15152: (expasy) Protein-N(pi)-phosphohistidine--D-fructose phosphotransferase [2.7.1.202],0,0,0,0,0,0
RXN-15154: (expasy) Protein-N(pi)-phosphohistidine--D-fructose phosphotransferase [2.7.1.202],0,0,0,0,0,0
RXN-15155: (expasy) Protein-N(pi)-phosphohistidine--D-fructose phosphotransferase [2.7.1.202],0,0,0,0,0,0
RXN-15157: (expasy) Protein-N(pi)-phosphohistidine--D-fructose phosphotransferase [2.7.1.202],0,0,0,0,0,0
RXN-15162: (expasy) Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase [2.7.1.191],0,0,0,0,0,0
RXN-15164: (expasy) Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase [2.7.1.191],0,0,0,0,0,0
RXN-15165: (expasy) Protein-N(pi)-phosphohistidine--D-mannose phosphotransferase [2.7.1.191],0,0,0,0,0,0
RXN-15200: (expasy) Aromatic-amino-acid transaminase [2.6.1.57],0,0,0,0,0,0
"RXN-15202: (expasy) Beta-1,4-mannooligosaccharide phosphorylase [2.4.1.319]",0,0,0,0,0,0
RXN-15212: (expasy) Sphingomyelin phosphodiesterase [3.1.4.12],0,0,21.2173,0,0,0
RXN-15261: (metacyc) dihydropterin deaminase [3.5.4.3],0,17.1506,0,0,0,0
RXN-15264: (expasy) Aminodeoxyfutalosine synthase [2.5.1.120],0.450031,0,0,0,0,0
RXN-15288: (metacyc) luteolin-7-O-diglucuronide peroxidase [1.11.1.7],0,0,0,0,0,0
RXN-15294: (expasy) Bacterial non-heme ferritin [1.16.3.2],0,0,29.2018,0,0,0
RXN-15298: (expasy) Sulfofructosephosphate aldolase [4.1.2.57],0,0,16.6818,0,89.5462,0
RXN-15309: (expasy) 4-hydroxy-3-polyprenylbenzoate decarboxylase [4.1.1.98],0,0,0,0,0,0
RXN-15313: (expasy) N-acetylneuraminate lyase [4.1.3.3],0,0,0,0,0,0
RXN-15341: (expasy) Alkanesulfonate monooxygenase [1.14.14.5],0,0,0,0,0,0
RXN-15378: (expasy) Succinate dehydrogenase (quinone) [1.3.5.1],0.854617,0,98.4471,49.7198,0,189.232
RXN-15479: (expasy) Photosystem I [1.97.1.12],0.68733,0,84.0197,102.804,0,1246.34
"RXN-15513: (expasy) Phosphoglycerate mutase (2,3-diphosphoglycerate-dependent) [5.4.2.11]",0,0,76.3915,46.2026,0,0
RXN-15521: (expasy) Peptidoglycan glycosyltransferase [2.4.1.129],0.803477,31.9763,0,0,0,0
RXN-15556: (expasy) E2 ubiquitin-conjugating enzyme [2.3.2.23],0,0,0,0,0,0
