Gene_Family,072023_Carolina_2023_Baya_052_DCYL_S9,072023_Carolina_2023_Baya_065_DCYL_S1,072023_Carolina_2023_Baya_066_DCYL_S2,122021_Coralina_2021_Baya_001_DCYL_S24,122021_Coralina_2021_Baya_009_DCYL_S25,122021_Coralina_2021_Baya_010_DCYL_S26
RXN-8751: (expasy) Xanthine dehydrogenase [1.17.1.4],0,0,0,0,0,0
RXN-8752: (expasy) Xanthine dehydrogenase [1.17.1.4],0,0,0,0,0,0
RXN-8753: (expasy) Xanthine dehydrogenase [1.17.1.4],0,0,0,0,0,0
RXN-8760: (expasy) Cobalt-factor II C(20)-methyltransferase [2.1.1.151],0,0,0,0,0,0
RXN-8764: (expasy) Cobalt-precorrin-5B (C(1))-methyltransferase [2.1.1.195],0,0,0,0,0,0
RXN-8768: (expasy) Cobalt-precorrin-8 methylmutase [5.4.99.60],0,0,0,0,0,0
"RXN-8769: (expasy) Cobyrinate a,c-diamide synthase (glutamine-hydrolyzing) [6.3.5.11]",0,0,34.5032,0,0,0
RXN-8770: (expasy) Adenosylcobalamin/alpha-ribazole phosphatase [3.1.3.73],0,0,0,0,0,0
RXN-8772: (expasy) Aldose reductase [1.1.1.21],0,0,0,0,0,0
"RXN-8775: (expasy) 2,5-dioxovalerate dehydrogenase [1.2.1.26]",0,0,0,0,0,0
RXN-8782: (expasy) L-sorbose 1-dehydrogenase [1.1.99.32],0,0,0,0,0,0
RXN-8783: (expasy) Gluconolactonase [3.1.1.17],0.894182,0,0,0,0,0
RXN-8786: (expasy) Chlorophyllide a reductase [1.3.7.15],0,0,0,0,0,0
RXN-8792: (expasy) Chlorophyllide a reductase [1.3.7.15],0,0,0,0,0,0
RXN-8807: (expasy) Succinyl-CoA:acetate CoA-transferase [2.8.3.18],0,0,0,0,0,0
"RXN-8818: (expasy) 2-aminophenol 1,6-dioxygenase [1.13.11.74]",0,0,0,0,0,0
RXN-8831: (expasy) Aminomuconate-semialdehyde dehydrogenase [1.2.1.32],0,0,0,0,0,0
"RXN-8832: (expasy) 2-aminophenol 1,6-dioxygenase [1.13.11.74]",0,0,0,0,0,0
"RXN-8836: (expasy) 2-amino-5-chlorophenol 1,6-dioxygenase [1.13.11.76]",0,0,0,0,0,0
RXN-8837: (expasy) Aminomuconate-semialdehyde dehydrogenase [1.2.1.32],0,0,0,0,0,0
RXN-8840: (expasy) 2-aminomuconate deaminase [3.5.99.5],0,0,23.9697,0,0,0
RXN-8841: (expasy) 2-oxo-3-hexenedioate decarboxylase [4.1.1.77],0,0,0,0,0,0
RXN-8850: (expasy) Thymidylate synthase (FAD) [2.1.1.148],0,0,29.9013,56.979,112.204,0
RXN-8851: (metacyc) a NDP-glucose glucosyl-3-phosphoglycerate synthase [2.4.1.266],0,0,0,0,0,0
RXN-8872: (expasy) Unspecific monooxygenase [1.14.14.1],0,0,0,0,0,0
RXN-8890: (expasy) 4-hydroxybutanoyl-CoA dehydratase [4.2.1.120],0,0,0,0,0,0
RXN-8891: (expasy) Succinate-semialdehyde dehydrogenase (acetylating) [1.2.1.76],0,0,0,0,0,0
RXN-8959: (expasy) (2S)-methylsuccinyl-CoA dehydrogenase [1.3.8.12],0,0,0,0,0,0
RXN-8960: (expasy) 2-methylfumaryl-CoA hydratase [4.2.1.148],0,0,0,0,0,0
RXN-8961: (expasy) Malyl-CoA lyase [4.1.3.24],0,0,0,0,0,0
RXN-8964: (expasy) Succinyl-CoA--L-malate CoA-transferase [2.8.3.22],1.15373,0,0,0,0,0
RXN-8965: (expasy) 3-methylfumaryl-CoA hydratase [4.2.1.153],0,0,0,0,0,0
RXN-8974: (expasy) 3-hydroxypropionate dehydrogenase (NADP(+)) [1.1.1.298],0,0,0,0,0,0
RXN-8975: (expasy) Phospho-N-acetylmuramoyl-pentapeptide-transferase [2.7.8.13],0,40.7468,20.9458,86.436,0,0
RXN-8976: (expasy) acetylglucosaminyltransferase [2.4.1.227],0,0,72.5648,0,0,0
RXN-8979: (expasy) 2-methylcitrate dehydratase (2-methyl-trans-aconitate forming) [4.2.1.117],0,0,0,0,0,0
RXN-8988: (expasy) Succinate--CoA ligase (GDP-forming) [6.2.1.4],0,0,0,0,0,0
RXN-8992: (expasy) All-trans-octaprenyl-diphosphate synthase [2.5.1.90],0,0,16.0357,55.1574,84.7058,0
RXN-8999: (expasy) diphosphate specific) [2.5.1.31],0,0,71.8778,0,0,0
RXN-9000: (expasy) Glucuronosyltransferase [2.4.1.17],83.589,0,0,0,0,0
RXN-9003: (expasy) 4-hydroxybenzoate polyprenyltransferase [2.5.1.39],0,0,0,0,0,0
RXN-9023: (expasy) 4-alpha-glucanotransferase [2.4.1.25],0,0,25.6872,0,0,0
"RXN-9024: (expasy) Glucan 1,4-alpha-glucosidase [3.2.1.3]",0,0,0,0,0,0
RXN-9025: (expasy) Glycogen phosphorylase [2.4.1.1],0,33.4635,255.715,48.223,0,0
RXN-9087: (expasy) Acrylyl-CoA reductase (NADPH) [1.3.1.84],0,0,16.3475,0,0,0
RXN-9106: (expasy) All-trans-decaprenyl-diphosphate synthase [2.5.1.91],0,0,18.8614,0,0,0
RXN-9157: (expasy) Gamma-glutamyltransferase [2.3.2.2],1.0395,0,51.3897,65.2944,0,0
"RXN-9190: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]",0,0,54.4093,0,0,0
RXN-9191: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163],1.21652,42.5719,32.6205,0,0,0
"RXN-9204: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]",0,0,54.4093,0,0,0
RXN-9205: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163],1.21652,42.5719,32.6205,0,0,0
"RXN-9217: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]",0,0,54.4093,0,0,0
RXN-9220: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163],1.21652,42.5719,32.6205,0,0,0
RXN-9222: (expasy) 4-hydroxybenzoate polyprenyltransferase [2.5.1.39],0,0,0,0,0,0
RXN-9223: (expasy) 4-hydroxy-3-polyprenylbenzoate decarboxylase [4.1.1.98],0,0,0,0,0,0
RXN-9225: (expasy) 2-polyprenyl-6-hydroxyphenol methylase [2.1.1.222],0,0,14.0453,0,0,0
"RXN-9227: (metacyc) 2-heptaprenyl-6-methoxy-1,4-benzoquinone methyltransferase [2.1.1.201]",2.05325,0,26.4857,50.9682,0,0
RXN-9229: (metacyc) 3-demethylubiquinone-7 3-O-methyltransferase [2.1.1.64],0,0,70.6918,0,0,0
RXN-9230: (expasy) 4-hydroxybenzoate polyprenyltransferase [2.5.1.39],0,0,0,0,0,0
RXN-9231: (expasy) 4-hydroxy-3-polyprenylbenzoate decarboxylase [4.1.1.98],0,0,0,0,0,0
RXN-9233: (expasy) 2-polyprenyl-6-hydroxyphenol methylase [2.1.1.222],0,0,14.0453,0,0,0
"RXN-9235: (expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]",2.05325,0,26.4857,50.9682,0,0
RXN-9237: (expasy) 3-demethylubiquinol 3-O-methyltransferase [2.1.1.64],0,0,70.6918,0,0,0
RXN-9238: (expasy) 4-hydroxy-3-polyprenylbenzoate decarboxylase [4.1.1.98],0,0,0,0,0,0
RXN-9240: (expasy) 2-polyprenyl-6-hydroxyphenol methylase [2.1.1.222],0,0,14.0453,0,0,0
"RXN-9242: (expasy) 2-methoxy-6-polyprenyl-1,4-benzoquinol methylase [2.1.1.201]",2.05325,0,26.4857,50.9682,0,0
"RXN-9310: (expasy) 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase [4.2.99.20]",0,0,0,0,0,0
"RXN-9311: (expasy) 1,4-dihydroxy-2-naphthoyl-CoA hydrolase [3.1.2.28]",0,0,0,0,0,0
"RXN-9358: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]",0,0,54.4093,0,0,0
"RXN-9359: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]",0,0,54.4093,0,0,0
"RXN-9360: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]",0,0,54.4093,0,0,0
RXN-9361: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163],1.21652,42.5719,32.6205,0,0,0
RXN-9362: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163],1.21652,42.5719,32.6205,0,0,0
RXN-9363: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163],1.21652,42.5719,32.6205,0,0,0
"RXN-9365: (expasy) 1,4-dihydroxy-2-naphthoate polyprenyltransferase [2.5.1.74]",0,0,54.4093,0,0,0
RXN-9366: (expasy) Demethylmenaquinone methyltransferase [2.1.1.163],1.21652,42.5719,32.6205,0,0,0
RXN-9380: (expasy) Carboxynorspermidine decarboxylase [4.1.1.96],0,0,0,0,0,0
RXN-9382: (expasy) Phosphinothricin acetyltransferase [2.3.1.183],0,0,23.6413,0,0,0
RXN-9384: (expasy) Cystathionine gamma-synthase [2.5.1.48],0,0,0,0,0,0
RXN-9386: (expasy) Glutamate--tRNA(Gln) ligase [6.1.1.24],0,0,0,0,0,0
"RXN-9407: (expasy) Limonene 1,2-monooxygenase [1.14.13.107]",0,0,0,0,0,0
"RXN-9408: (expasy) Limonene 1,2-monooxygenase [1.14.13.107]",0,0,0,0,0,0
"RXN-9409: (expasy) Limonene 1,2-monooxygenase [1.14.13.107]",0,0,0,0,0,0
RXN-9510: (expasy) FMN reductase (NADH) [1.5.1.42],0,0,0,0,0,0
RXN-9514: (metacyc) acetoacetyl-[acyl-carrier protein] reductase [1.1.1.100],0,0,156.494,211.33,0,0
RXN-9515: (metacyc) crotonyl-[acyl-carrier protein] reductase (NADP) [1.3.1.10; 1.3.1.39],0,0,0,59.2131,0,0
RXN-9516: (metacyc) 3-oxo-hexanoyl-[acyl-carrier protein] synthase [2.3.1.179; 2.3.1.41],0,0,260.892,98.2838,0,0
RXN-9518: (metacyc) 3-hydroxyhexanoyl-[acyl-carrier protein] reductase [1.1.1.100],0,0,156.494,211.33,0,0
RXN-9520: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],1.17154,16.866,178.443,66.008,0,0
RXN-9521: (metacyc) trans hex-2-enoyl-[acp] reductase [1.3.1.10; 1.3.1.39],0,0,0,59.2131,0,0
RXN-9523: (metacyc) 3-oxo-octanoyl-[acyl-carrier protein] synthase [2.3.1.179; 2.3.1.41],0,0,260.892,98.2838,0,0
RXN-9524: (metacyc) 3-oxo-octanoyl-[acyl-carrier protein] reductase [1.1.1.100],0,0,156.494,211.33,0,0
RXN-9526: (metacyc) trans oct-2-enoyl-[acyl-carrier protein] reductase [1.3.1.10; 1.3.1.39],0,0,0,59.2131,0,0
RXN-9527: (metacyc) 3-oxo-decanoyl-[acyl-carrier protein] synthase [2.3.1.179; 2.3.1.41],0,0,260.892,98.2838,0,0
RXN-9528: (metacyc) 3-oxo-decanoyl-[acyl-carrier protein] reductase [1.1.1.100],0,0,156.494,211.33,0,0
RXN-9530: (metacyc) trans-&Delta;2-decenoyl-[acp]reductase [1.3.1.10; 1.3.1.39],0,0,0,59.2131,0,0
RXN-9531: (metacyc) 3-oxo-dodecanoyl-[acyl-carrier protein] synthase [2.3.1.179; 2.3.1.41],0,0,260.892,98.2838,0,0
RXN-9532: (metacyc) 3-oxo-dodecanoyl-[acyl-carrier protein] reductase [1.1.1.100],0,0,156.494,211.33,0,0
RXN-9533: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],1.17154,16.866,178.443,66.008,0,0
RXN-9534: (metacyc) trans dodec-2-enoyl-[acyl-carrier protein] reductase [1.3.1.10; 1.3.1.39],0,0,0,59.2131,0,0
RXN-9535: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41],1.52648,0,142.827,157.214,0,0
RXN-9536: (metacyc) 3-oxo-meristoyl-[acyl-carrier protein] reductase [1.1.1.100],0,0,156.494,211.33,0,0
RXN-9537: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],1.17154,16.866,178.443,66.008,0,0
RXN-9538: (metacyc) trans tetradec-2-enoyl-[acyl-carrier-protein] reductase [1.3.1.10; 1.3.1.39],0,0,0,59.2131,0,0
RXN-9539: (metacyc) 3-oxo-palmitoyl-[acyl-carrier protein] synthase [2.3.1.179; 2.3.1.41],0,0,260.892,98.2838,0,0
RXN-9540: (metacyc) 3-oxo-palmitoyl-[acyl-carrier protein] reductase [1.1.1.100],0,0,156.494,211.33,0,0
"RXN-9542: (metacyc) trans hexadecenoyl-[acp] reductase (NADPH, B-specific) [1.3.1.10; 1.3.1.39]",0,0,0,59.2131,0,0
RXN-9543: (expasy) Very-long-chain 3-oxoacyl-CoA synthase [2.3.1.199],0,0,0,0,0,0
RXN-9545: (metacyc) 3-hydroxystearoyl-dehydratase [4.2.1.119],0,0,23.4359,0,0,0
RXN-9552: (metacyc) 3-oxo-petroslinoyl-[acyl-carrier protein] reductase [1.1.1.100],0,0,156.494,211.33,0,0
RXN-9556: (metacyc) 3-oxo-cis-vaccenoyl-[acyl-carrier protein] reductase [1.1.1.100],0,0,156.494,211.33,0,0
RXN-9557: (metacyc) 3-hydroxy-cis-vaccenoyl-[acyl-carrier protein] dehydratase [4.2.1.59],1.17154,16.866,178.443,66.008,0,0
RXN-9558: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],0,0,83.2364,0,0,0
RXN-9590: (expasy) Phosphate acyltransferase [2.3.1.274],0,0,0,0,0,0
RXN-9591: (expasy) Acyl phosphate:glycerol-3-phosphate acyltransferase [2.3.1.275],0,0,22.7644,0,0,0
RXN-9592: (expasy) Sulfoacetaldehyde dehydrogenase [1.2.1.73],0,0,10.0558,0,0,0
RXN-9601: (expasy) Acyl-CoA (9+3)-desaturase [1.14.19.6],0,0,0,0,0,0
RXN-9616: (expasy) Acyl-CoA (9+3)-desaturase [1.14.19.6],0,0,0,0,0,0
RXN-9623: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],0,0,39.8363,108.703,0,0
RXN-9632: (metacyc) 3-oxo-stearoyl-[acyl-carrier protein] synthase [2.3.1.41],0,0,260.892,98.2838,0,0
RXN-9633: (metacyc) 3-oxo-stearoyl-[acyl-carrier protein] reductase [1.1.1.100],0,0,156.494,211.33,0,0
RXN-9634: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],1.17154,16.866,178.443,66.008,0,0
RXN-9635: (metacyc) trans-octadec-2-enoyl-[acyl-carrier-protein] reductase [1.3.1.9],0,0,83.2364,0,0,0
RXN-9644: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],0,0,39.8363,108.703,0,0
RXN-9648: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41],0,0,260.892,98.2838,0,0
RXN-9650: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41],0,0,260.892,98.2838,0,0
RXN-9651: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41],0,0,260.892,98.2838,0,0
RXN-9652: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41],0,0,260.892,98.2838,0,0
RXN-9653: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41],0,0,260.892,98.2838,0,0
RXN-9654: (expasy) Beta-ketoacyl-[acyl-carrier-protein] synthase I [2.3.1.41],0,0,260.892,98.2838,0,0
RXN-9655: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],1.17154,16.866,178.443,66.008,0,0
RXN-9657: (metacyc) crotonyl-[acp] reductase [1.3.1.9],0,0,83.2364,0,0,0
RXN-9658: (metacyc) trans hex-2-enoyl-[acp]-reductase [1.3.1.9],0,0,83.2364,0,0,0
RXN-9659: (metacyc) trans oct-2-enoyl-[acp] reductase [1.3.1.9],0,0,83.2364,0,0,0
RXN-9660: (metacyc) trans-&Delta;2-decenoyl-[acp]-reductase [1.3.1.9],0,0,83.2364,0,0,0
RXN-9661: (metacyc) trans dodec-2-enoyl-[acp] reductase [1.3.1.9],0,0,83.2364,0,0,0
RXN-9662: (metacyc) trans tetradec-2-enoyl-[acp] reductase [1.3.1.9],0,0,83.2364,0,0,0
RXN-9663: (metacyc) trans hexadecenoyl-[acp] reductase [1.3.1.9],0,0,83.2364,0,0,0
RXN-9673: (expasy) Long-chain-fatty-acid--CoA ligase [6.2.1.3],0,0,39.8363,108.703,0,0
RXN-9674: (expasy) Beta-glucosidase [3.2.1.21],0,0,17.8841,0,0,0
RXN-969: (expasy) (S)-2-hydroxy-acid oxidase [1.1.3.15],0,0,0,0,0,0
"RXN-9731: (expasy) Protocatechuate 3,4-dioxygenase [1.13.11.3]",0,0,0,0,0,0
RXN-9736: (expasy) Dimethylsulfoniopropionate demethylase [2.1.1.269],0,0,0,0,0,0
RXN-9758: (expasy) Betaine-aldehyde dehydrogenase [1.2.1.8],0,0,11.3274,0,0,100.776
RXN-9763: (expasy) Dimethyl sulfide:cytochrome c2 reductase [1.8.2.4],0,0,0,0,0,0
RXN-9787: (metacyc) cysteine:[ThiI sulfur-carrier protein]-L-cysteine sulfurtransferase desulfurase [2.8.1.7],1.31319,0,229.388,0,0,0
RXN-9789: (expasy) Sulfur carrier protein ThiS adenylyltransferase [2.7.7.73],0,0,0,0,0,0
RXN-9797: (expasy) Alpha-methylacyl-CoA racemase [5.1.99.4],0,0,0,0,0,0
RXN-982: (expasy) Arsenate reductase (glutathione/glutaredoxin) [1.20.4.1],1.54567,0,88.3884,0,0,0
RXN-9845: (expasy) Alpha-methylacyl-CoA racemase [5.1.99.4],0,0,0,0,0,0
RXN-9850: (expasy) Propanoyl-CoA C-acyltransferase [2.3.1.176],0,0,0,0,0,0
RXN-9857: (expasy) Carboxymethylenebutenolidase [3.1.1.45],0.78854,0,0,0,0,0
"RXN-9866: (expasy) 2,4-dichlorophenol 6-monooxygenase [1.14.13.20]",0,0,0,0,0,0
RXN-9868: (expasy) Carboxymethylenebutenolidase [3.1.1.45],0.78854,0,0,0,0,0
RXN-9885: (expasy) Maleylacetate reductase [1.3.1.32],0,0,0,0,0,0
RXN-9887: (expasy) Carboxymethylenebutenolidase [3.1.1.45],0.78854,0,0,0,0,0
RXN-9890: (expasy) Carboxymethylenebutenolidase [3.1.1.45],0.78854,0,0,0,0,0
RXN-9891: (expasy) Maleylacetate reductase [1.3.1.32],0,0,0,0,0,0
RXN-9909: (expasy) Aryl-alcohol dehydrogenase [1.1.1.90],0,0,0,0,0,0
RXN-9912: (metacyc) 4-chlorosalicylate monooxygenase [1.14.13.1],0,0,0,0,0,0
RXN-9914: (metacyc) 5-chlorosalicylate 1-monooxygenase [1.14.13.1],0,0,0,0,0,0
RXN-9929: (expasy) Dihydroorotate oxidase (fumarate) [1.3.98.1],0,0,0,0,0,0
RXN-9944: (expasy) Ferredoxin:thioredoxin reductase [1.8.7.2],0,0,74.6507,0,0,892.226
"RXN-9952: (expasy) Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating) [1.1.1.44]",0,0,51.155,0,0,0
RXN-9958: (expasy) Malonate-semialdehyde dehydrogenase (acetylating) [1.2.1.18],0,0,0,0,0,0
RXN-9969: (expasy) diphosphate specific) [2.5.1.87],0,0,0,0,0,0
RXN-9983: (expasy) 4-oxalomesaconate tautomerase [5.3.2.8],0,35.4417,0,0,0,0
RXN-9985: (expasy) Beta-fructofuranosidase [3.2.1.26],0,0,0,0,0,0
RXN-9988: (expasy) N-acylneuraminate-9-phosphate synthase [2.5.1.57],0,0,0,0,0,0
RXN-9990: (expasy) N-acylneuraminate cytidylyltransferase [2.7.7.43],0,0,31.2389,0,0,0
"RXN-9998: (expasy) UDP-N-acetylglucosamine 4,6-dehydratase (inverting) [4.2.1.115]",0,0,0,0,0,0
RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN: (expasy) Magnesium protoporphyrin IX methyltransferase [2.1.1.11],0,0,58.0882,0,0,0
RXN0-1132: (expasy) Dihydrolipoyl dehydrogenase [1.8.1.4],0.882637,32.4084,194.186,343.273,232.774,0
RXN0-1133: (expasy) Dihydrolipoyllysine-residue acetyltransferase [2.3.1.12],2.29969,0,0,0,0,0
RXN0-1134: (expasy) Pyruvate dehydrogenase (acetyl-transferring) [1.2.4.1],0.598232,0,68.7937,0,0,1381.13
RXN0-1147: (expasy) Dihydrolipoyllysine-residue succinyltransferase [2.3.1.61],0.583583,0,0,0,0,0
RXN0-1241: (expasy) Ribosomal protein L3 N(5)-glutamine methyltransferase [2.1.1.298],0,0,0,0,0,0
RXN0-1321: (expasy) tRNA-guanosine(34) preQ(1) transglycosylase [2.4.2.29],2.25589,0,186.404,370.083,0,158.493
RXN0-1342: (expasy) S-adenosylmethionine:tRNA ribosyltransferase-isomerase [2.4.99.17],1.17511,0,122.265,81.0703,0,0
RXN0-1382: (expasy) Formyl-CoA transferase [2.8.3.16],0.78409,0,27.027,0,0,0
"RXN0-1401: (expasy) Ribose 1,5-bisphosphate phosphokinase [2.7.4.23]",0,0,19.0642,0,0,0
RXN0-1441: (expasy) AMBIGUOUS [3.6.1.13; 3.6.1.53],0,0,77.7729,0,0,0
RXN0-1461: (expasy) Coproporphyrinogen oxidase [1.3.3.3],0,37.8666,195.137,301.696,0,0
RXN0-1483: (expasy) Ferroxidase [1.16.3.1],1.9518,0,100.83,158.256,0,0
RXN0-1602: (expasy) XTP/dITP diphosphatase [3.6.1.66],0,0,75.4559,0,0,0
RXN0-1603: (expasy) XTP/dITP diphosphatase [3.6.1.66],0,0,75.4559,0,0,0
RXN0-1863: (expasy) AMBIGUOUS [2.6.1.87; 2.6.1.92],0,0,0,0,0,0
RXN0-20: (expasy) Phosphatidylglycerol--prolipoprotein diacylglyceryl transferase [2.5.1.145],0,0,0,0,0,0
RXN0-2023: (expasy) tRNA-uridine 2-sulfurtransferase [2.8.1.13],0,0,18.8456,0,0,0
"RXN0-2042: (expasy) Phenylacetyl-CoA 1,2-epoxidase [1.14.13.149]",0,0,0,0,0,0
RXN0-2044: (expasy) 3-hydroxyacyl-CoA dehydrogenase [1.1.1.35],0,0,30.9287,0,0,0
RXN0-2101: (expasy) Selenate reductase [1.97.1.9],0,0,0,0,0,0
RXN0-2141: (expasy) AMBIGUOUS [2.3.1.179; 2.3.1.41],0,0,260.892,98.2838,0,0
RXN0-2142: (expasy) 3-oxoacyl-[acyl-carrier-protein] reductase [1.1.1.100],0,0,156.494,211.33,0,0
RXN0-2144: (expasy) 3-hydroxyacyl-[acyl-carrier-protein] dehydratase [4.2.1.59],1.17154,16.866,178.443,66.008,0,0
RXN0-2145: (expasy) Enoyl-[acyl-carrier-protein] reductase (NADH) [1.3.1.9],0,0,83.2364,0,0,0
RXN0-2161: (expasy) Serine--tRNA ligase [6.1.1.11],1.85321,0,114.141,148.932,0,90.8033
RXN0-2301: (expasy) Isovaleryl-CoA dehydrogenase [1.3.8.4],0,0,24.3568,0,0,0
RXN0-2441: (expasy) Trans-aconitate 2-methyltransferase [2.1.1.144],0,0,0,0,0,0
RXN0-2584: (expasy) Uracil-DNA glycosylase [3.2.2.27],0,0,62.757,0,0,0
RXN0-2605: (expasy) Exodeoxyribonuclease V [3.1.11.5],0,0,0,0,0,0
RXN0-262: (expasy) Molybdenum cofactor guanylyltransferase [2.7.7.77],1.34602,0,13.0064,0,0,0
RXN0-2661: (expasy) Adenine glycosylase [3.2.2.31],0,0,0,0,0,0
RXN0-280: (expasy) Alkanesulfonate monooxygenase [1.14.14.5],0,0,0,0,0,0
RXN0-2921: (expasy) Tetrahydrofolate synthase [6.3.2.17],0,0,0,0,0,0
RXN0-299: (expasy) Taurine dioxygenase [1.14.11.17],0,0,0,0,0,0
"RXN0-302: (expasy) 2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase [4.6.1.12]",0,0,48.6047,58.6382,133.438,0
RXN0-305: (expasy) Hydroxypyruvate isomerase [5.3.1.22],0.573517,0,0,0,0,0
RXN0-3241: (expasy) Beta-aspartyl-peptidase [3.4.19.5],0,0,0,0,0,0
RXN0-3501: (expasy) Nitrate reductase (quinone) [1.7.5.1],0,0,0,0,0,0
RXN0-3521: (expasy) Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase [2.4.2.53],0,0,0,0,0,0
RXN0-3601: (expasy) L-carnitine CoA-transferase [2.8.3.21],0,0,0,0,0,0
RXN0-363: (expasy) Purine nucleosidase [3.2.2.1],0,0,0,0,0,0
RXN0-366: (metacyc) guanosine hydrolase [3.2.2.1],0,0,0,0,0,0
RXN0-3741: (expasy) 5'-deoxynucleotidase [3.1.3.89],0,0,0,0,0,0
RXN0-383: (expasy) AMBIGUOUS [3.6.1.65; 3.6.1.9],0,0,0,0,0,0
RXN0-384: (expasy) Nucleotide diphosphatase [3.6.1.9],0.659276,0,14.442,0,0,0
RXN0-385: (expasy) Nucleotide diphosphatase [3.6.1.9],0.659276,0,14.442,0,0,0
RXN0-3901: (expasy) Glutamate--putrescine ligase [6.3.1.11],0,0,0,0,0,0
RXN0-3962: (expasy) Aldehyde dehydrogenase (NADP(+)) [1.2.1.4],0,0,0,0,0,0
RXN0-4022: (expasy) PreQ(1) synthase [1.7.1.13],2.2189,0,74.1201,105.505,0,0
RXN0-4141: (expasy) Hydrogenase (acceptor) [1.12.99.6],0,0,42.8774,65.2944,0,0
RXN0-4181: (expasy) Cyclic-guanylate-specific phosphodiesterase [3.1.4.52],0,21.0987,0,0,0,0
RXN0-4222: (expasy) Exoribonuclease II [3.1.13.1],0,0,29.3093,0,0,0
RXN0-4301: (expasy) D-sedoheptulose 7-phosphate isomerase [5.3.1.28],0,0,73.4007,0,0,0
RXN0-4341: (expasy) D-glycero-beta-D-manno-heptose-7-phosphate kinase [2.7.1.167],0,0,0,0,0,0
RXN0-4342: (expasy) D-glycero-beta-D-manno-heptose 1-phosphate adenylyltransferase [2.7.7.70],0,0,0,0,0,0
"RXN0-4361: (expasy) D-glycero-beta-D-manno-heptose 1,7-bisphosphate 7-phosphatase [3.1.3.82]",0,0,0,0,0,0
RXN0-4401: (expasy) NAD(+) diphosphatase [3.6.1.22],0,0,18.8142,0,0,0
RXN0-4621: (expasy) Anhydro-N-acetylmuramic acid kinase [2.7.1.170],0.443886,0,76.6544,0,0,0
RXN0-4641: (expasy) N-acetylmuramic acid 6-phosphate etherase [4.2.1.126],0,0,0,0,0,0
"RXN0-5038: (expasy) 3',5'-cyclic-AMP phosphodiesterase [3.1.4.53]",0,0,46.2133,0,0,0
RXN0-5055: (expasy) Acetyl-CoA carboxytransferase [2.1.3.15],0.682068,0,134.464,130.647,0,0
RXN0-5063: (expasy) tRNA-2-methylthio-N(6)-dimethylallyladenosine synthase [2.8.4.3],0,0,51.9076,0,0,0
RXN0-5107: (expasy) Nucleotide diphosphatase [3.6.1.9],0.659276,0,14.442,0,0,0
RXN0-5114: (expasy) Phosphoserine phosphatase [3.1.3.3],1.55412,0,0,0,0,0
RXN0-5116: (expasy) Ribulokinase [2.7.1.16],0,0,0,36.5825,0,0
RXN0-5144: (expasy) tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase [2.1.1.61],0,0,0,0,0,0
RXN0-5181: (expasy) Alpha-amylase [3.2.1.1],0,0,0,0,0,0
RXN0-5182: (expasy) Glycogen phosphorylase [2.4.1.1],0,33.4635,255.715,48.223,0,0
RXN0-5183: (expasy) Alpha-glucosidase [3.2.1.20],0,0,37.9052,0,0,0
